,CD,Year,Month,dirty_level,Count311_pp,fs_openhours,trs_permits,total_number_of_households,hh_compost_percent,wfr_avg_recycling,wfr_avg_refuse,wfr_avg_bulk,pct_bach_deg,over65_rate,under18_rate,pct_white_nh,poverty_rate,pct_hh_rent_burd,mean_commute,unemployment,crime_per_1000,pop_density,numbldgs,unitstotal,asland_sqft,pct_clean_strts,pct_lot_area_open_space,pct_lot_area_public_facility_institution,pct_lot_area_res_1_2_family_bldg,pct_lot_area_res_multifamily_walkup,REFUSETONSCOLLECTED_pp,PAPERTONSCOLLECTED_pp,MGPTONSCOLLECTED_pp,RESORGANICSTONS_pp,paper_baskets_sqmi,mgp_baskets_sqmi,seasonal_wire_litter_basket_sqmi,highend_basket_sqmi,publicspacereceptacle_sqmi,wire_basket_sqmi,total_litter_baskets_sqmi,fs_open_sqmi,restaurant_sqmi,business_sqmi
10,BK01,2017,9,3,0.0005315368927046562,333.25,14.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,0.030847050259124237,0.003535875851470104,0.002498801153203954,0.0003206554080990045,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,195.73938066066492
11,BK01,2017,10,3,0.0005835350669909812,333.25,14.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,0.03122952571887476,0.0032539301953398085,0.0025559991449189117,0.0002871454735589284,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,195.73938066066492
12,BK01,2017,11,2,0.0002657684463523281,333.25,14.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,0.030639635319471004,0.0034376570778181566,0.002689461125587146,0.00034665449524216705,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,198.49031249697697
13,BK01,2017,12,2,0.0003293217704800587,333.25,14.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,0.029434433191012407,0.003830532172425946,0.0025242224828550463,0.0002565243264792036,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,175.84802738271625
14,BK01,2018,1,2,0.00027732359619373365,333.25,14.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,0.029948637358954953,0.003420902110548119,0.002745503602317963,0.00020683718216115966,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,179.23378964279263
15,BK01,2018,2,2,0.0003582096450835726,333.25,14.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,0.028084791689536235,0.0032429528029904726,0.0023612948700912277,0.00021261475708186245,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,182.83116204412377
16,BK01,2018,3,2,0.0003697647949249782,333.25,14.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,0.03311994823292871,0.0036884038293766575,0.002824078621239521,0.00021261475708186245,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,184.1008228916524
17,BK01,2018,4,3,0.0003986526695284921,333.25,14.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,0.028849164851545213,0.003390858720960464,0.002527689027807468,0.00020163736473252717,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,188.12141557549307
18,BK01,2018,5,3,0.0004333181190527088,333.25,14.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,0.032546235043302923,0.0036959146767735714,0.0028443001334619807,0.0003212331655910748,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,191.71878797682422
19,BK01,2018,6,3,0.0005719799171495756,333.25,14.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,0.030178007083306854,0.0033943252659128856,0.00265652894853914,0.0003426101927976751,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,197.85548207321264
20,BK01,2018,7,3,0.0006759762657222258,333.25,14.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,0.026140059971227675,0.002984117446542988,0.0025848870195224255,0.00029812286590826366,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,207.58954857093218
21,BK01,2018,8,3,0.0006239780914359007,333.25,14.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,0.02779244639854867,0.0035387646389304552,0.0028067458964774125,0.00035416534263908066,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,211.39853111351812
22,BK01,2018,9,3,0.0006990865654050369,333.25,14.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,0.030926203035537864,0.0038865746491567633,0.0025715985972048095,0.00034029916282939397,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,211.82175139602765
23,BK01,2018,10,3,0.00048531629333903385,333.25,14.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,0.03327883154324804,0.003727691338837437,0.002763414084572142,0.00029118977600342034,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,213.7262426673206
24,BK01,2018,11,2,0.0003639872200042754,333.25,14.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,0.031513204647481266,0.0038894634366171145,0.002840255831017489,0.0003830532172425946,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,215.63073393861356
25,BK01,2018,12,2,0.00034665449524216705,333.25,14.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,0.030558171513089098,0.003918351311220629,0.002607997319205237,0.0002952340784479123,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,200.81802405077946
26,BK01,2019,1,3,0.00041598539429060045,333.25,13.5,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,0.03172119734462656,0.003989993240237343,0.003058648163020054,0.0002923452909875609,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,201.87607475705332
27,BK01,2019,2,3,0.00048531629333903385,333.25,13.5,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,0.02756423218918091,0.0033301941842930846,0.0024496917663779805,0.00024150263168537636,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,196.79743136693878
28,BK01,2019,3,3,0.0004679835685769255,333.25,13.5,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,0.03126881322833554,0.0036993812217259925,0.0026103083491735178,0.00026114638641576584,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,197.2206516494483
29,BK01,2019,4,3,0.000589312641911684,333.25,13.5,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,0.033076038663531364,0.003543964456359088,0.0027091048803175354,0.0003143000756862315,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,197.64387193195788
30,BK01,2019,5,3,0.00045642841873551993,333.25,13.5,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,0.03203838620777315,0.004018881114840857,0.002965629206796739,0.0003576318875915023,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,199.7599733445056
31,BK01,2019,6,3,0.0004737611434976283,333.25,13.5,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,0.032234245997584975,0.0037259580663612252,0.0028061681389853423,0.0003339438304166209,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,200.81802405077946
32,BK01,2019,8,3,0.00045642841873551993,333.25,13.5,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16576,103063,13.85733176,86.4,5.19,5.33,5.25,16.9,0.02714535800742996,0.003596540388137483,0.0029095867300659222,0.00028541220108271756,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,197.4322617907031
33,BK01,2019,9,2,0.0003582096450835726,333.25,13.5,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16576,103063,13.85733176,86.4,5.19,5.33,5.25,16.9,0.03046399704188164,0.0038230213250290326,0.002716615727714449,0.00027501256622545253,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,199.54836320325083
34,BK01,2019,10,2,0.0003639872200042754,333.25,13.5,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16850,103135,14.10659809,86.4,5.19,5.33,5.25,16.9,0.03328460911816874,0.004018881114840857,0.0030852250076552866,0.0003564763726073618,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,201.45285447454378
35,BK01,2019,11,2,0.00030621147079724757,333.25,13.5,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16850,103135,14.10659809,86.4,5.19,5.33,5.25,16.9,0.03106082053119024,0.00352720948908905,0.0024525805538383317,0.000329899527972129,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,200.6064139095247
36,BK01,2019,12,2,0.0002599908714316253,333.25,13.5,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16850,103135,14.10659809,86.4,5.19,5.33,5.25,16.9,0.032654853451812134,0.0042892716211297465,0.0029552295719394743,0.0002796346261620147,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,189.81429670553126
37,BK01,2020,1,2,0.0003350993454007615,333.25,13.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16845,103021,14.11538594,86.4,5.19,5.33,5.25,16.9,0.030615947262296127,0.0041257662508738585,0.0031487783317830174,0.0003079447432734584,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,190.66073727055036
38,BK01,2020,2,2,0.0002542132965109225,333.25,13.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16845,103021,14.11538594,86.4,5.19,5.33,5.25,16.9,0.029266883518312026,0.0035000548869617465,0.0026091528341893773,0.000259413113939555,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,192.7768386830981
39,BK01,2020,3,1,0.00020221512222459744,333.25,13.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16461,103016,14.05350361,86.4,5.19,5.33,5.25,16.9,0.03279467076489314,0.003930484218554104,0.0031418452418781736,0.00029870062340033395,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,188.54463585800264
40,BK01,2020,4,2,0.00024843572159021974,333.25,13.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16461,103016,14.05350361,86.4,5.19,5.33,5.25,16.9,0.028485755389033005,0.004051235534396793,0.003660093712265214,0.0003304772854641993,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,183.67760260914287
41,BK01,2020,5,2,0.00034665449524216705,333.25,13.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16461,103016,14.05350361,86.4,5.19,5.33,5.25,16.9,0.030562793573025656,0.004300826770971152,0.0033914364784525344,1.0977392349335289e-05,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,184.31243303290717
42,BK01,2020,6,3,0.0003928750946077893,333.25,13.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16432,103115,14.06614492,86.4,5.19,5.33,5.25,16.9,0.0336936614225545,0.004219362964589243,0.003539342396422526,0.0,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,182.19633162035944
43,BK01,2020,7,3,0.00044487326889411437,333.25,13.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16432,103115,14.06614492,86.4,5.19,5.33,5.25,16.9,0.02974122241930172,0.004366691125067164,0.0038316876874100866,0.0,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,182.19633162035944
44,BK01,2020,8,3,0.0004968714431804395,333.25,13.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16432,103115,14.06614492,86.4,5.19,5.33,5.25,16.9,0.03033111281870548,0.004308337618368067,0.003400680598325659,0.0,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,181.7731113378499
45,BK01,2020,9,3,0.0004333181190527088,333.25,13.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16401,103479,14.0437863,86.4,5.19,5.33,5.25,16.9,0.035618749386132666,0.004836985723612371,0.0034515232576278433,0.0,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,179.65700992530216
46,BK01,2020,10,3,0.0004390956939734116,333.25,13.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16395,105081,14.1779716,86.4,5.19,5.33,5.25,16.9,0.0359758035162321,0.00508253265774224,0.003730580126297788,0.0,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,181.34989105534035
47,BK01,2020,11,2,0.00027154602127303087,333.25,13.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16384,105265,14.67765141,86.4,5.19,5.33,5.25,16.9,0.03282875845692529,0.003992304270205624,0.0029956725963843937,0.0,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,182.19633162035944
48,BK01,2020,12,2,0.00024265814666951692,333.25,13.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16384,105265,14.67765141,86.4,5.19,5.33,5.25,16.9,0.034602473957581044,0.005348878861586638,0.0038224435675369623,0.0,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,169.07650286256353
49,BK01,2021,1,2,0.000294656320955842,333.25,13.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16389,104333,14.74453781,86.4,5.19,5.33,5.25,16.9,0.03150049398265572,0.004780365489389484,0.0032677963751494947,0.0,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,169.71133328632786
50,BK01,2021,2,2,0.00027732359619373365,333.25,13.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16389,104333,14.74453781,86.4,5.19,5.33,5.25,16.9,0.02973428932939688,0.003914884766268206,0.002796924019112218,0.0,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,163.57463918993943
51,BK01,2021,3,3,0.0007684174644534703,333.25,13.0,92610,0.1052262174711154,1.0,3.0,3.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16389,104333,14.74453781,86.4,5.19,5.33,5.25,16.9,0.03535009215231998,0.00458623897205387,0.0032914844323243763,0.0,1.9044912712929558,1.9044912712929558,0.0,0.42322028250954574,0.21161014125477287,2.116101412547729,2.9625419775668203,1.2696608475286373,45.91940065228572,162.9398087661751
