,CD,Year,Month,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,fs_openhours,fs_open,trs_permits,paper_baskets,mgp_baskets,total_number_of_households,hh_compost_num,hh_compost_percent,shape_area,wfr_avg_recycling,wfr_avg_refuse,wfr_avg_bulk,bigbelly,seasonal_wire_litter_basket,highend_basket,publicspacereceptacle,wire_basket,total_litter_baskets,Count311,pct_bach_deg,over65_rate,under18_rate,pct_white_nh,poverty_rate,pct_hh_rent_burd,mean_commute,unemployment,crime_per_1000,pop_density,numbldgs,unitstotal,asland_sqft,pct_clean_strts,pct_lot_area_open_space,pct_lot_area_public_facility_institution,pct_lot_area_res_1_2_family_bldg,pct_lot_area_res_multifamily_walkup,restaurant,business
468,BK08,2021,8,2880.7,364.8,329.2,0.0,81.69999999999997,5.0,0.0,7.0,7.0,48712,0,0.0,0.00045126895200594153,1.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,4.0,126,45.1,11.6,18.8,27.4,21.1,41.8,41.2,4.6,9.4,58893.45324177352,8323,51371,14.34742111,83.5,5.29,9.95,18.84,31.79,4199,257
469,BK08,2021,9,2777.7,351.1,315.0,0.0,81.69999999999997,5.0,0.0,7.0,7.0,48712,0,0.0,0.00045126895200594153,1.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,4.0,91,45.1,11.6,18.8,27.4,21.1,41.8,41.2,4.6,9.4,58893.45324177352,8313,51395,14.30757378,83.5,5.29,9.95,18.84,31.79,4199,255
470,BK09,2016,11,3038.6,236.6,197.8,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,15,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,330
471,BK09,2016,12,3072.8,329.4,251.1,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,24,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,299
472,BK09,2017,1,2891.1,245.5,203.2,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,17,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,302
473,BK09,2017,2,2568.4,211.8,181.6,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,34,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,278
474,BK09,2017,3,2863.5,253.0,216.4,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,23,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,277
475,BK09,2017,4,2838.6,251.0,213.3,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,33,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,279
476,BK09,2017,5,3251.4,260.2,218.7,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,29,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,280
477,BK09,2017,6,3210.3,275.0,231.4,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,37,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,283
478,BK09,2017,7,3118.2,239.7,205.6,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,42,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,276
479,BK09,2017,8,3150.4,255.7,223.4,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,48,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,279
480,BK09,2017,9,3145.4,273.9,229.2,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,36,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,280
481,BK09,2017,10,3194.0,234.6,201.2,5.1,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,31,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,286
482,BK09,2017,11,3093.5,265.5,220.5,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,16,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,289
483,BK09,2017,12,2967.6,299.5,249.8,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,16,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,223
484,BK09,2018,1,2927.3,267.6,233.2,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,28,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,225
485,BK09,2018,2,2594.9,239.9,204.2,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,24,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,231
486,BK09,2018,3,2954.6,286.7,229.0,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,14,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,240
487,BK09,2018,4,2803.1,236.4,203.7,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,31,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,244
488,BK09,2018,5,3140.8,274.1,229.0,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,33,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,250
489,BK09,2018,6,3111.3,286.4,227.8,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,35,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,249
490,BK09,2018,7,2996.2,235.5,214.4,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,35,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,259
491,BK09,2018,8,3118.8,288.4,243.1,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,41,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,271
492,BK09,2018,9,3076.4,274.6,228.8,8.9,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,34,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,275
493,BK09,2018,10,3252.7,261.4,226.9,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,34,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,276
494,BK09,2018,11,3092.7,283.9,246.8,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,17,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,276
495,BK09,2018,12,3057.5,279.7,232.7,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,9,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8832,42699,12.60916829,98.7,1.71,19.59,32.61,15.47,4118,244
496,BK09,2019,1,3001.0,294.9,245.1,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,28,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8832,42699,12.60916829,98.7,1.71,19.59,32.61,15.47,4118,244
497,BK09,2019,2,2538.9,235.0,196.5,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,23,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8832,42699,12.60916829,98.7,1.71,19.59,32.61,15.47,4118,233
498,BK09,2019,3,2812.2,274.9,233.0,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,20,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8832,42699,12.60916829,98.7,1.71,19.59,32.61,15.47,4118,240
499,BK09,2019,4,3028.6,246.0,220.0,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,22,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8832,42699,12.60916829,98.7,1.71,19.59,32.61,15.47,4118,244
500,BK09,2019,5,3127.3,290.4,264.0,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,21,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8832,42699,12.60916829,98.7,1.71,19.59,32.61,15.47,4118,245
501,BK09,2019,6,3048.6,274.8,231.6,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,29,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8832,42699,12.60916829,98.7,1.71,19.59,32.61,15.47,4118,246
502,BK09,2019,7,3120.3,266.5,245.1,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,1,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8828,42705,12.46643856,98.7,1.71,19.59,32.61,15.47,4118,240
503,BK09,2019,8,3012.9,282.7,254.8,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,22,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8828,42705,12.46643856,98.7,1.71,19.59,32.61,15.47,4118,243
504,BK09,2019,9,2946.9,261.9,218.2,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,21,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8828,42705,12.46643856,98.7,1.71,19.59,32.61,15.47,4118,246
505,BK09,2019,10,3247.8,282.1,242.0,3.8,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,19,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8840,43388,12.75620957,98.7,1.71,19.59,32.61,15.47,4118,247
506,BK09,2019,11,2942.1,267.6,240.6,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,21,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8840,43388,12.75620957,98.7,1.71,19.59,32.61,15.47,4118,245
507,BK09,2019,12,3118.5,296.9,253.3,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,22,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8840,43388,12.75620957,98.7,1.71,19.59,32.61,15.47,4118,230
508,BK09,2020,1,2879.2,307.5,285.8,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,11,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8840,43384,12.75383874,98.7,1.71,19.59,32.61,15.47,4118,236
509,BK09,2020,2,2630.2,250.3,221.8,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,21,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8840,43384,12.75383874,98.7,1.71,19.59,32.61,15.47,4118,239
510,BK09,2020,3,2795.8,264.9,236.5,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,15,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8640,43384,12.74637726,98.7,1.71,19.59,32.61,15.47,4118,236
511,BK09,2020,4,2777.8,284.9,276.5,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,16,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8640,43384,12.74637726,98.7,1.71,19.59,32.61,15.47,4118,236
512,BK09,2020,5,3016.8,320.3,303.3,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,19,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8640,43384,12.74637726,98.7,1.71,19.59,32.61,15.47,4118,236
513,BK09,2020,6,3240.9,315.8,292.2,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,15,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8632,43389,12.751852900000001,98.7,1.71,19.59,32.61,15.47,4118,231
514,BK09,2020,7,3274.8,360.1,325.4,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,20,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8632,43389,12.751852900000001,98.7,1.71,19.59,32.61,15.47,4118,231
515,BK09,2020,8,3204.9,307.6,283.4,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,34,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8632,43389,12.751852900000001,98.7,1.71,19.59,32.61,15.47,4118,232
516,BK09,2020,9,3246.4,341.9,301.6,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,41,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8633,43381,12.75267219,98.7,1.71,19.59,32.61,15.47,4118,233
517,BK09,2020,10,3272.6,362.4,316.8,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,25,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8633,43386,12.75266809,98.7,1.71,19.59,32.61,15.47,4118,234
518,BK09,2020,11,3132.5,299.3,252.8,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,26,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8631,43396,12.70561005,98.7,1.71,19.59,32.61,15.47,4118,235
519,BK09,2020,12,3272.2,355.9,316.9,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,16,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8631,43396,12.70561005,98.7,1.71,19.59,32.61,15.47,4118,211
520,BK09,2021,1,2971.3,342.4,322.8,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,25,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8624,43296,12.73187744,98.7,1.71,19.59,32.61,15.47,4118,212
521,BK09,2021,2,2610.5,236.5,229.6,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,14,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8624,43296,12.73187744,98.7,1.71,19.59,32.61,15.47,4118,201
522,BK09,2021,3,3211.2,308.9,278.2,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,53,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8624,43296,12.73187744,98.7,1.71,19.59,32.61,15.47,4118,203
523,BK09,2021,4,2758.3,316.9,275.5,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,50,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8624,43296,12.73187744,98.7,1.71,19.59,32.61,15.47,4118,204
524,BK09,2021,5,3032.3,300.4,263.3,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,42,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8624,43296,12.73187744,98.7,1.71,19.59,32.61,15.47,4118,205
525,BK09,2021,6,3513.4,328.0,279.6,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,68,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8623,43254,12.70390982,98.7,1.71,19.59,32.61,15.47,4118,206
526,BK09,2021,7,3331.1,328.6,291.0,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,59,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8623,43254,12.70390982,98.7,1.71,19.59,32.61,15.47,4118,197
527,BK09,2021,8,3159.4,298.1,246.6,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,82,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8623,43254,12.70390982,98.7,1.71,19.59,32.61,15.47,4118,198
528,BK09,2021,9,3252.6,331.9,283.4,0.0,38.7,2.0,0.0,13.0,13.0,40967,0,0.0,0.0004529660151262453,1.0,3.0,3.0,0.0,0.0,4.0,1.0,11.0,16.0,56,31.4,13.4,21.6,22.9,20.8,48.5,42.8,5.4,8.4,60539.295324411425,8615,43422,12.69856884,98.7,1.71,19.59,32.61,15.47,4118,200
529,BK10,2016,11,3149.7,535.9,419.7,232.6,741.75,2.0,0.0,9.0,10.0,53630,0,0.0,0.0011009590418343926,1.0,2.0,1.0,0.0,1.0,10.0,0.0,10.0,21.0,27,38.3,15.7,20.1,49.5,17.6,44.4,44.4,4.0,5.2,31174.51108493013,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,750
530,BK10,2016,12,3205.3,684.6,487.5,146.4,741.75,2.0,0.0,9.0,10.0,53630,0,0.0,0.0011009590418343926,1.0,2.0,1.0,0.0,1.0,10.0,0.0,10.0,21.0,56,38.3,15.7,20.1,49.5,17.6,44.4,44.4,4.0,5.2,31174.51108493013,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,702
531,BK10,2017,1,3127.0,580.6,464.4,112.1,741.75,2.0,0.0,9.0,10.0,53630,0,0.0,0.0011009590418343926,1.0,2.0,1.0,0.0,1.0,10.0,0.0,10.0,21.0,31,38.3,15.7,20.1,49.5,17.6,44.4,44.4,4.0,5.2,31174.51108493013,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,704
532,BK10,2017,2,2597.7,439.8,382.0,92.6,741.75,2.0,0.0,9.0,10.0,53630,0,0.0,0.0011009590418343926,1.0,2.0,1.0,0.0,1.0,10.0,0.0,10.0,21.0,17,38.3,15.7,20.1,49.5,17.6,44.4,44.4,4.0,5.2,31174.51108493013,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,663
533,BK10,2017,3,2855.7,498.4,414.6,95.4,741.75,2.0,0.0,9.0,10.0,53630,0,0.0,0.0011009590418343926,1.0,2.0,1.0,0.0,1.0,10.0,0.0,10.0,21.0,23,38.3,15.7,20.1,49.5,17.6,44.4,44.4,4.0,5.2,31174.51108493013,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,663
534,BK10,2017,4,2931.1,499.6,428.8,128.0,741.75,2.0,0.0,9.0,10.0,53630,0,0.0,0.0011009590418343926,1.0,2.0,1.0,0.0,1.0,10.0,0.0,10.0,21.0,51,38.3,15.7,20.1,49.5,17.6,44.4,44.4,4.0,5.2,31174.51108493013,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,674
535,BK10,2017,5,3329.6,540.3,454.7,156.3,741.75,2.0,0.0,9.0,10.0,53630,0,0.0,0.0011009590418343926,1.0,2.0,1.0,0.0,1.0,10.0,0.0,10.0,21.0,53,38.3,15.7,20.1,49.5,17.6,44.4,44.4,4.0,5.2,31174.51108493013,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,681
536,BK10,2017,6,3497.9,556.3,460.4,155.1,741.75,2.0,0.0,9.0,10.0,53630,0,0.0,0.0011009590418343926,1.0,2.0,1.0,0.0,1.0,10.0,0.0,10.0,21.0,55,38.3,15.7,20.1,49.5,17.6,44.4,44.4,4.0,5.2,31174.51108493013,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,694
537,BK10,2017,7,3208.4,523.9,441.6,141.4,741.75,2.0,0.0,9.0,10.0,53630,0,0.0,0.0011009590418343926,1.0,2.0,1.0,0.0,1.0,10.0,0.0,10.0,21.0,66,38.3,15.7,20.1,49.5,17.6,44.4,44.4,4.0,5.2,31174.51108493013,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,679
538,BK10,2017,8,3165.5,521.0,431.9,130.7,741.75,2.0,0.0,9.0,10.0,53630,0,0.0,0.0011009590418343926,1.0,2.0,1.0,0.0,1.0,10.0,0.0,10.0,21.0,67,38.3,15.7,20.1,49.5,17.6,44.4,44.4,4.0,5.2,31174.51108493013,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,687
539,BK10,2017,9,3028.3,512.0,421.2,119.4,741.75,2.0,0.0,9.0,10.0,53630,0,0.0,0.0011009590418343926,1.0,2.0,1.0,0.0,1.0,10.0,0.0,10.0,21.0,54,38.3,15.7,20.1,49.5,17.6,44.4,44.4,4.0,5.2,31174.51108493013,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,697
540,BK10,2017,10,3077.1,501.2,420.5,134.0,741.75,2.0,0.0,9.0,10.0,53630,0,0.0,0.0011009590418343926,1.0,2.0,1.0,0.0,1.0,10.0,0.0,10.0,21.0,49,38.3,15.7,20.1,49.5,17.6,44.4,44.4,4.0,5.2,31174.51108493013,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,703
