,CD,Year,Month,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,fs_openhours,fs_open,trs_permits,paper_baskets,mgp_baskets,total_number_of_households,hh_compost_num,hh_compost_percent,shape_area,wfr_avg_recycling,wfr_avg_refuse,wfr_avg_bulk,bigbelly,seasonal_wire_litter_basket,highend_basket,publicspacereceptacle,wire_basket,total_litter_baskets,Count311,pct_bach_deg,over65_rate,under18_rate,pct_white_nh,poverty_rate,pct_hh_rent_burd,mean_commute,unemployment,crime_per_1000,pop_density,numbldgs,unitstotal,asland_sqft,pct_clean_strts,pct_lot_area_open_space,pct_lot_area_public_facility_institution,pct_lot_area_res_1_2_family_bldg,pct_lot_area_res_multifamily_walkup,restaurant,business
15,BK01,2018,2,4861.0,561.3,408.7,36.8,333.25,6.0,14.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,62,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,864
16,BK01,2018,3,5732.5,638.4,488.8,36.8,333.25,6.0,14.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,64,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,870
17,BK01,2018,4,4993.3,586.9,437.5,34.9,333.25,6.0,14.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,69,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,889
18,BK01,2018,5,5633.2,639.7,492.3,55.6,333.25,6.0,14.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,75,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,906
19,BK01,2018,6,5223.3,587.5,459.8,59.3,333.25,6.0,14.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,99,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,935
20,BK01,2018,7,4524.4,516.5,447.4,51.6,333.25,6.0,14.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,117,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,981
21,BK01,2018,8,4810.4,612.5,485.8,61.3,333.25,6.0,14.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,108,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,999
22,BK01,2018,9,5352.8,672.7,445.1,58.9,333.25,6.0,14.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,121,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,1001
23,BK01,2018,10,5760.0,645.2,478.3,50.4,333.25,6.0,14.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,84,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,1010
24,BK01,2018,11,5454.4,673.2,491.6,66.3,333.25,6.0,14.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,63,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,1019
25,BK01,2018,12,5289.1,678.2,451.4,51.1,333.25,6.0,14.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,60,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,217,949
26,BK01,2019,1,5490.4,690.6,529.4,50.6,333.25,6.0,13.5,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,72,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,217,954
27,BK01,2019,2,4770.9,576.4,424.0,41.8,333.25,6.0,13.5,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,84,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,217,930
28,BK01,2019,3,5412.1,640.3,451.8,45.2,333.25,6.0,13.5,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,81,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,217,932
29,BK01,2019,4,5724.9,613.4,468.9,54.4,333.25,6.0,13.5,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,102,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,217,934
30,BK01,2019,5,5545.3,695.6,513.3,61.9,333.25,6.0,13.5,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,79,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,217,944
31,BK01,2019,6,5579.2,644.9,485.7,57.8,333.25,6.0,13.5,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,82,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,217,949
32,BK01,2019,7,4735.6,565.3,483.0,55.8,333.25,6.0,13.5,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,1,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16576,103063,13.85733176,86.4,5.19,5.33,5.25,16.9,217,924
33,BK01,2019,8,4698.4,622.5,503.6,49.4,333.25,6.0,13.5,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,79,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16576,103063,13.85733176,86.4,5.19,5.33,5.25,16.9,217,933
34,BK01,2019,9,5272.8,661.7,470.2,47.6,333.25,6.0,13.5,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,62,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16576,103063,13.85733176,86.4,5.19,5.33,5.25,16.9,217,943
35,BK01,2019,10,5761.0,695.6,534.0,61.7,333.25,6.0,13.5,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,63,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16850,103135,14.10659809,86.4,5.19,5.33,5.25,16.9,217,952
36,BK01,2019,11,5376.1,610.5,424.5,57.1,333.25,6.0,13.5,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,53,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16850,103135,14.10659809,86.4,5.19,5.33,5.25,16.9,217,948
37,BK01,2019,12,5652.0,742.4,511.5,48.4,333.25,6.0,13.5,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,45,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16850,103135,14.10659809,86.4,5.19,5.33,5.25,16.9,217,897
38,BK01,2020,1,5299.1,714.1,545.0,53.3,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,58,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16845,103021,14.11538594,86.4,5.19,5.33,5.25,16.9,217,901
39,BK01,2020,2,5065.6,605.8,451.6,44.9,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,44,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16845,103021,14.11538594,86.4,5.19,5.33,5.25,16.9,217,911
40,BK01,2020,3,5676.2,680.3,543.8,51.7,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,35,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16461,103016,14.05350361,86.4,5.19,5.33,5.25,16.9,217,891
41,BK01,2020,4,4930.4,701.2,633.5,57.2,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,43,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16461,103016,14.05350361,86.4,5.19,5.33,5.25,16.9,217,868
42,BK01,2020,5,5289.9,744.4,587.0,1.9,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,60,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16461,103016,14.05350361,86.4,5.19,5.33,5.25,16.9,217,871
43,BK01,2020,6,5831.8,730.3,612.6,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,68,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16432,103115,14.06614492,86.4,5.19,5.33,5.25,16.9,217,861
44,BK01,2020,7,5147.7,755.8,663.2,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,77,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16432,103115,14.06614492,86.4,5.19,5.33,5.25,16.9,217,861
45,BK01,2020,8,5249.8,745.7,588.6,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,86,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16432,103115,14.06614492,86.4,5.19,5.33,5.25,16.9,217,859
46,BK01,2020,9,6165.0,837.2,597.4,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,75,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16401,103479,14.0437863,86.4,5.19,5.33,5.25,16.9,217,849
47,BK01,2020,10,6226.8,879.7,645.7,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,76,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16395,105081,14.1779716,86.4,5.19,5.33,5.25,16.9,217,857
48,BK01,2020,11,5682.1,691.0,518.5,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16384,105265,14.67765141,86.4,5.19,5.33,5.25,16.9,217,861
49,BK01,2020,12,5989.1,925.8,661.6,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,42,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16384,105265,14.67765141,86.4,5.19,5.33,5.25,16.9,217,799
50,BK01,2021,1,5452.2,827.4,565.6,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,51,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16389,104333,14.74453781,86.4,5.19,5.33,5.25,16.9,217,802
51,BK01,2021,2,5146.5,677.6,484.1,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,48,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16389,104333,14.74453781,86.4,5.19,5.33,5.25,16.9,217,773
52,BK01,2021,3,6118.5,793.8,569.7,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,133,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16389,104333,14.74453781,86.4,5.19,5.33,5.25,16.9,217,770
53,BK01,2021,4,5344.1,794.9,551.5,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,105,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16389,104333,14.74453781,86.4,5.19,5.33,5.25,16.9,217,759
54,BK01,2021,5,5807.5,775.4,539.0,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,125,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16389,104333,14.74453781,86.4,5.19,5.33,5.25,16.9,217,757
55,BK01,2021,6,5909.5,760.7,579.7,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,128,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16393,104567,14.70276805,86.4,5.19,5.33,5.25,16.9,217,758
56,BK01,2021,7,5117.6,719.4,563.3,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,130,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16393,104567,14.70276805,86.4,5.19,5.33,5.25,16.9,217,736
57,BK01,2021,8,5442.7,693.2,497.3,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,185,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16393,104567,14.70276805,86.4,5.19,5.33,5.25,16.9,217,740
58,BK01,2021,9,6071.4,805.5,557.8,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.10522621747111544,0.0013070536057517652,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,178,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16384,105404,14.60997343,86.4,5.19,5.33,5.25,16.9,217,736
59,BK02,2016,11,2429.0,501.3,346.4,0.0,51.6,3.0,0.0,60.0,115.0,70151,14585,0.20790865418882126,0.0006812466839713968,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,39,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,670
60,BK02,2016,12,2429.6,569.5,387.6,0.0,51.6,3.0,0.0,60.0,115.0,70151,14585,0.20790865418882126,0.0006812466839713968,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,32,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,629
61,BK02,2017,1,2362.8,498.5,360.5,0.0,51.6,3.0,0.0,60.0,115.0,70151,14585,0.20790865418882126,0.0006812466839713968,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,32,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,639
62,BK02,2017,2,2099.3,410.7,324.5,0.0,51.6,3.0,0.0,60.0,115.0,70151,14585,0.20790865418882126,0.0006812466839713968,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,28,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,615
63,BK02,2017,3,2297.4,470.0,363.0,0.0,51.6,3.0,0.0,60.0,115.0,70151,14585,0.20790865418882126,0.0006812466839713968,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,47,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,608
64,BK02,2017,4,2358.4,460.8,342.8,0.0,51.6,3.0,0.0,60.0,115.0,70151,14585,0.20790865418882126,0.0006812466839713968,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,49,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,620
65,BK02,2017,5,2648.0,500.9,380.0,0.0,51.6,3.0,0.0,60.0,115.0,70151,14585,0.20790865418882126,0.0006812466839713968,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,35,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,627
66,BK02,2017,6,2511.2,512.6,389.5,52.2,51.6,3.0,0.0,60.0,115.0,70151,14585,0.20790865418882126,0.0006812466839713968,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,51,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,639
67,BK02,2017,7,2290.6,453.2,345.4,51.0,51.6,3.0,0.0,60.0,115.0,70151,14585,0.20790865418882126,0.0006812466839713968,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,42,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,609
