month,community_district,numbldgs,unitstotal,asland_sqft,pct_clean_strts,pct_lot_area_open_space,pct_lot_area_public_facility_institution,pct_lot_area_res_1_2_family_bldg,pct_lot_area_res_multifamily_walkup,restaurant,business
2017-09-01,BK01,25111,97606,10.58201991,98.0,6.02,16.86,14.19,15.18,2577,1312
2017-09-01,BK02,12363,80837,12.6565547,99.1,20.68,3.54,10.44,7.65,1191,758
2017-09-01,BK03,19654,57898,17.82866676,100.0,1.93,6.63,43.21,18.58,1307,845
2017-09-01,BK04,15015,57551,12.43246676,98.3,2.66,6.89,27.05,27.85,863,771
2017-09-01,BK05,41856,71798,5.872876375,97.3,31.04,2.5,30.91,9.87,807,1116
2017-09-01,BK06,14646,59316,12.97364571,98.8,1.93,6.25,46.94,4.13,601,472
2017-09-01,BK07,49724,109482,6.943023407,99.4,13.24,7.07,42.47,7.9,1056,1262
2017-09-01,BK08,30521,63878,8.353599237,99.0,19.88,10.87,43.1,12.8,168,514
2017-09-01,BK09,29726,49766,7.044310148,97.9,4.51,4.51,55.94,10.36,348,953
2017-09-01,BK10,37478,42176,4.640498841,100.0,19.73,2.6,55.79,5.11,218,777
2017-09-01,BK11,39940,47723,8.682650752,100.0,19.93,4.95,54.85,10.78,448,472
2017-09-01,BK12,60174,86108,6.32463246,96.6,6.13,7.05,59.01,2.94,154,1264
2017-09-01,BK13,71203,65801,5.460406576,98.1,11.31,7.98,61.24,5.19,63,755
2017-09-01,BK14,21576,48176,4.736435445,93.8,18.39,5.12,41.66,4.15,120,286
2017-09-01,SI01,49963,75133,3.786582751,99.1,9.62,7.36,43.86,4.77,161,1062
2017-09-01,SI02,41093,54433,4.140635761,100.0,21.05,10.92,27.85,2.17,100,805
2017-09-01,SI03,53118,63552,3.42698642,100.0,17.96,4.6,40.9,1.3,92,783
2017-10-01,MN01,1760,55988,79.28216106,100.0,4.35,31.68,0.17,0.63,3295,653
2017-10-01,MN02,5375,72165,100.3247531,98.7,3.55,9.63,4.47,10.26,1271,949
2017-10-01,MN03,4708,94059,58.23680177,93.4,14.95,11.15,0.32,8.66,580,860
2017-10-01,MN04,3923,100090,105.4023865,100.0,2.81,11.75,0.88,7.68,964,984
2017-10-01,MN05,3190,95425,516.0668245,100.0,1.59,6.49,0.09,0.67,270,1856
2017-10-01,MN06,3119,113073,200.0855857,97.3,3.29,16.3,1.78,4.6,2028,868
2017-10-01,MN07,4779,136570,114.7340333,100.0,19.14,10.24,2.16,10.88,1143,860
2017-10-01,MN08,6086,159585,178.8084465,98.4,2.42,13.79,5.67,9.17,965,1241
2017-10-01,MN09,2634,48590,24.39158809,97.3,15.52,23.27,2.43,10.64,205,335
2017-10-01,MN10,4849,63635,25.0963106,91.9,6.3,14.53,4.14,20.61,952,442
2017-10-01,MN11,3314,60777,17.09021499,96.5,42.54,10.63,0.36,5.08,328,483
2017-10-01,MN12,2921,76778,16.92662418,92.1,41.45,9.19,0.5,9.47,267,745
2017-10-01,QN01,4386,41918,6.707589221,86.0,6.48,10.61,5.77,7.42,87,472
2017-10-01,QN02,3283,21902,5.496919864,81.3,2.67,5.76,4.16,6.01,376,346
2017-10-01,QN03,3713,36803,7.527634527,83.7,20.85,12.42,10.23,12.41,618,285
2017-10-01,QN04,3387,57385,9.660092483,89.2,15.89,12.24,4.44,12.29,21,613
2017-10-01,QN05,3505,53388,9.995915302,89.1,6.7,15.95,11.95,16.63,259,563
2017-10-01,QN06,4575,35928,6.5366628,77.6,24.81,18.5,8.14,12.64,142,444
2017-10-01,QN07,4149,54899,10.30762568,83.0,7.31,21.5,9.48,14.65,239,480
2017-10-01,QN08,5542,46626,6.242401917,100.0,8.55,18.36,26.62,4.32,124,306
2017-10-01,QN09,13742,67092,5.398121557,87.9,12.89,6.34,21.49,13.91,28,575
2017-10-01,QN10,20518,52136,4.469869393,100.0,19.86,11.12,33.07,6.72,327,523
2017-10-01,QN11,15417,54969,6.212755599,100.0,0.71,17.12,39.36,8.51,173,596
2017-10-01,QN12,24965,57877,4.759780051,76.9,21.02,6.2,36.12,11.4,509,603
2017-10-01,BX01,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,925
2017-10-01,BX02,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,621
2017-10-01,BX03,17291,75550,7.386303189,80.1,3.58,11.83,24.01,27.9,310,592
2017-10-01,BX04,11669,45929,6.324433451,88.4,15.64,8.36,19.96,30.0,296,573
2017-10-01,BX05,23842,80991,7.760995776,98.8,12.88,7.57,26.48,10.95,192,794
2017-10-01,BX06,14401,60480,10.19918621,100.0,5.73,5.08,13.75,21.2,116,605
2017-10-01,BX07,14707,46647,7.683347306,97.3,27.88,3.59,15.65,11.21,1393,785
2017-10-01,BX08,8429,50436,8.658653656,83.5,5.29,9.95,18.84,31.79,4199,377
2017-10-01,BX09,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,286
2017-10-01,BX10,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,703
2017-10-01,BX11,29624,74361,7.254458861,93.6,2.49,4.12,43.75,27.28,3827,1104
2017-10-01,BX12,25105,66549,9.396410191,98.9,5.81,7.06,39.34,21.96,1870,940
2017-10-01,BX13,8169,49603,8.753933296,100.0,25.05,7.49,13.61,7.44,1750,534
2017-10-01,BX14,17127,65900,9.960138777,90.0,3.52,8.41,47.17,9.79,2433,687
2017-10-01,BX15,30913,70473,7.826133684,99.0,3.81,8.83,51.53,8.31,420,866
2017-10-01,BX16,8704,38764,8.540645047,61.7,5.28,9.11,22.29,20.62,628,353
2017-10-01,BX17,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,626
2017-10-01,BX18,45221,69278,12.14469027,95.5,22.46,4.64,45.25,5.38,1111,765
2017-10-01,BK01,25111,97606,10.58201991,98.0,6.02,16.86,14.19,15.18,2577,1321
2017-10-01,BK02,12363,80837,12.6565547,99.1,20.68,3.54,10.44,7.65,1191,762
2017-10-01,BK03,19654,57898,17.82866676,100.0,1.93,6.63,43.21,18.58,1307,861
2017-10-01,BK04,15015,57551,12.43246676,98.3,2.66,6.89,27.05,27.85,863,776
2017-10-01,BK05,41856,71798,5.872876375,97.3,31.04,2.5,30.91,9.87,807,1122
2017-10-01,BK06,14646,59316,12.97364571,98.8,1.93,6.25,46.94,4.13,601,475
2017-10-01,BK07,49724,109482,6.943023407,99.4,13.24,7.07,42.47,7.9,1056,1281
2017-10-01,BK08,30521,63878,8.353599237,99.0,19.88,10.87,43.1,12.8,168,519
2017-10-01,BK09,29726,49766,7.044310148,97.9,4.51,4.51,55.94,10.36,348,959
2017-10-01,BK10,37478,42176,4.640498841,100.0,19.73,2.6,55.79,5.11,218,783
2017-10-01,BK11,39940,47723,8.682650752,100.0,19.93,4.95,54.85,10.78,448,480
2017-10-01,BK12,60174,86108,6.32463246,96.6,6.13,7.05,59.01,2.94,154,1275
2017-10-01,BK13,71203,65801,5.460406576,98.1,11.31,7.98,61.24,5.19,63,767
2017-10-01,BK14,21576,48176,4.736435445,93.8,18.39,5.12,41.66,4.15,120,290
2017-10-01,SI01,49963,75133,3.786582751,99.1,9.62,7.36,43.86,4.77,161,1076
2017-10-01,SI02,41093,54433,4.140635761,100.0,21.05,10.92,27.85,2.17,100,808
2017-10-01,SI03,53118,63552,3.42698642,100.0,17.96,4.6,40.9,1.3,92,791
2017-11-01,MN01,1760,55988,79.28216106,100.0,4.35,31.68,0.17,0.63,3295,661
2017-11-01,MN02,5375,72165,100.3247531,98.7,3.55,9.63,4.47,10.26,1271,961
2017-11-01,MN03,4708,94059,58.23680177,93.4,14.95,11.15,0.32,8.66,580,865
2017-11-01,MN04,3923,100090,105.4023865,100.0,2.81,11.75,0.88,7.68,964,987
2017-11-01,MN05,3190,95425,516.0668245,100.0,1.59,6.49,0.09,0.67,270,1866
2017-11-01,MN06,3119,113073,200.0855857,97.3,3.29,16.3,1.78,4.6,2028,883
2017-11-01,MN07,4779,136570,114.7340333,100.0,19.14,10.24,2.16,10.88,1143,864
2017-11-01,MN08,6086,159585,178.8084465,98.4,2.42,13.79,5.67,9.17,965,1250
2017-11-01,MN09,2634,48590,24.39158809,97.3,15.52,23.27,2.43,10.64,205,337
2017-11-01,MN10,4849,63635,25.0963106,91.9,6.3,14.53,4.14,20.61,952,447
2017-11-01,MN11,3314,60777,17.09021499,96.5,42.54,10.63,0.36,5.08,328,485
2017-11-01,MN12,2921,76778,16.92662418,92.1,41.45,9.19,0.5,9.47,267,754
2017-11-01,QN01,4386,41918,6.707589221,86.0,6.48,10.61,5.77,7.42,87,476
2017-11-01,QN02,3283,21902,5.496919864,81.3,2.67,5.76,4.16,6.01,376,349
2017-11-01,QN03,3713,36803,7.527634527,83.7,20.85,12.42,10.23,12.41,618,288
2017-11-01,QN04,3387,57385,9.660092483,89.2,15.89,12.24,4.44,12.29,21,621
2017-11-01,QN05,3505,53388,9.995915302,89.1,6.7,15.95,11.95,16.63,259,572
2017-11-01,QN06,4575,35928,6.5366628,77.6,24.81,18.5,8.14,12.64,142,445
2017-11-01,QN07,4149,54899,10.30762568,83.0,7.31,21.5,9.48,14.65,239,487
2017-11-01,QN08,5542,46626,6.242401917,100.0,8.55,18.36,26.62,4.32,124,310
2017-11-01,QN09,13742,67092,5.398121557,87.9,12.89,6.34,21.49,13.91,28,581
2017-11-01,QN10,20518,52136,4.469869393,100.0,19.86,11.12,33.07,6.72,327,526
2017-11-01,QN11,15417,54969,6.212755599,100.0,0.71,17.12,39.36,8.51,173,597
2017-11-01,QN12,24965,57877,4.759780051,76.9,21.02,6.2,36.12,11.4,509,606
2017-11-01,BX01,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,938
2017-11-01,BX02,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,626
2017-11-01,BX03,17291,75550,7.386303189,80.1,3.58,11.83,24.01,27.9,310,598
2017-11-01,BX04,11669,45929,6.324433451,88.4,15.64,8.36,19.96,30.0,296,578
2017-11-01,BX05,23842,80991,7.760995776,98.8,12.88,7.57,26.48,10.95,192,804
2017-11-01,BX06,14401,60480,10.19918621,100.0,5.73,5.08,13.75,21.2,116,609
2017-11-01,BX07,14707,46647,7.683347306,97.3,27.88,3.59,15.65,11.21,1393,792
2017-11-01,BX08,8429,50436,8.658653656,83.5,5.29,9.95,18.84,31.79,4199,382
2017-11-01,BX09,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,289
2017-11-01,BX10,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,708
2017-11-01,BX11,29624,74361,7.254458861,93.6,2.49,4.12,43.75,27.28,3827,1119
2017-11-01,BX12,25105,66549,9.396410191,98.9,5.81,7.06,39.34,21.96,1870,952
2017-11-01,BX13,8169,49603,8.753933296,100.0,25.05,7.49,13.61,7.44,1750,536
2017-11-01,BX14,17127,65900,9.960138777,90.0,3.52,8.41,47.17,9.79,2433,693
2017-11-01,BX15,30913,70473,7.826133684,99.0,3.81,8.83,51.53,8.31,420,875
2017-11-01,BX16,8704,38764,8.540645047,61.7,5.28,9.11,22.29,20.62,628,358
2017-11-01,BX17,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,635
2017-11-01,BX18,45221,69278,12.14469027,95.5,22.46,4.64,45.25,5.38,1111,777
2017-11-01,BK01,25111,97606,10.58201991,98.0,6.02,16.86,14.19,15.18,2577,1333
2017-11-01,BK02,12363,80837,12.6565547,99.1,20.68,3.54,10.44,7.65,1191,766
2017-11-01,BK03,19654,57898,17.82866676,100.0,1.93,6.63,43.21,18.58,1307,878
2017-11-01,BK04,15015,57551,12.43246676,98.3,2.66,6.89,27.05,27.85,863,788
2017-11-01,BK05,41856,71798,5.872876375,97.3,31.04,2.5,30.91,9.87,807,1141
2017-11-01,BK06,14646,59316,12.97364571,98.8,1.93,6.25,46.94,4.13,601,478
2017-11-01,BK07,49724,109482,6.943023407,99.4,13.24,7.07,42.47,7.9,1056,1299
2017-11-01,BK08,30521,63878,8.353599237,99.0,19.88,10.87,43.1,12.8,168,528
2017-11-01,BK09,29726,49766,7.044310148,97.9,4.51,4.51,55.94,10.36,348,972
2017-11-01,BK10,37478,42176,4.640498841,100.0,19.73,2.6,55.79,5.11,218,793
2017-11-01,BK11,39940,47723,8.682650752,100.0,19.93,4.95,54.85,10.78,448,488
2017-11-01,BK12,60174,86108,6.32463246,96.6,6.13,7.05,59.01,2.94,154,1291
2017-11-01,BK13,71203,65801,5.460406576,98.1,11.31,7.98,61.24,5.19,63,777
2017-11-01,BK14,21576,48176,4.736435445,93.8,18.39,5.12,41.66,4.15,120,290
2017-11-01,SI01,49963,75133,3.786582751,99.1,9.62,7.36,43.86,4.77,161,1089
2017-11-01,SI02,41093,54433,4.140635761,100.0,21.05,10.92,27.85,2.17,100,813
2017-11-01,SI03,53118,63552,3.42698642,100.0,17.96,4.6,40.9,1.3,92,798
2017-12-01,MN01,1760,55988,79.28216106,100.0,4.35,31.68,0.17,0.63,3295,606
2017-12-01,MN02,5375,72165,100.3247531,98.7,3.55,9.63,4.47,10.26,1271,836
2017-12-01,MN03,4708,94059,58.23680177,93.4,14.95,11.15,0.32,8.66,580,733
2017-12-01,MN04,3923,100090,105.4023865,100.0,2.81,11.75,0.88,7.68,964,887
2017-12-01,MN05,3190,95425,516.0668245,100.0,1.59,6.49,0.09,0.67,270,1790
2017-12-01,MN06,3119,113073,200.0855857,97.3,3.29,16.3,1.78,4.6,2028,723
2017-12-01,MN07,4779,136570,114.7340333,100.0,19.14,10.24,2.16,10.88,1143,698
2017-12-01,MN08,6086,159585,178.8084465,98.4,2.42,13.79,5.67,9.17,965,976
2017-12-01,MN09,2634,48590,24.39158809,97.3,15.52,23.27,2.43,10.64,205,288
2017-12-01,MN10,4849,63635,25.0963106,91.9,6.3,14.53,4.14,20.61,952,375
2017-12-01,MN11,3314,60777,17.09021499,96.5,42.54,10.63,0.36,5.08,328,403
2017-12-01,MN12,2921,76778,16.92662418,92.1,41.45,9.19,0.5,9.47,267,652
2017-12-01,QN01,4386,41918,6.707589221,86.0,6.48,10.61,5.77,7.42,87,423
2017-12-01,QN02,3283,21902,5.496919864,81.3,2.67,5.76,4.16,6.01,376,318
2017-12-01,QN03,3713,36803,7.527634527,83.7,20.85,12.42,10.23,12.41,618,253
2017-12-01,QN04,3387,57385,9.660092483,89.2,15.89,12.24,4.44,12.29,21,553
2017-12-01,QN05,3505,53388,9.995915302,89.1,6.7,15.95,11.95,16.63,259,506
2017-12-01,QN06,4575,35928,6.5366628,77.6,24.81,18.5,8.14,12.64,142,392
2017-12-01,QN07,4149,54899,10.30762568,83.0,7.31,21.5,9.48,14.65,239,426
2017-12-01,QN08,5542,46626,6.242401917,100.0,8.55,18.36,26.62,4.32,124,270
2017-12-01,QN09,13742,67092,5.398121557,87.9,12.89,6.34,21.49,13.91,28,495
2017-12-01,QN10,20518,52136,4.469869393,100.0,19.86,11.12,33.07,6.72,327,480
2017-12-01,QN11,15417,54969,6.212755599,100.0,0.71,17.12,39.36,8.51,173,533
2017-12-01,QN12,24965,57877,4.759780051,76.9,21.02,6.2,36.12,11.4,509,557
2017-12-01,BX01,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,831
2017-12-01,BX02,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,553
2017-12-01,BX03,17291,75550,7.386303189,80.1,3.58,11.83,24.01,27.9,310,494
2017-12-01,BX04,11669,45929,6.324433451,88.4,15.64,8.36,19.96,30.0,296,485
2017-12-01,BX05,23842,80991,7.760995776,98.8,12.88,7.57,26.48,10.95,192,694
2017-12-01,BX06,14401,60480,10.19918621,100.0,5.73,5.08,13.75,21.2,116,507
2017-12-01,BX07,14707,46647,7.683347306,97.3,27.88,3.59,15.65,11.21,1393,699
2017-12-01,BX08,8429,50436,8.658653656,83.5,5.29,9.95,18.84,31.79,4199,304
2017-12-01,BX09,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,223
2017-12-01,BX10,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,600
2017-12-01,BX11,29624,74361,7.254458861,93.6,2.49,4.12,43.75,27.28,3827,986
2017-12-01,BX12,25105,66549,9.396410191,98.9,5.81,7.06,39.34,21.96,1870,864
2017-12-01,BX13,8169,49603,8.753933296,100.0,25.05,7.49,13.61,7.44,1750,507
2017-12-01,BX14,17127,65900,9.960138777,90.0,3.52,8.41,47.17,9.79,2433,616
2017-12-01,BX15,30913,70473,7.826133684,99.0,3.81,8.83,51.53,8.31,420,783
2017-12-01,BX16,8704,38764,8.540645047,61.7,5.28,9.11,22.29,20.62,628,296
2017-12-01,BX17,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,536
2017-12-01,BX18,45221,69278,12.14469027,95.5,22.46,4.64,45.25,5.38,1111,688
2017-12-01,BK01,25111,97606,10.58201991,98.0,6.02,16.86,14.19,15.18,2577,1149
2017-12-01,BK02,12363,80837,12.6565547,99.1,20.68,3.54,10.44,7.65,1191,655
2017-12-01,BK03,19654,57898,17.82866676,100.0,1.93,6.63,43.21,18.58,1307,787
2017-12-01,BK04,15015,57551,12.43246676,98.3,2.66,6.89,27.05,27.85,863,679
2017-12-01,BK05,41856,71798,5.872876375,97.3,31.04,2.5,30.91,9.87,807,1009
2017-12-01,BK06,14646,59316,12.97364571,98.8,1.93,6.25,46.94,4.13,601,421
2017-12-01,BK07,49724,109482,6.943023407,99.4,13.24,7.07,42.47,7.9,1056,1202
2017-12-01,BK08,30521,63878,8.353599237,99.0,19.88,10.87,43.1,12.8,168,470
2017-12-01,BK09,29726,49766,7.044310148,97.9,4.51,4.51,55.94,10.36,348,865
2017-12-01,BK10,37478,42176,4.640498841,100.0,19.73,2.6,55.79,5.11,218,722
2017-12-01,BK11,39940,47723,8.682650752,100.0,19.93,4.95,54.85,10.78,448,438
2017-12-01,BK12,60174,86108,6.32463246,96.6,6.13,7.05,59.01,2.94,154,1171
2017-12-01,BK13,71203,65801,5.460406576,98.1,11.31,7.98,61.24,5.19,63,691
2017-12-01,BK14,21576,48176,4.736435445,93.8,18.39,5.12,41.66,4.15,120,258
2017-12-01,SI01,49963,75133,3.786582751,99.1,9.62,7.36,43.86,4.77,161,995
2017-12-01,SI02,41093,54433,4.140635761,100.0,21.05,10.92,27.85,2.17,100,755
2017-12-01,SI03,53118,63552,3.42698642,100.0,17.96,4.6,40.9,1.3,92,749
2018-01-01,MN01,1760,55988,79.28216106,100.0,4.35,31.68,0.17,0.63,3295,611
2018-01-01,MN02,5375,72165,100.3247531,98.7,3.55,9.63,4.47,10.26,1271,853
2018-01-01,MN03,4708,94059,58.23680177,93.4,14.95,11.15,0.32,8.66,580,744
2018-01-01,MN04,3923,100090,105.4023865,100.0,2.81,11.75,0.88,7.68,964,903
2018-01-01,MN05,3190,95425,516.0668245,100.0,1.59,6.49,0.09,0.67,270,1809
2018-01-01,MN06,3119,113073,200.0855857,97.3,3.29,16.3,1.78,4.6,2028,746
2018-01-01,MN07,4779,136570,114.7340333,100.0,19.14,10.24,2.16,10.88,1143,721
2018-01-01,MN08,6086,159585,178.8084465,98.4,2.42,13.79,5.67,9.17,965,1009
2018-01-01,MN09,2634,48590,24.39158809,97.3,15.52,23.27,2.43,10.64,205,293
2018-01-01,MN10,4849,63635,25.0963106,91.9,6.3,14.53,4.14,20.61,952,380
2018-01-01,MN11,3314,60777,17.09021499,96.5,42.54,10.63,0.36,5.08,328,410
2018-01-01,MN12,2921,76778,16.92662418,92.1,41.45,9.19,0.5,9.47,267,664
2018-01-01,QN01,4386,41918,6.707589221,86.0,6.48,10.61,5.77,7.42,87,428
2018-01-01,QN02,3283,21902,5.496919864,81.3,2.67,5.76,4.16,6.01,376,320
2018-01-01,QN03,3713,36803,7.527634527,83.7,20.85,12.42,10.23,12.41,618,257
2018-01-01,QN04,3387,57385,9.660092483,89.2,15.89,12.24,4.44,12.29,21,563
2018-01-01,QN05,3505,53388,9.995915302,89.1,6.7,15.95,11.95,16.63,259,521
2018-01-01,QN06,4575,35928,6.5366628,77.6,24.81,18.5,8.14,12.64,142,399
2018-01-01,QN07,4149,54899,10.30762568,83.0,7.31,21.5,9.48,14.65,239,432
2018-01-01,QN08,5542,46626,6.242401917,100.0,8.55,18.36,26.62,4.32,124,278
2018-01-01,QN09,13742,67092,5.398121557,87.9,12.89,6.34,21.49,13.91,28,507
2018-01-01,QN10,20518,52136,4.469869393,100.0,19.86,11.12,33.07,6.72,327,487
2018-01-01,QN11,15417,54969,6.212755599,100.0,0.71,17.12,39.36,8.51,173,541
2018-01-01,QN12,24965,57877,4.759780051,76.9,21.02,6.2,36.12,11.4,509,569
2018-01-01,BX01,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,847
2018-01-01,BX02,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,561
2018-01-01,BX03,17291,75550,7.386303189,80.1,3.58,11.83,24.01,27.9,310,505
2018-01-01,BX04,11669,45929,6.324433451,88.4,15.64,8.36,19.96,30.0,296,495
2018-01-01,BX05,23842,80991,7.760995776,98.8,12.88,7.57,26.48,10.95,192,714
2018-01-01,BX06,14401,60480,10.19918621,100.0,5.73,5.08,13.75,21.2,116,515
2018-01-01,BX07,14707,46647,7.683347306,97.3,27.88,3.59,15.65,11.21,1393,713
2018-01-01,BX08,8429,50436,8.658653656,83.5,5.29,9.95,18.84,31.79,4199,309
2018-01-01,BX09,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,225
2018-01-01,BX10,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,612
2018-01-01,BX11,29624,74361,7.254458861,93.6,2.49,4.12,43.75,27.28,3827,997
2018-01-01,BX12,25105,66549,9.396410191,98.9,5.81,7.06,39.34,21.96,1870,878
2018-01-01,BX13,8169,49603,8.753933296,100.0,25.05,7.49,13.61,7.44,1750,513
2018-01-01,BX14,17127,65900,9.960138777,90.0,3.52,8.41,47.17,9.79,2433,629
2018-01-01,BX15,30913,70473,7.826133684,99.0,3.81,8.83,51.53,8.31,420,800
2018-01-01,BX16,8704,38764,8.540645047,61.7,5.28,9.11,22.29,20.62,628,300
2018-01-01,BX17,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,541
2018-01-01,BX18,45221,69278,12.14469027,95.5,22.46,4.64,45.25,5.38,1111,701
2018-01-01,BK01,25111,97606,10.58201991,98.0,6.02,16.86,14.19,15.18,2577,1165
2018-01-01,BK02,12363,80837,12.6565547,99.1,20.68,3.54,10.44,7.65,1191,672
2018-01-01,BK03,19654,57898,17.82866676,100.0,1.93,6.63,43.21,18.58,1307,805
2018-01-01,BK04,15015,57551,12.43246676,98.3,2.66,6.89,27.05,27.85,863,686
2018-01-01,BK05,41856,71798,5.872876375,97.3,31.04,2.5,30.91,9.87,807,1028
2018-01-01,BK06,14646,59316,12.97364571,98.8,1.93,6.25,46.94,4.13,601,437
2018-01-01,BK07,49724,109482,6.943023407,99.4,13.24,7.07,42.47,7.9,1056,1215
2018-01-01,BK08,30521,63878,8.353599237,99.0,19.88,10.87,43.1,12.8,168,475
2018-01-01,BK09,29726,49766,7.044310148,97.9,4.51,4.51,55.94,10.36,348,880
2018-01-01,BK10,37478,42176,4.640498841,100.0,19.73,2.6,55.79,5.11,218,729
2018-01-01,BK11,39940,47723,8.682650752,100.0,19.93,4.95,54.85,10.78,448,442
2018-01-01,BK12,60174,86108,6.32463246,96.6,6.13,7.05,59.01,2.94,154,1192
2018-01-01,BK13,71203,65801,5.460406576,98.1,11.31,7.98,61.24,5.19,63,705
2018-01-01,BK14,21576,48176,4.736435445,93.8,18.39,5.12,41.66,4.15,120,260
2018-01-01,SI01,49963,75133,3.786582751,99.1,9.62,7.36,43.86,4.77,161,1010
2018-01-01,SI02,41093,54433,4.140635761,100.0,21.05,10.92,27.85,2.17,100,770
2018-01-01,SI03,53118,63552,3.42698642,100.0,17.96,4.6,40.9,1.3,92,758
2018-02-01,MN01,1760,55988,79.28216106,100.0,4.35,31.68,0.17,0.63,3295,616
2018-02-01,MN02,5375,72165,100.3247531,98.7,3.55,9.63,4.47,10.26,1271,866
2018-02-01,MN03,4708,94059,58.23680177,93.4,14.95,11.15,0.32,8.66,580,761
2018-02-01,MN04,3923,100090,105.4023865,100.0,2.81,11.75,0.88,7.68,964,914
2018-02-01,MN05,3190,95425,516.0668245,100.0,1.59,6.49,0.09,0.67,270,1824
2018-02-01,MN06,3119,113073,200.0855857,97.3,3.29,16.3,1.78,4.6,2028,760
2018-02-01,MN07,4779,136570,114.7340333,100.0,19.14,10.24,2.16,10.88,1143,741
2018-02-01,MN08,6086,159585,178.8084465,98.4,2.42,13.79,5.67,9.17,965,1027
2018-02-01,MN09,2634,48590,24.39158809,97.3,15.52,23.27,2.43,10.64,205,299
2018-02-01,MN10,4849,63635,25.0963106,91.9,6.3,14.53,4.14,20.61,952,389
2018-02-01,MN11,3314,60777,17.09021499,96.5,42.54,10.63,0.36,5.08,328,420
2018-02-01,MN12,2921,76778,16.92662418,92.1,41.45,9.19,0.5,9.47,267,679
2018-02-01,QN01,4386,41918,6.707589221,86.0,6.48,10.61,5.77,7.42,87,434
2018-02-01,QN02,3283,21902,5.496919864,81.3,2.67,5.76,4.16,6.01,376,325
2018-02-01,QN03,3713,36803,7.527634527,83.7,20.85,12.42,10.23,12.41,618,258
2018-02-01,QN04,3387,57385,9.660092483,89.2,15.89,12.24,4.44,12.29,21,573
2018-02-01,QN05,3505,53388,9.995915302,89.1,6.7,15.95,11.95,16.63,259,529
2018-02-01,QN06,4575,35928,6.5366628,77.6,24.81,18.5,8.14,12.64,142,408
2018-02-01,QN07,4149,54899,10.30762568,83.0,7.31,21.5,9.48,14.65,239,440
2018-02-01,QN08,5542,46626,6.242401917,100.0,8.55,18.36,26.62,4.32,124,281
2018-02-01,QN09,13742,67092,5.398121557,87.9,12.89,6.34,21.49,13.91,28,520
2018-02-01,QN10,20518,52136,4.469869393,100.0,19.86,11.12,33.07,6.72,327,495
2018-02-01,QN11,15417,54969,6.212755599,100.0,0.71,17.12,39.36,8.51,173,554
2018-02-01,QN12,24965,57877,4.759780051,76.9,21.02,6.2,36.12,11.4,509,578
2018-02-01,BX01,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,864
2018-02-01,BX02,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,567
2018-02-01,BX03,17291,75550,7.386303189,80.1,3.58,11.83,24.01,27.9,310,514
2018-02-01,BX04,11669,45929,6.324433451,88.4,15.64,8.36,19.96,30.0,296,501
2018-02-01,BX05,23842,80991,7.760995776,98.8,12.88,7.57,26.48,10.95,192,732
2018-02-01,BX06,14401,60480,10.19918621,100.0,5.73,5.08,13.75,21.2,116,521
2018-02-01,BX07,14707,46647,7.683347306,97.3,27.88,3.59,15.65,11.21,1393,722
2018-02-01,BX08,8429,50436,8.658653656,83.5,5.29,9.95,18.84,31.79,4199,319
2018-02-01,BX09,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,231
2018-02-01,BX10,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,617
2018-02-01,BX11,29624,74361,7.254458861,93.6,2.49,4.12,43.75,27.28,3827,1006
2018-02-01,BX12,25105,66549,9.396410191,98.9,5.81,7.06,39.34,21.96,1870,886
2018-02-01,BX13,8169,49603,8.753933296,100.0,25.05,7.49,13.61,7.44,1750,518
2018-02-01,BX14,17127,65900,9.960138777,90.0,3.52,8.41,47.17,9.79,2433,639
2018-02-01,BX15,30913,70473,7.826133684,99.0,3.81,8.83,51.53,8.31,420,807
2018-02-01,BX16,8704,38764,8.540645047,61.7,5.28,9.11,22.29,20.62,628,304
