month,community_district,numbldgs,unitstotal,asland_sqft,pct_clean_strts,pct_lot_area_open_space,pct_lot_area_public_facility_institution,pct_lot_area_res_1_2_family_bldg,pct_lot_area_res_multifamily_walkup,restaurant,business
2016-11-01,BX07,14707,46647,7.683347306,97.3,27.88,3.59,15.65,11.21,1393,845
2016-11-01,BX08,8429,50436,8.658653656,83.5,5.29,9.95,18.84,31.79,4199,405
2016-11-01,BX09,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,330
2016-11-01,BX10,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,750
2016-11-01,BX11,29624,74361,7.254458861,93.6,2.49,4.12,43.75,27.28,3827,1141
2016-11-01,BX12,25105,66549,9.396410191,98.9,5.81,7.06,39.34,21.96,1870,989
2016-11-01,BX13,8169,49603,8.753933296,100.0,25.05,7.49,13.61,7.44,1750,548
2016-11-01,BX14,17127,65900,9.960138777,90.0,3.52,8.41,47.17,9.79,2433,757
2016-11-01,BX15,30913,70473,7.826133684,99.0,3.81,8.83,51.53,8.31,420,892
2016-11-01,BX16,8704,38764,8.540645047,61.7,5.28,9.11,22.29,20.62,628,410
2016-11-01,BX17,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,730
2016-11-01,BX18,45221,69278,12.14469027,95.5,22.46,4.64,45.25,5.38,1111,817
2016-11-01,BK01,25111,97606,10.58201991,98.0,6.02,16.86,14.19,15.18,2577,1408
2016-11-01,BK02,12363,80837,12.6565547,99.1,20.68,3.54,10.44,7.65,1191,796
2016-11-01,BK03,19654,57898,17.82866676,100.0,1.93,6.63,43.21,18.58,1307,912
2016-11-01,BK04,15015,57551,12.43246676,98.3,2.66,6.89,27.05,27.85,863,795
2016-11-01,BK05,41856,71798,5.872876375,97.3,31.04,2.5,30.91,9.87,807,1217
2016-11-01,BK06,14646,59316,12.97364571,98.8,1.93,6.25,46.94,4.13,601,515
2016-11-01,BK07,49724,109482,6.943023407,99.4,13.24,7.07,42.47,7.9,1056,1381
2016-11-01,BK08,30521,63878,8.353599237,99.0,19.88,10.87,43.1,12.8,168,563
2016-11-01,BK09,29726,49766,7.044310148,97.9,4.51,4.51,55.94,10.36,348,1031
2016-11-01,BK10,37478,42176,4.640498841,100.0,19.73,2.6,55.79,5.11,218,830
2016-11-01,BK11,39940,47723,8.682650752,100.0,19.93,4.95,54.85,10.78,448,518
2016-11-01,BK12,60174,86108,6.32463246,96.6,6.13,7.05,59.01,2.94,154,1366
2016-11-01,BK13,71203,65801,5.460406576,98.1,11.31,7.98,61.24,5.19,63,806
2016-11-01,BK14,21576,48176,4.736435445,93.8,18.39,5.12,41.66,4.15,120,312
2016-11-01,SI01,49963,75133,3.786582751,99.1,9.62,7.36,43.86,4.77,161,1177
2016-11-01,SI02,41093,54433,4.140635761,100.0,21.05,10.92,27.85,2.17,100,848
2016-11-01,SI03,53118,63552,3.42698642,100.0,17.96,4.6,40.9,1.3,92,835
2016-12-01,MN01,1760,55988,79.28216106,100.0,4.35,31.68,0.17,0.63,3295,651
2016-12-01,MN02,5375,72165,100.3247531,98.7,3.55,9.63,4.47,10.26,1271,970
2016-12-01,MN03,4708,94059,58.23680177,93.4,14.95,11.15,0.32,8.66,580,865
2016-12-01,MN04,3923,100090,105.4023865,100.0,2.81,11.75,0.88,7.68,964,972
2016-12-01,MN05,3190,95425,516.0668245,100.0,1.59,6.49,0.09,0.67,270,1957
2016-12-01,MN06,3119,113073,200.0855857,97.3,3.29,16.3,1.78,4.6,2028,875
2016-12-01,MN07,4779,136570,114.7340333,100.0,19.14,10.24,2.16,10.88,1143,837
2016-12-01,MN08,6086,159585,178.8084465,98.4,2.42,13.79,5.67,9.17,965,1273
2016-12-01,MN09,2634,48590,24.39158809,97.3,15.52,23.27,2.43,10.64,205,326
2016-12-01,MN10,4849,63635,25.0963106,91.9,6.3,14.53,4.14,20.61,952,428
2016-12-01,MN11,3314,60777,17.09021499,96.5,42.54,10.63,0.36,5.08,328,473
2016-12-01,MN12,2921,76778,16.92662418,92.1,41.45,9.19,0.5,9.47,267,709
2016-12-01,QN01,4386,41918,6.707589221,86.0,6.48,10.61,5.77,7.42,87,445
2016-12-01,QN02,3283,21902,5.496919864,81.3,2.67,5.76,4.16,6.01,376,351
2016-12-01,QN03,3713,36803,7.527634527,83.7,20.85,12.42,10.23,12.41,618,259
2016-12-01,QN04,3387,57385,9.660092483,89.2,15.89,12.24,4.44,12.29,21,590
2016-12-01,QN05,3505,53388,9.995915302,89.1,6.7,15.95,11.95,16.63,259,521
2016-12-01,QN06,4575,35928,6.5366628,77.6,24.81,18.5,8.14,12.64,142,428
2016-12-01,QN07,4149,54899,10.30762568,83.0,7.31,21.5,9.48,14.65,239,474
2016-12-01,QN08,5542,46626,6.242401917,100.0,8.55,18.36,26.62,4.32,124,289
2016-12-01,QN09,13742,67092,5.398121557,87.9,12.89,6.34,21.49,13.91,28,569
2016-12-01,QN10,20518,52136,4.469869393,100.0,19.86,11.12,33.07,6.72,327,510
2016-12-01,QN11,15417,54969,6.212755599,100.0,0.71,17.12,39.36,8.51,173,578
2016-12-01,QN12,24965,57877,4.759780051,76.9,21.02,6.2,36.12,11.4,509,622
2016-12-01,BX01,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,915
2016-12-01,BX02,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,629
2016-12-01,BX03,17291,75550,7.386303189,80.1,3.58,11.83,24.01,27.9,310,577
2016-12-01,BX04,11669,45929,6.324433451,88.4,15.64,8.36,19.96,30.0,296,526
2016-12-01,BX05,23842,80991,7.760995776,98.8,12.88,7.57,26.48,10.95,192,787
2016-12-01,BX06,14401,60480,10.19918621,100.0,5.73,5.08,13.75,21.2,116,611
2016-12-01,BX07,14707,46647,7.683347306,97.3,27.88,3.59,15.65,11.21,1393,779
2016-12-01,BX08,8429,50436,8.658653656,83.5,5.29,9.95,18.84,31.79,4199,360
2016-12-01,BX09,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,299
2016-12-01,BX10,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,702
2016-12-01,BX11,29624,74361,7.254458861,93.6,2.49,4.12,43.75,27.28,3827,1077
2016-12-01,BX12,25105,66549,9.396410191,98.9,5.81,7.06,39.34,21.96,1870,949
2016-12-01,BX13,8169,49603,8.753933296,100.0,25.05,7.49,13.61,7.44,1750,520
2016-12-01,BX14,17127,65900,9.960138777,90.0,3.52,8.41,47.17,9.79,2433,691
2016-12-01,BX15,30913,70473,7.826133684,99.0,3.81,8.83,51.53,8.31,420,851
2016-12-01,BX16,8704,38764,8.540645047,61.7,5.28,9.11,22.29,20.62,628,355
2016-12-01,BX17,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,646
2016-12-01,BX18,45221,69278,12.14469027,95.5,22.46,4.64,45.25,5.38,1111,773
2016-12-01,BK01,25111,97606,10.58201991,98.0,6.02,16.86,14.19,15.18,2577,1332
2016-12-01,BK02,12363,80837,12.6565547,99.1,20.68,3.54,10.44,7.65,1191,761
2016-12-01,BK03,19654,57898,17.82866676,100.0,1.93,6.63,43.21,18.58,1307,844
2016-12-01,BK04,15015,57551,12.43246676,98.3,2.66,6.89,27.05,27.85,863,747
2016-12-01,BK05,41856,71798,5.872876375,97.3,31.04,2.5,30.91,9.87,807,1139
2016-12-01,BK06,14646,59316,12.97364571,98.8,1.93,6.25,46.94,4.13,601,491
2016-12-01,BK07,49724,109482,6.943023407,99.4,13.24,7.07,42.47,7.9,1056,1339
2016-12-01,BK08,30521,63878,8.353599237,99.0,19.88,10.87,43.1,12.8,168,530
2016-12-01,BK09,29726,49766,7.044310148,97.9,4.51,4.51,55.94,10.36,348,968
2016-12-01,BK10,37478,42176,4.640498841,100.0,19.73,2.6,55.79,5.11,218,784
2016-12-01,BK11,39940,47723,8.682650752,100.0,19.93,4.95,54.85,10.78,448,502
2016-12-01,BK12,60174,86108,6.32463246,96.6,6.13,7.05,59.01,2.94,154,1265
2016-12-01,BK13,71203,65801,5.460406576,98.1,11.31,7.98,61.24,5.19,63,765
2016-12-01,BK14,21576,48176,4.736435445,93.8,18.39,5.12,41.66,4.15,120,280
2016-12-01,SI01,49963,75133,3.786582751,99.1,9.62,7.36,43.86,4.77,161,1117
2016-12-01,SI02,41093,54433,4.140635761,100.0,21.05,10.92,27.85,2.17,100,823
2016-12-01,SI03,53118,63552,3.42698642,100.0,17.96,4.6,40.9,1.3,92,823
2017-01-01,MN01,1760,55988,79.28216106,100.0,4.35,31.68,0.17,0.63,3295,652
2017-01-01,MN02,5375,72165,100.3247531,98.7,3.55,9.63,4.47,10.26,1271,976
2017-01-01,MN03,4708,94059,58.23680177,93.4,14.95,11.15,0.32,8.66,580,875
2017-01-01,MN04,3923,100090,105.4023865,100.0,2.81,11.75,0.88,7.68,964,979
2017-01-01,MN05,3190,95425,516.0668245,100.0,1.59,6.49,0.09,0.67,270,1955
2017-01-01,MN06,3119,113073,200.0855857,97.3,3.29,16.3,1.78,4.6,2028,876
2017-01-01,MN07,4779,136570,114.7340333,100.0,19.14,10.24,2.16,10.88,1143,844
2017-01-01,MN08,6086,159585,178.8084465,98.4,2.42,13.79,5.67,9.17,965,1284
2017-01-01,MN09,2634,48590,24.39158809,97.3,15.52,23.27,2.43,10.64,205,329
2017-01-01,MN10,4849,63635,25.0963106,91.9,6.3,14.53,4.14,20.61,952,436
2017-01-01,MN11,3314,60777,17.09021499,96.5,42.54,10.63,0.36,5.08,328,475
2017-01-01,MN12,2921,76778,16.92662418,92.1,41.45,9.19,0.5,9.47,267,720
2017-01-01,QN01,4386,41918,6.707589221,86.0,6.48,10.61,5.77,7.42,87,450
2017-01-01,QN02,3283,21902,5.496919864,81.3,2.67,5.76,4.16,6.01,376,355
2017-01-01,QN03,3713,36803,7.527634527,83.7,20.85,12.42,10.23,12.41,618,259
2017-01-01,QN04,3387,57385,9.660092483,89.2,15.89,12.24,4.44,12.29,21,595
2017-01-01,QN05,3505,53388,9.995915302,89.1,6.7,15.95,11.95,16.63,259,536
2017-01-01,QN06,4575,35928,6.5366628,77.6,24.81,18.5,8.14,12.64,142,431
2017-01-01,QN07,4149,54899,10.30762568,83.0,7.31,21.5,9.48,14.65,239,478
2017-01-01,QN08,5542,46626,6.242401917,100.0,8.55,18.36,26.62,4.32,124,291
2017-01-01,QN09,13742,67092,5.398121557,87.9,12.89,6.34,21.49,13.91,28,572
2017-01-01,QN10,20518,52136,4.469869393,100.0,19.86,11.12,33.07,6.72,327,513
2017-01-01,QN11,15417,54969,6.212755599,100.0,0.71,17.12,39.36,8.51,173,586
2017-01-01,QN12,24965,57877,4.759780051,76.9,21.02,6.2,36.12,11.4,509,628
2017-01-01,BX01,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,921
2017-01-01,BX02,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,639
2017-01-01,BX03,17291,75550,7.386303189,80.1,3.58,11.83,24.01,27.9,310,581
2017-01-01,BX04,11669,45929,6.324433451,88.4,15.64,8.36,19.96,30.0,296,537
2017-01-01,BX05,23842,80991,7.760995776,98.8,12.88,7.57,26.48,10.95,192,793
2017-01-01,BX06,14401,60480,10.19918621,100.0,5.73,5.08,13.75,21.2,116,617
2017-01-01,BX07,14707,46647,7.683347306,97.3,27.88,3.59,15.65,11.21,1393,782
2017-01-01,BX08,8429,50436,8.658653656,83.5,5.29,9.95,18.84,31.79,4199,361
2017-01-01,BX09,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,302
2017-01-01,BX10,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,704
2017-01-01,BX11,29624,74361,7.254458861,93.6,2.49,4.12,43.75,27.28,3827,1091
2017-01-01,BX12,25105,66549,9.396410191,98.9,5.81,7.06,39.34,21.96,1870,956
2017-01-01,BX13,8169,49603,8.753933296,100.0,25.05,7.49,13.61,7.44,1750,524
2017-01-01,BX14,17127,65900,9.960138777,90.0,3.52,8.41,47.17,9.79,2433,699
2017-01-01,BX15,30913,70473,7.826133684,99.0,3.81,8.83,51.53,8.31,420,859
2017-01-01,BX16,8704,38764,8.540645047,61.7,5.28,9.11,22.29,20.62,628,358
2017-01-01,BX17,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,655
2017-01-01,BX18,45221,69278,12.14469027,95.5,22.46,4.64,45.25,5.38,1111,781
2017-01-01,BK01,25111,97606,10.58201991,98.0,6.02,16.86,14.19,15.18,2577,1344
2017-01-01,BK02,12363,80837,12.6565547,99.1,20.68,3.54,10.44,7.65,1191,767
2017-01-01,BK03,19654,57898,17.82866676,100.0,1.93,6.63,43.21,18.58,1307,856
2017-01-01,BK04,15015,57551,12.43246676,98.3,2.66,6.89,27.05,27.85,863,762
2017-01-01,BK05,41856,71798,5.872876375,97.3,31.04,2.5,30.91,9.87,807,1143
2017-01-01,BK06,14646,59316,12.97364571,98.8,1.93,6.25,46.94,4.13,601,498
2017-01-01,BK07,49724,109482,6.943023407,99.4,13.24,7.07,42.47,7.9,1056,1350
2017-01-01,BK08,30521,63878,8.353599237,99.0,19.88,10.87,43.1,12.8,168,534
2017-01-01,BK09,29726,49766,7.044310148,97.9,4.51,4.51,55.94,10.36,348,974
2017-01-01,BK10,37478,42176,4.640498841,100.0,19.73,2.6,55.79,5.11,218,791
2017-01-01,BK11,39940,47723,8.682650752,100.0,19.93,4.95,54.85,10.78,448,505
2017-01-01,BK12,60174,86108,6.32463246,96.6,6.13,7.05,59.01,2.94,154,1279
2017-01-01,BK13,71203,65801,5.460406576,98.1,11.31,7.98,61.24,5.19,63,773
2017-01-01,BK14,21576,48176,4.736435445,93.8,18.39,5.12,41.66,4.15,120,282
2017-01-01,SI01,49963,75133,3.786582751,99.1,9.62,7.36,43.86,4.77,161,1128
2017-01-01,SI02,41093,54433,4.140635761,100.0,21.05,10.92,27.85,2.17,100,833
2017-01-01,SI03,53118,63552,3.42698642,100.0,17.96,4.6,40.9,1.3,92,828
2017-02-01,MN01,1760,55988,79.28216106,100.0,4.35,31.68,0.17,0.63,3295,635
2017-02-01,MN02,5375,72165,100.3247531,98.7,3.55,9.63,4.47,10.26,1271,956
2017-02-01,MN03,4708,94059,58.23680177,93.4,14.95,11.15,0.32,8.66,580,849
2017-02-01,MN04,3923,100090,105.4023865,100.0,2.81,11.75,0.88,7.68,964,963
2017-02-01,MN05,3190,95425,516.0668245,100.0,1.59,6.49,0.09,0.67,270,1914
2017-02-01,MN06,3119,113073,200.0855857,97.3,3.29,16.3,1.78,4.6,2028,863
2017-02-01,MN07,4779,136570,114.7340333,100.0,19.14,10.24,2.16,10.88,1143,825
2017-02-01,MN08,6086,159585,178.8084465,98.4,2.42,13.79,5.67,9.17,965,1257
2017-02-01,MN09,2634,48590,24.39158809,97.3,15.52,23.27,2.43,10.64,205,327
2017-02-01,MN10,4849,63635,25.0963106,91.9,6.3,14.53,4.14,20.61,952,423
2017-02-01,MN11,3314,60777,17.09021499,96.5,42.54,10.63,0.36,5.08,328,470
2017-02-01,MN12,2921,76778,16.92662418,92.1,41.45,9.19,0.5,9.47,267,711
2017-02-01,QN01,4386,41918,6.707589221,86.0,6.48,10.61,5.77,7.42,87,438
2017-02-01,QN02,3283,21902,5.496919864,81.3,2.67,5.76,4.16,6.01,376,352
2017-02-01,QN03,3713,36803,7.527634527,83.7,20.85,12.42,10.23,12.41,618,254
2017-02-01,QN04,3387,57385,9.660092483,89.2,15.89,12.24,4.44,12.29,21,588
2017-02-01,QN05,3505,53388,9.995915302,89.1,6.7,15.95,11.95,16.63,259,541
2017-02-01,QN06,4575,35928,6.5366628,77.6,24.81,18.5,8.14,12.64,142,429
2017-02-01,QN07,4149,54899,10.30762568,83.0,7.31,21.5,9.48,14.65,239,468
2017-02-01,QN08,5542,46626,6.242401917,100.0,8.55,18.36,26.62,4.32,124,283
2017-02-01,QN09,13742,67092,5.398121557,87.9,12.89,6.34,21.49,13.91,28,549
2017-02-01,QN10,20518,52136,4.469869393,100.0,19.86,11.12,33.07,6.72,327,483
2017-02-01,QN11,15417,54969,6.212755599,100.0,0.71,17.12,39.36,8.51,173,547
2017-02-01,QN12,24965,57877,4.759780051,76.9,21.02,6.2,36.12,11.4,509,595
2017-02-01,BX01,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,877
2017-02-01,BX02,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,615
2017-02-01,BX03,17291,75550,7.386303189,80.1,3.58,11.83,24.01,27.9,310,557
2017-02-01,BX04,11669,45929,6.324433451,88.4,15.64,8.36,19.96,30.0,296,523
2017-02-01,BX05,23842,80991,7.760995776,98.8,12.88,7.57,26.48,10.95,192,762
2017-02-01,BX06,14401,60480,10.19918621,100.0,5.73,5.08,13.75,21.2,116,589
2017-02-01,BX07,14707,46647,7.683347306,97.3,27.88,3.59,15.65,11.21,1393,742
2017-02-01,BX08,8429,50436,8.658653656,83.5,5.29,9.95,18.84,31.79,4199,339
2017-02-01,BX09,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,278
2017-02-01,BX10,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,663
2017-02-01,BX11,29624,74361,7.254458861,93.6,2.49,4.12,43.75,27.28,3827,1019
2017-02-01,BX12,25105,66549,9.396410191,98.9,5.81,7.06,39.34,21.96,1870,879
2017-02-01,BX13,8169,49603,8.753933296,100.0,25.05,7.49,13.61,7.44,1750,500
2017-02-01,BX14,17127,65900,9.960138777,90.0,3.52,8.41,47.17,9.79,2433,646
2017-02-01,BX15,30913,70473,7.826133684,99.0,3.81,8.83,51.53,8.31,420,812
2017-02-01,BX16,8704,38764,8.540645047,61.7,5.28,9.11,22.29,20.62,628,358
2017-02-01,BX17,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,624
2017-02-01,BX18,45221,69278,12.14469027,95.5,22.46,4.64,45.25,5.38,1111,731
2017-02-01,BK01,25111,97606,10.58201991,98.0,6.02,16.86,14.19,15.18,2577,1282
2017-02-01,BK02,12363,80837,12.6565547,99.1,20.68,3.54,10.44,7.65,1191,734
2017-02-01,BK03,19654,57898,17.82866676,100.0,1.93,6.63,43.21,18.58,1307,813
2017-02-01,BK04,15015,57551,12.43246676,98.3,2.66,6.89,27.05,27.85,863,735
2017-02-01,BK05,41856,71798,5.872876375,97.3,31.04,2.5,30.91,9.87,807,1072
2017-02-01,BK06,14646,59316,12.97364571,98.8,1.93,6.25,46.94,4.13,601,471
2017-02-01,BK07,49724,109482,6.943023407,99.4,13.24,7.07,42.47,7.9,1056,1214
2017-02-01,BK08,30521,63878,8.353599237,99.0,19.88,10.87,43.1,12.8,168,488
2017-02-01,BK09,29726,49766,7.044310148,97.9,4.51,4.51,55.94,10.36,348,888
2017-02-01,BK10,37478,42176,4.640498841,100.0,19.73,2.6,55.79,5.11,218,732
2017-02-01,BK11,39940,47723,8.682650752,100.0,19.93,4.95,54.85,10.78,448,453
2017-02-01,BK12,60174,86108,6.32463246,96.6,6.13,7.05,59.01,2.94,154,1227
2017-02-01,BK13,71203,65801,5.460406576,98.1,11.31,7.98,61.24,5.19,63,718
2017-02-01,BK14,21576,48176,4.736435445,93.8,18.39,5.12,41.66,4.15,120,262
2017-02-01,SI01,49963,75133,3.786582751,99.1,9.62,7.36,43.86,4.77,161,1047
2017-02-01,SI02,41093,54433,4.140635761,100.0,21.05,10.92,27.85,2.17,100,753
2017-02-01,SI03,53118,63552,3.42698642,100.0,17.96,4.6,40.9,1.3,92,739
2017-03-01,MN01,1760,55988,79.28216106,100.0,4.35,31.68,0.17,0.63,3295,633
2017-03-01,MN02,5375,72165,100.3247531,98.7,3.55,9.63,4.47,10.26,1271,949
2017-03-01,MN03,4708,94059,58.23680177,93.4,14.95,11.15,0.32,8.66,580,848
2017-03-01,MN04,3923,100090,105.4023865,100.0,2.81,11.75,0.88,7.68,964,948
2017-03-01,MN05,3190,95425,516.0668245,100.0,1.59,6.49,0.09,0.67,270,1901
2017-03-01,MN06,3119,113073,200.0855857,97.3,3.29,16.3,1.78,4.6,2028,844
2017-03-01,MN07,4779,136570,114.7340333,100.0,19.14,10.24,2.16,10.88,1143,818
2017-03-01,MN08,6086,159585,178.8084465,98.4,2.42,13.79,5.67,9.17,965,1212
2017-03-01,MN09,2634,48590,24.39158809,97.3,15.52,23.27,2.43,10.64,205,331
2017-03-01,MN10,4849,63635,25.0963106,91.9,6.3,14.53,4.14,20.61,952,419
2017-03-01,MN11,3314,60777,17.09021499,96.5,42.54,10.63,0.36,5.08,328,465
2017-03-01,MN12,2921,76778,16.92662418,92.1,41.45,9.19,0.5,9.47,267,705
2017-03-01,QN01,4386,41918,6.707589221,86.0,6.48,10.61,5.77,7.42,87,439
2017-03-01,QN02,3283,21902,5.496919864,81.3,2.67,5.76,4.16,6.01,376,351
2017-03-01,QN03,3713,36803,7.527634527,83.7,20.85,12.42,10.23,12.41,618,260
2017-03-01,QN04,3387,57385,9.660092483,89.2,15.89,12.24,4.44,12.29,21,582
2017-03-01,QN05,3505,53388,9.995915302,89.1,6.7,15.95,11.95,16.63,259,533
2017-03-01,QN06,4575,35928,6.5366628,77.6,24.81,18.5,8.14,12.64,142,423
2017-03-01,QN07,4149,54899,10.30762568,83.0,7.31,21.5,9.48,14.65,239,472
2017-03-01,QN08,5542,46626,6.242401917,100.0,8.55,18.36,26.62,4.32,124,281
2017-03-01,QN09,13742,67092,5.398121557,87.9,12.89,6.34,21.49,13.91,28,556
2017-03-01,QN10,20518,52136,4.469869393,100.0,19.86,11.12,33.07,6.72,327,489
2017-03-01,QN11,15417,54969,6.212755599,100.0,0.71,17.12,39.36,8.51,173,547
2017-03-01,QN12,24965,57877,4.759780051,76.9,21.02,6.2,36.12,11.4,509,598
2017-03-01,BX01,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,886
2017-03-01,BX02,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,608
2017-03-01,BX03,17291,75550,7.386303189,80.1,3.58,11.83,24.01,27.9,310,563
2017-03-01,BX04,11669,45929,6.324433451,88.4,15.64,8.36,19.96,30.0,296,523
2017-03-01,BX05,23842,80991,7.760995776,98.8,12.88,7.57,26.48,10.95,192,778
2017-03-01,BX06,14401,60480,10.19918621,100.0,5.73,5.08,13.75,21.2,116,587
2017-03-01,BX07,14707,46647,7.683347306,97.3,27.88,3.59,15.65,11.21,1393,742
2017-03-01,BX08,8429,50436,8.658653656,83.5,5.29,9.95,18.84,31.79,4199,341
2017-03-01,BX09,8839,42765,9.35865698,98.7,1.71,19.59,32.61,15.47,4118,277
2017-03-01,BX10,24361,57029,6.870534058,98.9,22.85,14.79,36.09,9.88,2700,663
2017-03-01,BX11,29624,74361,7.254458861,93.6,2.49,4.12,43.75,27.28,3827,1027
2017-03-01,BX12,25105,66549,9.396410191,98.9,5.81,7.06,39.34,21.96,1870,888
2017-03-01,BX13,8169,49603,8.753933296,100.0,25.05,7.49,13.61,7.44,1750,499
2017-03-01,BX14,17127,65900,9.960138777,90.0,3.52,8.41,47.17,9.79,2433,646
2017-03-01,BX15,30913,70473,7.826133684,99.0,3.81,8.83,51.53,8.31,420,799
2017-03-01,BX16,8704,38764,8.540645047,61.7,5.28,9.11,22.29,20.62,628,352
2017-03-01,BX17,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,628
2017-03-01,BX18,45221,69278,12.14469027,95.5,22.46,4.64,45.25,5.38,1111,728
2017-03-01,BK01,25111,97606,10.58201991,98.0,6.02,16.86,14.19,15.18,2577,1276
2017-03-01,BK02,12363,80837,12.6565547,99.1,20.68,3.54,10.44,7.65,1191,736
2017-03-01,BK03,19654,57898,17.82866676,100.0,1.93,6.63,43.21,18.58,1307,812
2017-03-01,BK04,15015,57551,12.43246676,98.3,2.66,6.89,27.05,27.85,863,732
2017-03-01,BK05,41856,71798,5.872876375,97.3,31.04,2.5,30.91,9.87,807,1068
2017-03-01,BK06,14646,59316,12.97364571,98.8,1.93,6.25,46.94,4.13,601,469
2017-03-01,BK07,49724,109482,6.943023407,99.4,13.24,7.07,42.47,7.9,1056,1213
2017-03-01,BK08,30521,63878,8.353599237,99.0,19.88,10.87,43.1,12.8,168,486
2017-03-01,BK09,29726,49766,7.044310148,97.9,4.51,4.51,55.94,10.36,348,887
2017-03-01,BK10,37478,42176,4.640498841,100.0,19.73,2.6,55.79,5.11,218,739
2017-03-01,BK11,39940,47723,8.682650752,100.0,19.93,4.95,54.85,10.78,448,451
2017-03-01,BK12,60174,86108,6.32463246,96.6,6.13,7.05,59.01,2.94,154,1241
