,CD,Year,Month,dirty_level,Count311,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,fs_openhours,fs_open,trs_permits,paper_baskets,mgp_baskets,total_number_of_households,hh_compost_num,hh_compost_percent,shape_area,wfr_avg_recycling,wfr_avg_refuse,wfr_avg_bulk,bigbelly,seasonal_wire_litter_basket,highend_basket,publicspacereceptacle,wire_basket,total_litter_baskets,pct_bach_deg,over65_rate,under18_rate,pct_white_nh,poverty_rate,pct_hh_rent_burd,mean_commute,unemployment,crime_per_1000,pop_density,numbldgs,unitstotal,asland_sqft,pct_clean_strts,pct_lot_area_open_space,pct_lot_area_public_facility_institution,pct_lot_area_res_1_2_family_bldg,pct_lot_area_res_multifamily_walkup,restaurant,business
0,BK01,2016,11,2,50,5250.4,527.8,402.8,16.9,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,984
1,BK01,2016,12,2,36,5409.5,726.3,501.0,11.7,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,915
2,BK01,2017,1,2,51,5189.9,589.1,455.2,14.9,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,921
3,BK01,2017,2,3,61,4705.4,505.6,395.8,10.5,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,877
4,BK01,2017,3,3,67,5476.7,563.0,453.3,10.6,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,886
5,BK01,2017,4,3,69,5110.0,574.1,432.8,25.4,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,897
6,BK01,2017,5,3,66,5621.4,583.1,456.5,53.5,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,908
7,BK01,2017,6,3,84,5386.4,595.2,490.9,66.5,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,919
8,BK01,2017,7,3,82,4498.2,499.5,438.3,53.1,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,902
9,BK01,2017,8,3,83,4621.9,522.8,473.4,56.1,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,920
10,BK01,2017,9,3,92,5339.1,612.0,432.5,55.5,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,925
11,BK01,2017,10,3,101,5405.3,563.2,442.4,49.7,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,925
12,BK01,2017,11,2,46,5303.2,595.0,465.5,60.0,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,938
13,BK01,2017,12,3,57,5094.6,663.0,436.9,44.4,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,831
14,BK01,2018,1,2,48,5183.6,592.1,475.2,35.8,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,847
15,BK01,2018,2,3,62,4861.0,561.3,408.7,36.8,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,864
16,BK01,2018,3,3,64,5732.5,638.4,488.8,36.8,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,870
17,BK01,2018,4,3,69,4993.3,586.9,437.5,34.9,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,889
18,BK01,2018,5,3,75,5633.2,639.7,492.3,55.6,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,906
19,BK01,2018,6,3,99,5223.3,587.5,459.8,59.3,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,935
20,BK01,2018,7,3,117,4524.4,516.5,447.4,51.6,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,981
21,BK01,2018,8,3,108,4810.4,612.5,485.8,61.3,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,999
22,BK01,2018,9,3,121,5352.8,672.7,445.1,58.9,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,1001
23,BK01,2018,10,3,84,5760.0,645.2,478.3,50.4,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,1010
24,BK01,2018,11,3,63,5454.4,673.2,491.6,66.3,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,17147,100971,10.78427042,86.4,5.19,5.33,5.25,16.9,217,1019
25,BK01,2018,12,3,60,5289.1,678.2,451.4,51.1,333.25,6.0,14.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,217,949
26,BK01,2019,1,3,72,5490.4,690.6,529.4,50.6,333.25,6.0,13.5,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,217,954
27,BK01,2019,2,3,84,4770.9,576.4,424.0,41.8,333.25,6.0,13.5,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,217,930
28,BK01,2019,3,3,81,5412.1,640.3,451.8,45.2,333.25,6.0,13.5,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,217,932
29,BK01,2019,4,3,102,5724.9,613.4,468.9,54.4,333.25,6.0,13.5,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,217,934
30,BK01,2019,5,3,79,5545.3,695.6,513.3,61.9,333.25,6.0,13.5,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,217,944
31,BK01,2019,6,3,82,5579.2,644.9,485.7,57.8,333.25,6.0,13.5,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16603,100617,14.12970321,86.4,5.19,5.33,5.25,16.9,217,949
32,BK01,2019,8,3,79,4698.4,622.5,503.6,49.4,333.25,6.0,13.5,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16576,103063,13.85733176,86.4,5.19,5.33,5.25,16.9,217,933
33,BK01,2019,9,3,62,5272.8,661.7,470.2,47.6,333.25,6.0,13.5,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16576,103063,13.85733176,86.4,5.19,5.33,5.25,16.9,217,943
34,BK01,2019,10,3,63,5761.0,695.6,534.0,61.7,333.25,6.0,13.5,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16850,103135,14.10659809,86.4,5.19,5.33,5.25,16.9,217,952
35,BK01,2019,11,2,53,5376.1,610.5,424.5,57.1,333.25,6.0,13.5,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16850,103135,14.10659809,86.4,5.19,5.33,5.25,16.9,217,948
36,BK01,2019,12,2,45,5652.0,742.4,511.5,48.4,333.25,6.0,13.5,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16850,103135,14.10659809,86.4,5.19,5.33,5.25,16.9,217,897
37,BK01,2020,1,3,58,5299.1,714.1,545.0,53.3,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16845,103021,14.11538594,86.4,5.19,5.33,5.25,16.9,217,901
38,BK01,2020,2,2,44,5065.6,605.8,451.6,44.9,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16845,103021,14.11538594,86.4,5.19,5.33,5.25,16.9,217,911
39,BK01,2020,3,2,35,5676.2,680.3,543.8,51.7,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16461,103016,14.05350361,86.4,5.19,5.33,5.25,16.9,217,891
40,BK01,2020,4,2,43,4930.4,701.2,633.5,57.2,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16461,103016,14.05350361,86.4,5.19,5.33,5.25,16.9,217,868
41,BK01,2020,5,3,60,5289.9,744.4,587.0,1.9,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16461,103016,14.05350361,86.4,5.19,5.33,5.25,16.9,217,871
42,BK01,2020,6,3,68,5831.8,730.3,612.6,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16432,103115,14.06614492,86.4,5.19,5.33,5.25,16.9,217,861
43,BK01,2020,7,3,77,5147.7,755.8,663.2,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16432,103115,14.06614492,86.4,5.19,5.33,5.25,16.9,217,861
44,BK01,2020,8,3,86,5249.8,745.7,588.6,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16432,103115,14.06614492,86.4,5.19,5.33,5.25,16.9,217,859
45,BK01,2020,9,3,75,6165.0,837.2,597.4,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16401,103479,14.0437863,86.4,5.19,5.33,5.25,16.9,217,849
46,BK01,2020,10,3,76,6226.8,879.7,645.7,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16395,105081,14.1779716,86.4,5.19,5.33,5.25,16.9,217,857
47,BK01,2020,11,2,47,5682.1,691.0,518.5,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16384,105265,14.67765141,86.4,5.19,5.33,5.25,16.9,217,861
48,BK01,2020,12,2,42,5989.1,925.8,661.6,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16384,105265,14.67765141,86.4,5.19,5.33,5.25,16.9,217,799
49,BK01,2021,1,2,51,5452.2,827.4,565.6,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16389,104333,14.74453781,86.4,5.19,5.33,5.25,16.9,217,802
50,BK01,2021,2,2,48,5146.5,677.6,484.1,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16389,104333,14.74453781,86.4,5.19,5.33,5.25,16.9,217,773
51,BK01,2021,3,3,133,6118.5,793.8,569.7,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16389,104333,14.74453781,86.4,5.19,5.33,5.25,16.9,217,770
52,BK01,2021,4,3,105,5344.1,794.9,551.5,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16389,104333,14.74453781,86.4,5.19,5.33,5.25,16.9,217,759
53,BK01,2021,5,3,125,5807.5,775.4,539.0,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16389,104333,14.74453781,86.4,5.19,5.33,5.25,16.9,217,757
54,BK01,2021,6,3,128,5909.5,760.7,579.7,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16393,104567,14.70276805,86.4,5.19,5.33,5.25,16.9,217,758
55,BK01,2021,7,3,130,5117.6,719.4,563.3,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16393,104567,14.70276805,86.4,5.19,5.33,5.25,16.9,217,736
56,BK01,2021,8,3,185,5442.7,693.2,497.3,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16393,104567,14.70276805,86.4,5.19,5.33,5.25,16.9,217,740
57,BK01,2021,9,3,178,6071.4,805.5,557.8,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16384,105404,14.60997343,86.4,5.19,5.33,5.25,16.9,217,736
58,BK01,2021,10,3,155,6249.4,729.5,485.5,0.0,333.25,6.0,13.0,9.0,9.0,92610,9745,0.1052262174711154,0.0013070536057517,1.0,3.0,3.0,1.0,0.0,2.0,1.0,10.0,14.0,47.0,9.3,24.0,61.3,15.4,40.7,34.3,4.0,10.9,36626.118078799846,16384,105404,14.60997343,86.4,5.19,5.33,5.25,16.9,217,742
59,BK02,2016,11,2,39,2429.0,501.3,346.4,0.0,51.6,3.0,0.0,60.0,115.0,70151,14585,0.2079086541888212,0.0006812466839713,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,670
60,BK02,2016,12,2,32,2429.6,569.5,387.6,0.0,51.6,3.0,0.0,60.0,115.0,70151,14585,0.2079086541888212,0.0006812466839713,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,629
61,BK02,2017,1,2,32,2362.8,498.5,360.5,0.0,51.6,3.0,0.0,60.0,115.0,70151,14585,0.2079086541888212,0.0006812466839713,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,639
62,BK02,2017,2,1,28,2099.3,410.7,324.5,0.0,51.6,3.0,0.0,60.0,115.0,70151,14585,0.2079086541888212,0.0006812466839713,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,615
63,BK02,2017,3,2,47,2297.4,470.0,363.0,0.0,51.6,3.0,0.0,60.0,115.0,70151,14585,0.2079086541888212,0.0006812466839713,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,608
64,BK02,2017,4,2,49,2358.4,460.8,342.8,0.0,51.6,3.0,0.0,60.0,115.0,70151,14585,0.2079086541888212,0.0006812466839713,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,620
65,BK02,2017,5,2,35,2648.0,500.9,380.0,0.0,51.6,3.0,0.0,60.0,115.0,70151,14585,0.2079086541888212,0.0006812466839713,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,627
66,BK02,2017,6,2,51,2511.2,512.6,389.5,52.2,51.6,3.0,0.0,60.0,115.0,70151,14585,0.2079086541888212,0.0006812466839713,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,639
67,BK02,2017,7,2,42,2290.6,453.2,345.4,51.0,51.6,3.0,0.0,60.0,115.0,70151,14585,0.2079086541888212,0.0006812466839713,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,609
68,BK02,2017,8,2,35,2448.5,544.3,360.0,53.5,51.6,3.0,0.0,60.0,115.0,70151,14585,0.2079086541888212,0.0006812466839713,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,613
69,BK02,2017,9,2,39,2412.0,529.9,361.6,55.5,51.6,3.0,0.0,60.0,115.0,70151,14585,0.2079086541888212,0.0006812466839713,1.0,2.7168973650465835,2.7168973650465835,9.0,0.0,8.0,2.0,11.0,30.0,67.1,9.9,16.6,50.1,12.0,29.9,33.8,4.4,12.9,35007.562325253595,8792,92363,24.90996012,89.1,8.15,14.05,8.52,12.44,268,614
