,CD,Year,Month,dirty_level,Count311,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,fs_openhours,fs_open,trs_permits,paper_baskets,mgp_baskets,total_number_of_households,hh_compost_num,hh_compost_percent,shape_area,wfr_avg_recycling,wfr_avg_refuse,wfr_avg_bulk,bigbelly,seasonal_wire_litter_basket,highend_basket,publicspacereceptacle,wire_basket,total_litter_baskets,pct_bach_deg,over65_rate,under18_rate,pct_white_nh,poverty_rate,pct_hh_rent_burd,mean_commute,unemployment,crime_per_1000,pop_density,numbldgs,unitstotal,asland_sqft,pct_clean_strts,pct_lot_area_open_space,pct_lot_area_public_facility_institution,pct_lot_area_res_1_2_family_bldg,pct_lot_area_res_multifamily_walkup,restaurant,business
929,BK16,2020,8,2,46,2681.0,131.4,209.8,0.0,197.8,3.0,0.0,2.0,2.0,39094,0,0.0,0.0005115570702417,1.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,11.0,15.8,12.4,23.6,2.8,29.6,54.3,47.8,6.7,14.3,46564.02162790241,8585,39938,11.37044329,61.7,5.28,9.11,22.29,20.62,628,256
930,BK16,2020,9,2,47,2575.8,125.0,217.5,0.0,197.8,3.0,0.0,2.0,2.0,39094,0,0.0,0.0005115570702417,1.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,11.0,15.8,12.4,23.6,2.8,29.6,54.3,47.8,6.7,14.3,46564.02162790241,8575,40145,11.39752587,61.7,5.28,9.11,22.29,20.62,628,256
931,BK16,2020,10,2,33,2461.2,131.5,234.5,0.0,176.3,2.0,0.0,2.0,2.0,39094,0,0.0,0.0005115570702417,1.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,11.0,15.8,12.4,23.6,2.8,29.6,54.3,47.8,6.7,14.3,46564.02162790241,8573,40190,11.3939518,61.7,5.28,9.11,22.29,20.62,628,256
932,BK16,2020,11,1,25,2382.1,112.0,185.7,0.0,172.0,1.0,0.0,2.0,2.0,39094,0,0.0,0.0005115570702417,1.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,11.0,15.8,12.4,23.6,2.8,29.6,54.3,47.8,6.7,14.3,46564.02162790241,8574,40300,11.45958165,61.7,5.28,9.11,22.29,20.62,628,257
933,BK16,2020,12,1,15,2449.0,162.5,222.0,0.0,172.0,1.0,0.0,2.0,2.0,39094,0,0.0,0.0005115570702417,1.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,11.0,15.8,12.4,23.6,2.8,29.6,54.3,47.8,6.7,14.3,46564.02162790241,8574,40300,11.45958165,61.7,5.28,9.11,22.29,20.62,628,228
934,BK16,2021,1,1,29,2187.4,143.6,217.4,0.0,172.0,1.0,0.0,2.0,2.0,39094,0,0.0,0.0005115570702417,1.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,11.0,15.8,12.4,23.6,2.8,29.6,54.3,47.8,6.7,14.3,46564.02162790241,8574,40313,11.43132472,61.7,5.28,9.11,22.29,20.62,628,228
935,BK16,2021,2,1,16,2164.0,88.5,161.8,0.0,172.0,1.0,0.0,2.0,2.0,39094,0,0.0,0.0005115570702417,1.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,11.0,15.8,12.4,23.6,2.8,29.6,54.3,47.8,6.7,14.3,46564.02162790241,8574,40313,11.43132472,61.7,5.28,9.11,22.29,20.62,628,219
936,BK16,2021,3,2,50,2427.7,123.6,196.8,0.0,172.0,1.0,0.0,2.0,2.0,39094,0,0.0,0.0005115570702417,1.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,11.0,15.8,12.4,23.6,2.8,29.6,54.3,47.8,6.7,14.3,46564.02162790241,8574,40313,11.43132472,61.7,5.28,9.11,22.29,20.62,628,219
937,BK16,2021,4,2,44,2222.2,133.8,198.9,0.0,197.8,3.0,0.0,2.0,2.0,39094,0,0.0,0.0005115570702417,1.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,11.0,15.8,12.4,23.6,2.8,29.6,54.3,47.8,6.7,14.3,46564.02162790241,8574,40313,11.43132472,61.7,5.28,9.11,22.29,20.62,628,223
938,BK16,2021,5,3,85,2390.8,118.9,193.5,0.0,197.8,3.0,0.0,2.0,2.0,39094,0,0.0,0.0005115570702417,1.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,11.0,15.8,12.4,23.6,2.8,29.6,54.3,47.8,6.7,14.3,46564.02162790241,8574,40313,11.43132472,61.7,5.28,9.11,22.29,20.62,628,224
939,BK16,2021,6,3,63,2725.9,118.7,198.0,0.0,197.8,3.0,0.0,2.0,2.0,39094,0,0.0,0.0005115570702417,1.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,11.0,15.8,12.4,23.6,2.8,29.6,54.3,47.8,6.7,14.3,46564.02162790241,8574,41314,11.43103724,61.7,5.28,9.11,22.29,20.62,628,224
940,BK16,2021,7,3,73,2791.0,129.4,210.9,0.0,197.8,3.0,0.0,2.0,2.0,39094,0,0.0,0.0005115570702417,1.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,11.0,15.8,12.4,23.6,2.8,29.6,54.3,47.8,6.7,14.3,46564.02162790241,8574,41314,11.43103724,61.7,5.28,9.11,22.29,20.62,628,212
941,BK16,2021,8,3,69,2596.7,114.8,170.2,0.0,197.8,3.0,0.0,2.0,2.0,39094,0,0.0,0.0005115570702417,1.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,11.0,15.8,12.4,23.6,2.8,29.6,54.3,47.8,6.7,14.3,46564.02162790241,8574,41314,11.43103724,61.7,5.28,9.11,22.29,20.62,628,212
942,BK16,2021,9,3,59,2418.5,139.9,197.8,0.0,197.8,3.0,0.0,2.0,2.0,39094,0,0.0,0.0005115570702417,1.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,11.0,15.8,12.4,23.6,2.8,29.6,54.3,47.8,6.7,14.3,46564.02162790241,8572,41403,11.41048498,61.7,5.28,9.11,22.29,20.62,628,215
943,BK16,2021,10,1,30,2460.3,116.2,170.2,0.0,176.3,2.0,0.0,2.0,2.0,39094,0,0.0,0.0005115570702417,1.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,11.0,15.8,12.4,23.6,2.8,29.6,54.3,47.8,6.7,14.3,46564.02162790241,8572,41403,11.41048498,61.7,5.28,9.11,22.29,20.62,628,215
944,BK17,2016,11,2,44,4280.2,303.1,376.1,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,730
945,BK17,2016,12,2,45,4429.8,399.8,457.4,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,646
946,BK17,2017,1,2,43,4053.6,312.9,414.0,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,655
947,BK17,2017,2,2,46,3486.9,242.6,331.1,0.0,8.6,1.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,624
948,BK17,2017,3,3,66,3884.4,277.0,367.8,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,628
949,BK17,2017,4,3,75,4146.8,298.9,395.1,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,638
950,BK17,2017,5,3,81,4685.7,306.6,418.6,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,644
951,BK17,2017,6,3,74,4809.2,326.9,451.6,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,648
952,BK17,2017,7,3,68,4844.9,325.2,436.4,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,610
953,BK17,2017,8,3,73,4701.7,336.2,447.6,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,616
954,BK17,2017,9,3,55,4375.5,305.8,415.7,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,619
955,BK17,2017,10,2,47,4303.6,294.0,392.8,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,626
956,BK17,2017,11,2,49,4238.7,314.2,409.2,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,635
957,BK17,2017,12,2,44,4170.8,347.8,430.7,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,536
958,BK17,2018,1,2,44,3973.0,323.8,450.4,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,541
959,BK17,2018,2,2,52,3573.0,269.0,356.1,0.0,8.6,1.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,556
960,BK17,2018,3,3,57,3935.1,301.6,391.1,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,564
961,BK17,2018,4,2,41,4107.2,289.6,390.6,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,565
962,BK17,2018,5,3,107,4734.9,309.4,426.8,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,568
963,BK17,2018,6,3,140,4749.3,347.3,442.7,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,563
964,BK17,2018,7,3,104,4907.3,324.2,450.9,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,579
965,BK17,2018,8,3,105,4890.7,340.2,466.5,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,588
966,BK17,2018,9,3,97,4340.6,308.1,425.2,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,594
967,BK17,2018,10,3,75,4627.1,306.7,432.9,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,599
968,BK17,2018,11,2,49,4382.4,329.1,430.6,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25238,61225,8.589272738,100.0,7.51,6.86,42.64,18.29,431,604
969,BK17,2018,12,3,56,4472.2,351.6,437.6,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25215,61394,10.41818531,100.0,7.51,6.86,42.64,18.29,431,539
970,BK17,2019,1,2,46,4061.7,338.8,462.6,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25215,61394,10.41818531,100.0,7.51,6.86,42.64,18.29,431,543
971,BK17,2019,2,2,45,3509.7,262.2,351.0,0.0,8.6,1.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25215,61394,10.41818531,100.0,7.51,6.86,42.64,18.29,431,523
972,BK17,2019,3,2,49,3872.5,282.6,395.0,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25215,61394,10.41818531,100.0,7.51,6.86,42.64,18.29,431,525
973,BK17,2019,4,3,63,4414.2,296.3,406.4,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25215,61394,10.41818531,100.0,7.51,6.86,42.64,18.29,431,532
974,BK17,2019,5,3,73,4697.0,305.5,455.9,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25215,61394,10.41818531,100.0,7.51,6.86,42.64,18.29,431,534
975,BK17,2019,6,3,76,4651.4,324.8,459.1,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25215,61394,10.41818531,100.0,7.51,6.86,42.64,18.29,431,538
976,BK17,2019,8,3,64,4727.7,318.4,480.8,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25212,61399,10.33218565,100.0,7.51,6.86,42.64,18.29,431,521
977,BK17,2019,9,3,80,4367.3,280.3,432.9,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25212,61399,10.33218565,100.0,7.51,6.86,42.64,18.29,431,527
978,BK17,2019,10,3,58,4441.1,301.6,446.5,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25225,62364,10.64502348,100.0,7.51,6.86,42.64,18.29,431,529
979,BK17,2019,11,2,49,4139.4,278.2,396.7,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25225,62364,10.64502348,100.0,7.51,6.86,42.64,18.29,431,530
980,BK17,2019,12,3,107,4595.5,371.0,494.8,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25225,62364,10.64502348,100.0,7.51,6.86,42.64,18.29,431,498
981,BK17,2020,1,3,74,4047.7,318.6,472.3,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25225,62364,10.64597697,100.0,7.51,6.86,42.64,18.29,431,503
982,BK17,2020,2,3,77,3646.5,258.6,382.4,0.0,8.6,1.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,25225,62364,10.64597697,100.0,7.51,6.86,42.64,18.29,431,508
983,BK17,2020,3,2,42,3965.2,274.7,427.9,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,24919,62394,10.65007719,100.0,7.51,6.86,42.64,18.29,431,502
984,BK17,2020,4,2,36,4078.9,284.3,459.0,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,24919,62394,10.65007719,100.0,7.51,6.86,42.64,18.29,431,502
985,BK17,2020,5,3,63,4791.8,334.5,519.0,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,24919,62394,10.65007719,100.0,7.51,6.86,42.64,18.29,431,502
986,BK17,2020,6,3,63,5294.7,392.5,607.7,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,24920,62420,10.65304792,100.0,7.51,6.86,42.64,18.29,431,497
987,BK17,2020,7,2,50,5472.3,404.8,605.0,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,24920,62420,10.65304792,100.0,7.51,6.86,42.64,18.29,431,499
988,BK17,2020,8,3,70,5342.7,361.1,554.3,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,24920,62420,10.65304792,100.0,7.51,6.86,42.64,18.29,431,502
989,BK17,2020,9,3,88,4968.1,353.6,545.3,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,24899,62421,10.65182466,100.0,7.51,6.86,42.64,18.29,431,503
990,BK17,2020,10,3,62,4840.6,372.6,508.4,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,24900,62639,10.65283104,100.0,7.51,6.86,42.64,18.29,431,504
991,BK17,2020,11,2,42,4805.0,336.9,462.6,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,24881,62715,10.72213143,100.0,7.51,6.86,42.64,18.29,431,508
992,BK17,2020,12,3,58,4839.4,430.8,560.2,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,24881,62715,10.72213143,100.0,7.51,6.86,42.64,18.29,431,477
993,BK17,2021,1,3,64,4231.1,356.9,502.5,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,24873,62679,10.72618045,100.0,7.51,6.86,42.64,18.29,431,478
994,BK17,2021,2,2,51,3516.5,254.5,380.0,0.0,8.6,1.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,24873,62679,10.72618045,100.0,7.51,6.86,42.64,18.29,431,440
995,BK17,2021,3,3,141,4746.6,351.2,490.7,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,24873,62679,10.72618045,100.0,7.51,6.86,42.64,18.29,431,441
996,BK17,2021,4,3,117,4195.6,325.0,460.2,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,24873,62679,10.72618045,100.0,7.51,6.86,42.64,18.29,431,444
997,BK17,2021,5,3,102,4701.9,326.9,472.9,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,24873,62679,10.72618045,100.0,7.51,6.86,42.64,18.29,431,447
998,BK17,2021,6,3,111,5453.4,364.9,524.9,0.0,369.8,2.0,1.0,0.0,0.0,60208,0,0.0,0.0009258792888345,1.0,2.4549204734387886,2.4549204734387886,0.0,0.0,4.0,1.0,14.0,19.0,24.5,15.8,21.1,3.1,16.8,49.1,47.7,4.7,8.4,46137.2722658659,24877,62909,10.70676035,100.0,7.51,6.86,42.64,18.29,431,455
