,CD,Year_Month,Year,Month,Count
1108,BX01,2019-05,2019,5,23
1109,BX01,2019-06,2019,6,34
1110,BX01,2019-07,2019,7,1
1111,BX01,2019-08,2019,8,20
1112,BX01,2019-09,2019,9,24
1113,BX01,2019-10,2019,10,11
1114,BX01,2019-11,2019,11,14
1115,BX01,2019-12,2019,12,13
1116,BX01,2020-01,2020,1,12
1117,BX01,2020-02,2020,2,17
1118,BX01,2020-03,2020,3,9
1119,BX01,2020-04,2020,4,7
1120,BX01,2020-05,2020,5,8
1121,BX01,2020-06,2020,6,31
1122,BX01,2020-07,2020,7,34
1123,BX01,2020-08,2020,8,28
1124,BX01,2020-09,2020,9,28
1125,BX01,2020-10,2020,10,21
1126,BX01,2020-11,2020,11,14
1127,BX01,2020-12,2020,12,12
1128,BX01,2021-01,2021,1,17
1129,BX01,2021-02,2021,2,6
1130,BX01,2021-03,2021,3,30
1131,BX01,2021-04,2021,4,82
1132,BX01,2021-05,2021,5,42
1133,BX01,2021-06,2021,6,54
1134,BX01,2021-07,2021,7,70
1135,BX01,2021-08,2021,8,126
1136,BX01,2021-09,2021,9,95
1137,BX01,2021-10,2021,10,83
1138,BX02,2016-11,2016,11,15
1139,BX02,2016-12,2016,12,7
1140,BX02,2017-01,2017,1,11
1141,BX02,2017-02,2017,2,12
1142,BX02,2017-03,2017,3,16
1143,BX02,2017-04,2017,4,13
1144,BX02,2017-05,2017,5,14
1145,BX02,2017-06,2017,6,12
1146,BX02,2017-07,2017,7,23
1147,BX02,2017-08,2017,8,18
1148,BX02,2017-09,2017,9,14
1149,BX02,2017-10,2017,10,14
1150,BX02,2017-11,2017,11,9
1151,BX02,2017-12,2017,12,3
1152,BX02,2018-01,2018,1,19
1153,BX02,2018-02,2018,2,18
1154,BX02,2018-03,2018,3,12
1155,BX02,2018-04,2018,4,11
1156,BX02,2018-05,2018,5,10
1157,BX02,2018-06,2018,6,12
1158,BX02,2018-07,2018,7,17
1159,BX02,2018-08,2018,8,12
1160,BX02,2018-09,2018,9,27
1161,BX02,2018-10,2018,10,10
1162,BX02,2018-11,2018,11,8
1163,BX02,2018-12,2018,12,8
1164,BX02,2019-01,2019,1,10
1165,BX02,2019-02,2019,2,7
1166,BX02,2019-03,2019,3,11
1167,BX02,2019-04,2019,4,8
1168,BX02,2019-05,2019,5,20
1169,BX02,2019-06,2019,6,27
1170,BX02,2019-07,2019,7,1
1171,BX02,2019-08,2019,8,14
1172,BX02,2019-09,2019,9,18
1173,BX02,2019-10,2019,10,14
1174,BX02,2019-11,2019,11,17
1175,BX02,2019-12,2019,12,15
1176,BX02,2020-01,2020,1,18
1177,BX02,2020-02,2020,2,12
1178,BX02,2020-03,2020,3,5
1179,BX02,2020-04,2020,4,14
1180,BX02,2020-05,2020,5,8
1181,BX02,2020-06,2020,6,13
1182,BX02,2020-07,2020,7,14
1183,BX02,2020-08,2020,8,18
1184,BX02,2020-09,2020,9,24
1185,BX02,2020-10,2020,10,14
1186,BX02,2020-11,2020,11,5
1187,BX02,2020-12,2020,12,6
1188,BX02,2021-01,2021,1,11
1189,BX02,2021-02,2021,2,3
1190,BX02,2021-03,2021,3,39
1191,BX02,2021-04,2021,4,17
1192,BX02,2021-05,2021,5,20
1193,BX02,2021-06,2021,6,25
1194,BX02,2021-07,2021,7,34
1195,BX02,2021-08,2021,8,48
1196,BX02,2021-09,2021,9,40
1197,BX02,2021-10,2021,10,27
1198,BX03,2016-11,2016,11,12
1199,BX03,2016-12,2016,12,12
1200,BX03,2017-01,2017,1,15
1201,BX03,2017-02,2017,2,15
1202,BX03,2017-03,2017,3,26
1203,BX03,2017-04,2017,4,30
1204,BX03,2017-05,2017,5,25
1205,BX03,2017-06,2017,6,26
1206,BX03,2017-07,2017,7,35
1207,BX03,2017-08,2017,8,27
1208,BX03,2017-09,2017,9,24
1209,BX03,2017-10,2017,10,26
1210,BX03,2017-11,2017,11,19
1211,BX03,2017-12,2017,12,20
1212,BX03,2018-01,2018,1,24
1213,BX03,2018-02,2018,2,11
1214,BX03,2018-03,2018,3,14
1215,BX03,2018-04,2018,4,18
1216,BX03,2018-05,2018,5,18
1217,BX03,2018-06,2018,6,21
1218,BX03,2018-07,2018,7,28
1219,BX03,2018-08,2018,8,35
1220,BX03,2018-09,2018,9,39
1221,BX03,2018-10,2018,10,25
1222,BX03,2018-11,2018,11,13
1223,BX03,2018-12,2018,12,9
1224,BX03,2019-01,2019,1,18
1225,BX03,2019-02,2019,2,24
1226,BX03,2019-03,2019,3,20
1227,BX03,2019-04,2019,4,19
1228,BX03,2019-05,2019,5,16
1229,BX03,2019-06,2019,6,28
1230,BX03,2019-08,2019,8,26
1231,BX03,2019-09,2019,9,18
1232,BX03,2019-10,2019,10,12
1233,BX03,2019-11,2019,11,6
1234,BX03,2019-12,2019,12,10
1235,BX03,2020-01,2020,1,6
1236,BX03,2020-02,2020,2,10
1237,BX03,2020-03,2020,3,5
1238,BX03,2020-04,2020,4,7
1239,BX03,2020-05,2020,5,13
1240,BX03,2020-06,2020,6,35
1241,BX03,2020-07,2020,7,38
1242,BX03,2020-08,2020,8,36
1243,BX03,2020-09,2020,9,41
1244,BX03,2020-10,2020,10,19
1245,BX03,2020-11,2020,11,23
1246,BX03,2020-12,2020,12,16
1247,BX03,2021-01,2021,1,19
1248,BX03,2021-02,2021,2,18
1249,BX03,2021-03,2021,3,21
1250,BX03,2021-04,2021,4,21
1251,BX03,2021-05,2021,5,30
1252,BX03,2021-06,2021,6,39
1253,BX03,2021-07,2021,7,64
1254,BX03,2021-08,2021,8,66
1255,BX03,2021-09,2021,9,59
1256,BX03,2021-10,2021,10,53
1257,BX04,2016-11,2016,11,29
1258,BX04,2016-12,2016,12,26
1259,BX04,2017-01,2017,1,19
1260,BX04,2017-02,2017,2,40
1261,BX04,2017-03,2017,3,37
1262,BX04,2017-04,2017,4,48
1263,BX04,2017-05,2017,5,31
1264,BX04,2017-06,2017,6,32
1265,BX04,2017-07,2017,7,31
1266,BX04,2017-08,2017,8,27
1267,BX04,2017-09,2017,9,21
1268,BX04,2017-10,2017,10,18
1269,BX04,2017-11,2017,11,17
1270,BX04,2017-12,2017,12,14
1271,BX04,2018-01,2018,1,15
1272,BX04,2018-02,2018,2,21
1273,BX04,2018-03,2018,3,27
1274,BX04,2018-04,2018,4,26
1275,BX04,2018-05,2018,5,33
1276,BX04,2018-06,2018,6,29
1277,BX04,2018-07,2018,7,25
1278,BX04,2018-08,2018,8,38
1279,BX04,2018-09,2018,9,29
1280,BX04,2018-10,2018,10,35
1281,BX04,2018-11,2018,11,21
1282,BX04,2018-12,2018,12,22
1283,BX04,2019-01,2019,1,21
1284,BX04,2019-02,2019,2,21
1285,BX04,2019-03,2019,3,14
1286,BX04,2019-04,2019,4,18
1287,BX04,2019-05,2019,5,19
1288,BX04,2019-06,2019,6,31
1289,BX04,2019-08,2019,8,26
1290,BX04,2019-09,2019,9,25
1291,BX04,2019-10,2019,10,26
1292,BX04,2019-11,2019,11,15
1293,BX04,2019-12,2019,12,16
1294,BX04,2020-01,2020,1,18
1295,BX04,2020-02,2020,2,15
1296,BX04,2020-03,2020,3,16
1297,BX04,2020-04,2020,4,9
1298,BX04,2020-05,2020,5,26
1299,BX04,2020-06,2020,6,33
1300,BX04,2020-07,2020,7,43
1301,BX04,2020-08,2020,8,38
1302,BX04,2020-09,2020,9,38
1303,BX04,2020-10,2020,10,27
1304,BX04,2020-11,2020,11,10
1305,BX04,2020-12,2020,12,20
1306,BX04,2021-01,2021,1,20
1307,BX04,2021-02,2021,2,17
1308,BX04,2021-03,2021,3,46
1309,BX04,2021-04,2021,4,40
1310,BX04,2021-05,2021,5,28
1311,BX04,2021-06,2021,6,65
1312,BX04,2021-07,2021,7,61
1313,BX04,2021-08,2021,8,53
1314,BX04,2021-09,2021,9,64
1315,BX04,2021-10,2021,10,70
1316,BX05,2016-11,2016,11,15
1317,BX05,2016-12,2016,12,8
1318,BX05,2017-01,2017,1,14
1319,BX05,2017-02,2017,2,15
1320,BX05,2017-03,2017,3,17
1321,BX05,2017-04,2017,4,15
1322,BX05,2017-05,2017,5,15
1323,BX05,2017-06,2017,6,28
1324,BX05,2017-07,2017,7,21
1325,BX05,2017-08,2017,8,35
1326,BX05,2017-09,2017,9,21
1327,BX05,2017-10,2017,10,6
1328,BX05,2017-11,2017,11,9
1329,BX05,2017-12,2017,12,4
1330,BX05,2018-01,2018,1,15
1331,BX05,2018-02,2018,2,14
1332,BX05,2018-03,2018,3,14
1333,BX05,2018-04,2018,4,7
1334,BX05,2018-05,2018,5,28
1335,BX05,2018-06,2018,6,14
1336,BX05,2018-07,2018,7,23
1337,BX05,2018-08,2018,8,30
1338,BX05,2018-09,2018,9,33
1339,BX05,2018-10,2018,10,28
1340,BX05,2018-11,2018,11,22
1341,BX05,2018-12,2018,12,18
1342,BX05,2019-01,2019,1,9
1343,BX05,2019-02,2019,2,16
1344,BX05,2019-03,2019,3,14
1345,BX05,2019-04,2019,4,17
1346,BX05,2019-05,2019,5,23
1347,BX05,2019-06,2019,6,24
1348,BX05,2019-08,2019,8,14
1349,BX05,2019-09,2019,9,21
1350,BX05,2019-10,2019,10,11
1351,BX05,2019-11,2019,11,7
1352,BX05,2019-12,2019,12,12
1353,BX05,2020-01,2020,1,19
1354,BX05,2020-02,2020,2,15
1355,BX05,2020-03,2020,3,9
1356,BX05,2020-04,2020,4,7
1357,BX05,2020-05,2020,5,23
1358,BX05,2020-06,2020,6,31
1359,BX05,2020-07,2020,7,43
1360,BX05,2020-08,2020,8,40
1361,BX05,2020-09,2020,9,29
1362,BX05,2020-10,2020,10,17
1363,BX05,2020-11,2020,11,13
1364,BX05,2020-12,2020,12,11
1365,BX05,2021-01,2021,1,19
1366,BX05,2021-02,2021,2,6
1367,BX05,2021-03,2021,3,40
1368,BX05,2021-04,2021,4,18
1369,BX05,2021-05,2021,5,32
1370,BX05,2021-06,2021,6,59
1371,BX05,2021-07,2021,7,47
1372,BX05,2021-08,2021,8,65
1373,BX05,2021-09,2021,9,54
1374,BX05,2021-10,2021,10,53
1375,BX06,2016-11,2016,11,11
1376,BX06,2016-12,2016,12,21
1377,BX06,2017-01,2017,1,15
1378,BX06,2017-02,2017,2,18
1379,BX06,2017-03,2017,3,19
1380,BX06,2017-04,2017,4,30
1381,BX06,2017-05,2017,5,17
1382,BX06,2017-06,2017,6,30
1383,BX06,2017-07,2017,7,29
1384,BX06,2017-08,2017,8,31
1385,BX06,2017-09,2017,9,15
1386,BX06,2017-10,2017,10,14
1387,BX06,2017-11,2017,11,9
1388,BX06,2017-12,2017,12,6
1389,BX06,2018-01,2018,1,8
1390,BX06,2018-02,2018,2,20
1391,BX06,2018-03,2018,3,18
1392,BX06,2018-04,2018,4,20
1393,BX06,2018-05,2018,5,23
1394,BX06,2018-06,2018,6,26
1395,BX06,2018-07,2018,7,25
1396,BX06,2018-08,2018,8,25
1397,BX06,2018-09,2018,9,32
1398,BX06,2018-10,2018,10,22
1399,BX06,2018-11,2018,11,10
1400,BX06,2018-12,2018,12,19
1401,BX06,2019-01,2019,1,20
1402,BX06,2019-02,2019,2,20
1403,BX06,2019-03,2019,3,19
1404,BX06,2019-04,2019,4,22
1405,BX06,2019-05,2019,5,20
1406,BX06,2019-06,2019,6,30
1407,BX06,2019-07,2019,7,3
1408,BX06,2019-08,2019,8,22
1409,BX06,2019-09,2019,9,23
1410,BX06,2019-10,2019,10,16
1411,BX06,2019-11,2019,11,13
1412,BX06,2019-12,2019,12,11
1413,BX06,2020-01,2020,1,22
1414,BX06,2020-02,2020,2,14
1415,BX06,2020-03,2020,3,9
1416,BX06,2020-04,2020,4,8
1417,BX06,2020-05,2020,5,5
1418,BX06,2020-06,2020,6,23
1419,BX06,2020-07,2020,7,36
1420,BX06,2020-08,2020,8,29
1421,BX06,2020-09,2020,9,39
1422,BX06,2020-10,2020,10,26
1423,BX06,2020-11,2020,11,18
1424,BX06,2020-12,2020,12,22
1425,BX06,2021-01,2021,1,22
1426,BX06,2021-02,2021,2,14
1427,BX06,2021-03,2021,3,28
1428,BX06,2021-04,2021,4,22
1429,BX06,2021-05,2021,5,24
1430,BX06,2021-06,2021,6,46
1431,BX06,2021-07,2021,7,48
1432,BX06,2021-08,2021,8,88
1433,BX06,2021-09,2021,9,99
1434,BX06,2021-10,2021,10,167
1435,BX07,2016-11,2016,11,10
1436,BX07,2016-12,2016,12,17
1437,BX07,2017-01,2017,1,18
1438,BX07,2017-02,2017,2,27
1439,BX07,2017-03,2017,3,25
1440,BX07,2017-04,2017,4,27
1441,BX07,2017-05,2017,5,30
1442,BX07,2017-06,2017,6,27
1443,BX07,2017-07,2017,7,32
1444,BX07,2017-08,2017,8,32
1445,BX07,2017-09,2017,9,30
1446,BX07,2017-10,2017,10,26
1447,BX07,2017-11,2017,11,22
1448,BX07,2017-12,2017,12,15
1449,BX07,2018-01,2018,1,17
1450,BX07,2018-02,2018,2,14
1451,BX07,2018-03,2018,3,24
1452,BX07,2018-04,2018,4,17
1453,BX07,2018-05,2018,5,31
1454,BX07,2018-06,2018,6,30
1455,BX07,2018-07,2018,7,34
1456,BX07,2018-08,2018,8,25
1457,BX07,2018-09,2018,9,32
1458,BX07,2018-10,2018,10,23
1459,BX07,2018-11,2018,11,20
1460,BX07,2018-12,2018,12,21
1461,BX07,2019-01,2019,1,18
1462,BX07,2019-02,2019,2,18
1463,BX07,2019-03,2019,3,26
1464,BX07,2019-04,2019,4,27
1465,BX07,2019-05,2019,5,30
1466,BX07,2019-06,2019,6,32
1467,BX07,2019-07,2019,7,2
1468,BX07,2019-08,2019,8,32
1469,BX07,2019-09,2019,9,23
1470,BX07,2019-10,2019,10,30
1471,BX07,2019-11,2019,11,16
1472,BX07,2019-12,2019,12,23
1473,BX07,2020-01,2020,1,27
1474,BX07,2020-02,2020,2,34
1475,BX07,2020-03,2020,3,19
1476,BX07,2020-04,2020,4,14
1477,BX07,2020-05,2020,5,25
1478,BX07,2020-06,2020,6,24
1479,BX07,2020-07,2020,7,49
1480,BX07,2020-08,2020,8,41
1481,BX07,2020-09,2020,9,33
1482,BX07,2020-10,2020,10,30
1483,BX07,2020-11,2020,11,22
1484,BX07,2020-12,2020,12,16
1485,BX07,2021-01,2021,1,33
1486,BX07,2021-02,2021,2,36
1487,BX07,2021-03,2021,3,58
1488,BX07,2021-04,2021,4,94
1489,BX07,2021-05,2021,5,89
1490,BX07,2021-06,2021,6,92
1491,BX07,2021-07,2021,7,79
1492,BX07,2021-08,2021,8,70
1493,BX07,2021-09,2021,9,72
1494,BX07,2021-10,2021,10,116
1495,BX08,2016-11,2016,11,32
1496,BX08,2016-12,2016,12,26
1497,BX08,2017-01,2017,1,18
1498,BX08,2017-02,2017,2,26
1499,BX08,2017-03,2017,3,32
1500,BX08,2017-04,2017,4,26
1501,BX08,2017-05,2017,5,18
1502,BX08,2017-06,2017,6,23
1503,BX08,2017-07,2017,7,17
1504,BX08,2017-08,2017,8,20
1505,BX08,2017-09,2017,9,19
1506,BX08,2017-10,2017,10,27
1507,BX08,2017-11,2017,11,26
1508,BX08,2017-12,2017,12,20
1509,BX08,2018-01,2018,1,19
1510,BX08,2018-02,2018,2,22
1511,BX08,2018-03,2018,3,26
1512,BX08,2018-04,2018,4,21
1513,BX08,2018-05,2018,5,35
1514,BX08,2018-06,2018,6,26
1515,BX08,2018-07,2018,7,34
1516,BX08,2018-08,2018,8,33
1517,BX08,2018-09,2018,9,46
1518,BX08,2018-10,2018,10,31
1519,BX08,2018-11,2018,11,17
1520,BX08,2018-12,2018,12,22
1521,BX08,2019-01,2019,1,20
1522,BX08,2019-02,2019,2,33
1523,BX08,2019-03,2019,3,21
1524,BX08,2019-04,2019,4,17
1525,BX08,2019-05,2019,5,25
1526,BX08,2019-06,2019,6,22
1527,BX08,2019-08,2019,8,17
1528,BX08,2019-09,2019,9,31
1529,BX08,2019-10,2019,10,22
1530,BX08,2019-11,2019,11,33
1531,BX08,2019-12,2019,12,22
1532,BX08,2020-01,2020,1,20
1533,BX08,2020-02,2020,2,48
1534,BX08,2020-03,2020,3,40
1535,BX08,2020-04,2020,4,49
1536,BX08,2020-05,2020,5,52
1537,BX08,2020-06,2020,6,44
1538,BX08,2020-07,2020,7,34
1539,BX08,2020-08,2020,8,55
1540,BX08,2020-09,2020,9,43
1541,BX08,2020-10,2020,10,64
1542,BX08,2020-11,2020,11,76
1543,BX08,2020-12,2020,12,76
1544,BX08,2021-01,2021,1,66
1545,BX08,2021-02,2021,2,29
1546,BX08,2021-03,2021,3,86
1547,BX08,2021-04,2021,4,55
1548,BX08,2021-05,2021,5,67
1549,BX08,2021-06,2021,6,62
1550,BX08,2021-07,2021,7,67
1551,BX08,2021-08,2021,8,69
1552,BX08,2021-09,2021,9,65
1553,BX08,2021-10,2021,10,74
1554,BX09,2016-11,2016,11,48
1555,BX09,2016-12,2016,12,49
1556,BX09,2017-01,2017,1,50
1557,BX09,2017-02,2017,2,63
1558,BX09,2017-03,2017,3,52
1559,BX09,2017-04,2017,4,51
1560,BX09,2017-05,2017,5,52
1561,BX09,2017-06,2017,6,43
1562,BX09,2017-07,2017,7,67
1563,BX09,2017-08,2017,8,71
1564,BX09,2017-09,2017,9,48
1565,BX09,2017-10,2017,10,51
1566,BX09,2017-11,2017,11,26
1567,BX09,2017-12,2017,12,27
1568,BX09,2018-01,2018,1,35
1569,BX09,2018-02,2018,2,39
1570,BX09,2018-03,2018,3,49
1571,BX09,2018-04,2018,4,42
1572,BX09,2018-05,2018,5,56
1573,BX09,2018-06,2018,6,76
1574,BX09,2018-07,2018,7,67
1575,BX09,2018-08,2018,8,58
1576,BX09,2018-09,2018,9,58
1577,BX09,2018-10,2018,10,55
1578,BX09,2018-11,2018,11,23
1579,BX09,2018-12,2018,12,29
1580,BX09,2019-01,2019,1,37
1581,BX09,2019-02,2019,2,38
1582,BX09,2019-03,2019,3,39
1583,BX09,2019-04,2019,4,45
1584,BX09,2019-05,2019,5,52
1585,BX09,2019-06,2019,6,67
1586,BX09,2019-07,2019,7,1
1587,BX09,2019-08,2019,8,32
1588,BX09,2019-09,2019,9,46
1589,BX09,2019-10,2019,10,35
1590,BX09,2019-11,2019,11,23
1591,BX09,2019-12,2019,12,21
1592,BX09,2020-01,2020,1,21
1593,BX09,2020-02,2020,2,34
1594,BX09,2020-03,2020,3,19
1595,BX09,2020-04,2020,4,18
1596,BX09,2020-05,2020,5,29
1597,BX09,2020-06,2020,6,32
1598,BX09,2020-07,2020,7,59
1599,BX09,2020-08,2020,8,60
1600,BX09,2020-09,2020,9,36
1601,BX09,2020-10,2020,10,27
1602,BX09,2020-11,2020,11,22
1603,BX09,2020-12,2020,12,25
1604,BX09,2021-01,2021,1,32
1605,BX09,2021-02,2021,2,19
1606,BX09,2021-03,2021,3,61
1607,BX09,2021-04,2021,4,26
1608,BX09,2021-05,2021,5,53
1609,BX09,2021-06,2021,6,63
1610,BX09,2021-07,2021,7,96
1611,BX09,2021-08,2021,8,85
1612,BX09,2021-09,2021,9,60
1613,BX09,2021-10,2021,10,62
1614,BX10,2016-11,2016,11,48
1615,BX10,2016-12,2016,12,72
1616,BX10,2017-01,2017,1,41
1617,BX10,2017-02,2017,2,49
1618,BX10,2017-03,2017,3,56
1619,BX10,2017-04,2017,4,56
1620,BX10,2017-05,2017,5,47
1621,BX10,2017-06,2017,6,59
1622,BX10,2017-07,2017,7,70
1623,BX10,2017-08,2017,8,77
1624,BX10,2017-09,2017,9,58
1625,BX10,2017-10,2017,10,40
1626,BX10,2017-11,2017,11,39
1627,BX10,2017-12,2017,12,35
1628,BX10,2018-01,2018,1,56
1629,BX10,2018-02,2018,2,47
1630,BX10,2018-03,2018,3,53
1631,BX10,2018-04,2018,4,26
1632,BX10,2018-05,2018,5,46
1633,BX10,2018-06,2018,6,61
1634,BX10,2018-07,2018,7,62
1635,BX10,2018-08,2018,8,67
1636,BX10,2018-09,2018,9,46
1637,BX10,2018-10,2018,10,41
1638,BX10,2018-11,2018,11,22
1639,BX10,2018-12,2018,12,38
1640,BX10,2019-01,2019,1,56
1641,BX10,2019-02,2019,2,42
1642,BX10,2019-03,2019,3,47
1643,BX10,2019-04,2019,4,55
1644,BX10,2019-05,2019,5,62
1645,BX10,2019-06,2019,6,76
1646,BX10,2019-07,2019,7,1
1647,BX10,2019-08,2019,8,65
1648,BX10,2019-09,2019,9,57
1649,BX10,2019-10,2019,10,27
1650,BX10,2019-11,2019,11,22
1651,BX10,2019-12,2019,12,26
1652,BX10,2020-01,2020,1,35
1653,BX10,2020-02,2020,2,44
1654,BX10,2020-03,2020,3,33
1655,BX10,2020-04,2020,4,27
1656,BX10,2020-05,2020,5,42
1657,BX10,2020-06,2020,6,48
1658,BX10,2020-07,2020,7,45
1659,BX10,2020-08,2020,8,42
1660,BX10,2020-09,2020,9,41
1661,BX10,2020-10,2020,10,39
1662,BX10,2020-11,2020,11,27
1663,BX10,2020-12,2020,12,44
1664,BX10,2021-01,2021,1,38
1665,BX10,2021-02,2021,2,38
1666,BX10,2021-03,2021,3,58
1667,BX10,2021-04,2021,4,34
1668,BX10,2021-05,2021,5,64
1669,BX10,2021-06,2021,6,75
1670,BX10,2021-07,2021,7,73
1671,BX10,2021-08,2021,8,68
1672,BX10,2021-09,2021,9,53
1673,BX10,2021-10,2021,10,52
1674,BX11,2016-11,2016,11,23
1675,BX11,2016-12,2016,12,27
1676,BX11,2017-01,2017,1,42
1677,BX11,2017-02,2017,2,52
1678,BX11,2017-03,2017,3,58
1679,BX11,2017-04,2017,4,46
1680,BX11,2017-05,2017,5,31
1681,BX11,2017-06,2017,6,38
1682,BX11,2017-07,2017,7,69
1683,BX11,2017-08,2017,8,58
1684,BX11,2017-09,2017,9,59
1685,BX11,2017-10,2017,10,38
1686,BX11,2017-11,2017,11,38
1687,BX11,2017-12,2017,12,27
1688,BX11,2018-01,2018,1,41
1689,BX11,2018-02,2018,2,40
1690,BX11,2018-03,2018,3,52
1691,BX11,2018-04,2018,4,30
1692,BX11,2018-05,2018,5,38
1693,BX11,2018-06,2018,6,40
1694,BX11,2018-07,2018,7,63
1695,BX11,2018-08,2018,8,65
1696,BX11,2018-09,2018,9,50
1697,BX11,2018-10,2018,10,39
1698,BX11,2018-11,2018,11,25
1699,BX11,2018-12,2018,12,36
1700,BX11,2019-01,2019,1,44
1701,BX11,2019-02,2019,2,25
1702,BX11,2019-03,2019,3,44
1703,BX11,2019-04,2019,4,57
1704,BX11,2019-05,2019,5,51
1705,BX11,2019-06,2019,6,46
1706,BX11,2019-08,2019,8,38
1707,BX11,2019-09,2019,9,33
1708,BX11,2019-10,2019,10,27
1709,BX11,2019-11,2019,11,20
1710,BX11,2019-12,2019,12,10
1711,BX11,2020-01,2020,1,17
1712,BX11,2020-02,2020,2,25
1713,BX11,2020-03,2020,3,20
1714,BX11,2020-04,2020,4,17
1715,BX11,2020-05,2020,5,46
1716,BX11,2020-06,2020,6,36
1717,BX11,2020-07,2020,7,34
1718,BX11,2020-08,2020,8,48
1719,BX11,2020-09,2020,9,34
1720,BX11,2020-10,2020,10,33
1721,BX11,2020-11,2020,11,20
1722,BX11,2020-12,2020,12,31
1723,BX11,2021-01,2021,1,35
1724,BX11,2021-02,2021,2,15
1725,BX11,2021-03,2021,3,43
1726,BX11,2021-04,2021,4,42
1727,BX11,2021-05,2021,5,36
1728,BX11,2021-06,2021,6,59
1729,BX11,2021-07,2021,7,69
1730,BX11,2021-08,2021,8,59
1731,BX11,2021-09,2021,9,41
1732,BX11,2021-10,2021,10,46
1733,BX12,2016-11,2016,11,42
1734,BX12,2016-12,2016,12,33
1735,BX12,2017-01,2017,1,46
1736,BX12,2017-02,2017,2,40
1737,BX12,2017-03,2017,3,53
1738,BX12,2017-04,2017,4,60
1739,BX12,2017-05,2017,5,63
1740,BX12,2017-06,2017,6,79
1741,BX12,2017-07,2017,7,108
1742,BX12,2017-08,2017,8,94
1743,BX12,2017-09,2017,9,81
1744,BX12,2017-10,2017,10,57
1745,BX12,2017-11,2017,11,35
1746,BX12,2017-12,2017,12,40
1747,BX12,2018-01,2018,1,42
1748,BX12,2018-02,2018,2,59
1749,BX12,2018-03,2018,3,72
1750,BX12,2018-04,2018,4,63
1751,BX12,2018-05,2018,5,85
1752,BX12,2018-06,2018,6,88
1753,BX12,2018-07,2018,7,126
1754,BX12,2018-08,2018,8,105
1755,BX12,2018-09,2018,9,91
1756,BX12,2018-10,2018,10,88
1757,BX12,2018-11,2018,11,43
1758,BX12,2018-12,2018,12,29
1759,BX12,2019-01,2019,1,48
1760,BX12,2019-02,2019,2,50
1761,BX12,2019-03,2019,3,69
1762,BX12,2019-04,2019,4,59
1763,BX12,2019-05,2019,5,71
1764,BX12,2019-06,2019,6,53
1765,BX12,2019-07,2019,7,7
1766,BX12,2019-08,2019,8,90
1767,BX12,2019-09,2019,9,81
1768,BX12,2019-10,2019,10,47
1769,BX12,2019-11,2019,11,28
1770,BX12,2019-12,2019,12,33
1771,BX12,2020-01,2020,1,53
1772,BX12,2020-02,2020,2,54
1773,BX12,2020-03,2020,3,22
1774,BX12,2020-04,2020,4,22
1775,BX12,2020-05,2020,5,61
1776,BX12,2020-06,2020,6,68
1777,BX12,2020-07,2020,7,81
1778,BX12,2020-08,2020,8,87
1779,BX12,2020-09,2020,9,75
1780,BX12,2020-10,2020,10,52
1781,BX12,2020-11,2020,11,27
1782,BX12,2020-12,2020,12,32
1783,BX12,2021-01,2021,1,59
1784,BX12,2021-02,2021,2,32
1785,BX12,2021-03,2021,3,85
1786,BX12,2021-04,2021,4,60
1787,BX12,2021-05,2021,5,85
1788,BX12,2021-06,2021,6,90
1789,BX12,2021-07,2021,7,106
1790,BX12,2021-08,2021,8,114
1791,BX12,2021-09,2021,9,102
1792,BX12,2021-10,2021,10,75
1793,MN01,2016-11,2016,11,10
1794,MN01,2016-12,2016,12,7
1795,MN01,2017-01,2017,1,15
1796,MN01,2017-02,2017,2,15
1797,MN01,2017-03,2017,3,15
1798,MN01,2017-04,2017,4,11
1799,MN01,2017-05,2017,5,11
1800,MN01,2017-06,2017,6,12
1801,MN01,2017-07,2017,7,19
1802,MN01,2017-08,2017,8,11
1803,MN01,2017-09,2017,9,13
1804,MN01,2017-10,2017,10,12
1805,MN01,2017-11,2017,11,13
1806,MN01,2017-12,2017,12,10
1807,MN01,2018-01,2018,1,7
1808,MN01,2018-02,2018,2,8
1809,MN01,2018-03,2018,3,10
1810,MN01,2018-04,2018,4,13
1811,MN01,2018-05,2018,5,28
1812,MN01,2018-06,2018,6,28
1813,MN01,2018-07,2018,7,22
1814,MN01,2018-08,2018,8,27
1815,MN01,2018-09,2018,9,14
1816,MN01,2018-10,2018,10,25
1817,MN01,2018-11,2018,11,14
1818,MN01,2018-12,2018,12,18
1819,MN01,2019-01,2019,1,27
1820,MN01,2019-02,2019,2,29
1821,MN01,2019-03,2019,3,24
1822,MN01,2019-04,2019,4,27
1823,MN01,2019-05,2019,5,25
1824,MN01,2019-06,2019,6,23
1825,MN01,2019-07,2019,7,2
1826,MN01,2019-08,2019,8,19
1827,MN01,2019-09,2019,9,24
1828,MN01,2019-10,2019,10,21
1829,MN01,2019-11,2019,11,15
1830,MN01,2019-12,2019,12,8
1831,MN01,2020-01,2020,1,14
1832,MN01,2020-02,2020,2,13
1833,MN01,2020-03,2020,3,8
1834,MN01,2020-04,2020,4,9
1835,MN01,2020-05,2020,5,15
1836,MN01,2020-06,2020,6,12
1837,MN01,2020-07,2020,7,20
1838,MN01,2020-08,2020,8,13
1839,MN01,2020-09,2020,9,11
1840,MN01,2020-10,2020,10,13
1841,MN01,2020-11,2020,11,11
1842,MN01,2020-12,2020,12,8
