,CD,Year_Month,Year,Month,Count
2578,QN02,2017-10,2017,10,43
2579,QN02,2017-11,2017,11,19
2580,QN02,2017-12,2017,12,25
2581,QN02,2018-01,2018,1,27
2582,QN02,2018-02,2018,2,38
2583,QN02,2018-03,2018,3,42
2584,QN02,2018-04,2018,4,51
2585,QN02,2018-05,2018,5,33
2586,QN02,2018-06,2018,6,48
2587,QN02,2018-07,2018,7,39
2588,QN02,2018-08,2018,8,46
2589,QN02,2018-09,2018,9,37
2590,QN02,2018-10,2018,10,27
2591,QN02,2018-11,2018,11,30
2592,QN02,2018-12,2018,12,23
2593,QN02,2019-01,2019,1,22
2594,QN02,2019-02,2019,2,15
2595,QN02,2019-03,2019,3,34
2596,QN02,2019-04,2019,4,30
2597,QN02,2019-05,2019,5,30
2598,QN02,2019-06,2019,6,39
2599,QN02,2019-08,2019,8,30
2600,QN02,2019-09,2019,9,30
2601,QN02,2019-10,2019,10,22
2602,QN02,2019-11,2019,11,11
2603,QN02,2019-12,2019,12,14
2604,QN02,2020-01,2020,1,25
2605,QN02,2020-02,2020,2,13
2606,QN02,2020-03,2020,3,17
2607,QN02,2020-04,2020,4,12
2608,QN02,2020-05,2020,5,16
2609,QN02,2020-06,2020,6,28
2610,QN02,2020-07,2020,7,32
2611,QN02,2020-08,2020,8,29
2612,QN02,2020-09,2020,9,27
2613,QN02,2020-10,2020,10,13
2614,QN02,2020-11,2020,11,23
2615,QN02,2020-12,2020,12,12
2616,QN02,2021-01,2021,1,17
2617,QN02,2021-02,2021,2,8
2618,QN02,2021-03,2021,3,61
2619,QN02,2021-04,2021,4,38
2620,QN02,2021-05,2021,5,47
2621,QN02,2021-06,2021,6,54
2622,QN02,2021-07,2021,7,56
2623,QN02,2021-08,2021,8,41
2624,QN02,2021-09,2021,9,60
2625,QN02,2021-10,2021,10,70
2626,QN03,2016-11,2016,11,27
2627,QN03,2016-12,2016,12,32
2628,QN03,2017-01,2017,1,45
2629,QN03,2017-02,2017,2,38
2630,QN03,2017-03,2017,3,30
2631,QN03,2017-04,2017,4,41
2632,QN03,2017-05,2017,5,44
2633,QN03,2017-06,2017,6,44
2634,QN03,2017-07,2017,7,58
2635,QN03,2017-08,2017,8,51
2636,QN03,2017-09,2017,9,47
2637,QN03,2017-10,2017,10,34
2638,QN03,2017-11,2017,11,18
2639,QN03,2017-12,2017,12,18
2640,QN03,2018-01,2018,1,50
2641,QN03,2018-02,2018,2,33
2642,QN03,2018-03,2018,3,44
2643,QN03,2018-04,2018,4,25
2644,QN03,2018-05,2018,5,38
2645,QN03,2018-06,2018,6,44
2646,QN03,2018-07,2018,7,56
2647,QN03,2018-08,2018,8,46
2648,QN03,2018-09,2018,9,56
2649,QN03,2018-10,2018,10,55
2650,QN03,2018-11,2018,11,28
2651,QN03,2018-12,2018,12,26
2652,QN03,2019-01,2019,1,29
2653,QN03,2019-02,2019,2,39
2654,QN03,2019-03,2019,3,48
2655,QN03,2019-04,2019,4,46
2656,QN03,2019-05,2019,5,40
2657,QN03,2019-06,2019,6,48
2658,QN03,2019-08,2019,8,42
2659,QN03,2019-09,2019,9,26
2660,QN03,2019-10,2019,10,22
2661,QN03,2019-11,2019,11,16
2662,QN03,2019-12,2019,12,20
2663,QN03,2020-01,2020,1,22
2664,QN03,2020-02,2020,2,25
2665,QN03,2020-03,2020,3,14
2666,QN03,2020-04,2020,4,11
2667,QN03,2020-05,2020,5,25
2668,QN03,2020-06,2020,6,36
2669,QN03,2020-07,2020,7,46
2670,QN03,2020-08,2020,8,56
2671,QN03,2020-09,2020,9,46
2672,QN03,2020-10,2020,10,31
2673,QN03,2020-11,2020,11,23
2674,QN03,2020-12,2020,12,21
2675,QN03,2021-01,2021,1,27
2676,QN03,2021-02,2021,2,32
2677,QN03,2021-03,2021,3,41
2678,QN03,2021-04,2021,4,37
2679,QN03,2021-05,2021,5,40
2680,QN03,2021-06,2021,6,74
2681,QN03,2021-07,2021,7,59
2682,QN03,2021-08,2021,8,88
2683,QN03,2021-09,2021,9,76
2684,QN03,2021-10,2021,10,60
2685,QN04,2016-11,2016,11,36
2686,QN04,2016-12,2016,12,13
2687,QN04,2017-01,2017,1,28
2688,QN04,2017-02,2017,2,31
2689,QN04,2017-03,2017,3,19
2690,QN04,2017-04,2017,4,18
2691,QN04,2017-05,2017,5,27
2692,QN04,2017-06,2017,6,25
2693,QN04,2017-07,2017,7,41
2694,QN04,2017-08,2017,8,37
2695,QN04,2017-09,2017,9,47
2696,QN04,2017-10,2017,10,32
2697,QN04,2017-11,2017,11,19
2698,QN04,2017-12,2017,12,20
2699,QN04,2018-01,2018,1,16
2700,QN04,2018-02,2018,2,8
2701,QN04,2018-03,2018,3,18
2702,QN04,2018-04,2018,4,15
2703,QN04,2018-05,2018,5,30
2704,QN04,2018-06,2018,6,34
2705,QN04,2018-07,2018,7,48
2706,QN04,2018-08,2018,8,38
2707,QN04,2018-09,2018,9,38
2708,QN04,2018-10,2018,10,38
2709,QN04,2018-11,2018,11,18
2710,QN04,2018-12,2018,12,20
2711,QN04,2019-01,2019,1,15
2712,QN04,2019-02,2019,2,20
2713,QN04,2019-03,2019,3,23
2714,QN04,2019-04,2019,4,27
2715,QN04,2019-05,2019,5,21
2716,QN04,2019-06,2019,6,31
2717,QN04,2019-08,2019,8,15
2718,QN04,2019-09,2019,9,14
2719,QN04,2019-10,2019,10,17
2720,QN04,2019-11,2019,11,12
2721,QN04,2019-12,2019,12,9
2722,QN04,2020-01,2020,1,14
2723,QN04,2020-02,2020,2,12
2724,QN04,2020-03,2020,3,11
2725,QN04,2020-04,2020,4,9
2726,QN04,2020-05,2020,5,14
2727,QN04,2020-06,2020,6,25
2728,QN04,2020-07,2020,7,44
2729,QN04,2020-08,2020,8,36
2730,QN04,2020-09,2020,9,31
2731,QN04,2020-10,2020,10,14
2732,QN04,2020-11,2020,11,22
2733,QN04,2020-12,2020,12,7
2734,QN04,2021-01,2021,1,15
2735,QN04,2021-02,2021,2,15
2736,QN04,2021-03,2021,3,48
2737,QN04,2021-04,2021,4,27
2738,QN04,2021-05,2021,5,15
2739,QN04,2021-06,2021,6,33
2740,QN04,2021-07,2021,7,44
2741,QN04,2021-08,2021,8,35
2742,QN04,2021-09,2021,9,47
2743,QN04,2021-10,2021,10,46
2744,QN05,2016-11,2016,11,76
2745,QN05,2016-12,2016,12,111
2746,QN05,2017-01,2017,1,60
2747,QN05,2017-02,2017,2,75
2748,QN05,2017-03,2017,3,102
2749,QN05,2017-04,2017,4,90
2750,QN05,2017-05,2017,5,118
2751,QN05,2017-06,2017,6,112
2752,QN05,2017-07,2017,7,182
2753,QN05,2017-08,2017,8,149
2754,QN05,2017-09,2017,9,120
2755,QN05,2017-10,2017,10,124
2756,QN05,2017-11,2017,11,95
2757,QN05,2017-12,2017,12,85
2758,QN05,2018-01,2018,1,98
2759,QN05,2018-02,2018,2,84
2760,QN05,2018-03,2018,3,96
2761,QN05,2018-04,2018,4,105
2762,QN05,2018-05,2018,5,143
2763,QN05,2018-06,2018,6,171
2764,QN05,2018-07,2018,7,125
2765,QN05,2018-08,2018,8,179
2766,QN05,2018-09,2018,9,135
2767,QN05,2018-10,2018,10,151
2768,QN05,2018-11,2018,11,158
2769,QN05,2018-12,2018,12,78
2770,QN05,2019-01,2019,1,108
2771,QN05,2019-02,2019,2,83
2772,QN05,2019-03,2019,3,150
2773,QN05,2019-04,2019,4,165
2774,QN05,2019-05,2019,5,89
2775,QN05,2019-06,2019,6,103
2776,QN05,2019-07,2019,7,7
2777,QN05,2019-08,2019,8,143
2778,QN05,2019-09,2019,9,93
2779,QN05,2019-10,2019,10,132
2780,QN05,2019-11,2019,11,47
2781,QN05,2019-12,2019,12,85
2782,QN05,2020-01,2020,1,92
2783,QN05,2020-02,2020,2,86
2784,QN05,2020-03,2020,3,65
2785,QN05,2020-04,2020,4,39
2786,QN05,2020-05,2020,5,58
2787,QN05,2020-06,2020,6,47
2788,QN05,2020-07,2020,7,101
2789,QN05,2020-08,2020,8,89
2790,QN05,2020-09,2020,9,90
2791,QN05,2020-10,2020,10,106
2792,QN05,2020-11,2020,11,50
2793,QN05,2020-12,2020,12,74
2794,QN05,2021-01,2021,1,129
2795,QN05,2021-02,2021,2,42
2796,QN05,2021-03,2021,3,105
2797,QN05,2021-04,2021,4,78
2798,QN05,2021-05,2021,5,87
2799,QN05,2021-06,2021,6,136
2800,QN05,2021-07,2021,7,139
2801,QN05,2021-08,2021,8,123
2802,QN05,2021-09,2021,9,110
2803,QN05,2021-10,2021,10,108
2804,QN06,2016-11,2016,11,30
2805,QN06,2016-12,2016,12,25
2806,QN06,2017-01,2017,1,28
2807,QN06,2017-02,2017,2,52
2808,QN06,2017-03,2017,3,28
2809,QN06,2017-04,2017,4,34
2810,QN06,2017-05,2017,5,33
2811,QN06,2017-06,2017,6,30
2812,QN06,2017-07,2017,7,38
2813,QN06,2017-08,2017,8,44
2814,QN06,2017-09,2017,9,47
2815,QN06,2017-10,2017,10,21
2816,QN06,2017-11,2017,11,23
2817,QN06,2017-12,2017,12,18
2818,QN06,2018-01,2018,1,27
2819,QN06,2018-02,2018,2,36
2820,QN06,2018-03,2018,3,29
2821,QN06,2018-04,2018,4,26
2822,QN06,2018-05,2018,5,26
2823,QN06,2018-06,2018,6,38
2824,QN06,2018-07,2018,7,80
2825,QN06,2018-08,2018,8,75
2826,QN06,2018-09,2018,9,36
2827,QN06,2018-10,2018,10,26
2828,QN06,2018-11,2018,11,43
2829,QN06,2018-12,2018,12,51
2830,QN06,2019-01,2019,1,30
2831,QN06,2019-02,2019,2,43
2832,QN06,2019-03,2019,3,57
2833,QN06,2019-04,2019,4,41
2834,QN06,2019-05,2019,5,25
2835,QN06,2019-06,2019,6,42
2836,QN06,2019-07,2019,7,1
2837,QN06,2019-08,2019,8,78
2838,QN06,2019-09,2019,9,70
2839,QN06,2019-10,2019,10,13
2840,QN06,2019-11,2019,11,62
2841,QN06,2019-12,2019,12,42
2842,QN06,2020-01,2020,1,6
2843,QN06,2020-02,2020,2,39
2844,QN06,2020-03,2020,3,15
2845,QN06,2020-04,2020,4,11
2846,QN06,2020-05,2020,5,15
2847,QN06,2020-06,2020,6,14
2848,QN06,2020-07,2020,7,21
2849,QN06,2020-08,2020,8,29
2850,QN06,2020-09,2020,9,23
2851,QN06,2020-10,2020,10,23
2852,QN06,2020-11,2020,11,11
2853,QN06,2020-12,2020,12,13
2854,QN06,2021-01,2021,1,17
2855,QN06,2021-02,2021,2,9
2856,QN06,2021-03,2021,3,25
2857,QN06,2021-04,2021,4,24
2858,QN06,2021-05,2021,5,23
2859,QN06,2021-06,2021,6,48
2860,QN06,2021-07,2021,7,44
2861,QN06,2021-08,2021,8,40
2862,QN06,2021-09,2021,9,38
2863,QN06,2021-10,2021,10,29
2864,QN07,2016-11,2016,11,47
2865,QN07,2016-12,2016,12,43
2866,QN07,2017-01,2017,1,67
2867,QN07,2017-02,2017,2,74
2868,QN07,2017-03,2017,3,74
2869,QN07,2017-04,2017,4,67
2870,QN07,2017-05,2017,5,84
2871,QN07,2017-06,2017,6,96
2872,QN07,2017-07,2017,7,86
2873,QN07,2017-08,2017,8,112
2874,QN07,2017-09,2017,9,98
2875,QN07,2017-10,2017,10,77
2876,QN07,2017-11,2017,11,57
2877,QN07,2017-12,2017,12,50
2878,QN07,2018-01,2018,1,78
2879,QN07,2018-02,2018,2,77
2880,QN07,2018-03,2018,3,60
2881,QN07,2018-04,2018,4,73
2882,QN07,2018-05,2018,5,109
2883,QN07,2018-06,2018,6,99
2884,QN07,2018-07,2018,7,91
2885,QN07,2018-08,2018,8,92
2886,QN07,2018-09,2018,9,95
2887,QN07,2018-10,2018,10,65
2888,QN07,2018-11,2018,11,58
2889,QN07,2018-12,2018,12,58
2890,QN07,2019-01,2019,1,69
2891,QN07,2019-02,2019,2,71
2892,QN07,2019-03,2019,3,81
2893,QN07,2019-04,2019,4,63
2894,QN07,2019-05,2019,5,82
2895,QN07,2019-06,2019,6,97
2896,QN07,2019-07,2019,7,3
2897,QN07,2019-08,2019,8,48
2898,QN07,2019-09,2019,9,49
2899,QN07,2019-10,2019,10,28
2900,QN07,2019-11,2019,11,38
2901,QN07,2019-12,2019,12,42
2902,QN07,2020-01,2020,1,41
2903,QN07,2020-02,2020,2,61
2904,QN07,2020-03,2020,3,48
2905,QN07,2020-04,2020,4,36
2906,QN07,2020-05,2020,5,40
2907,QN07,2020-06,2020,6,65
2908,QN07,2020-07,2020,7,53
2909,QN07,2020-08,2020,8,63
2910,QN07,2020-09,2020,9,42
2911,QN07,2020-10,2020,10,44
2912,QN07,2020-11,2020,11,19
2913,QN07,2020-12,2020,12,21
2914,QN07,2021-01,2021,1,31
2915,QN07,2021-02,2021,2,35
2916,QN07,2021-03,2021,3,85
2917,QN07,2021-04,2021,4,52
2918,QN07,2021-05,2021,5,99
2919,QN07,2021-06,2021,6,93
2920,QN07,2021-07,2021,7,109
2921,QN07,2021-08,2021,8,130
2922,QN07,2021-09,2021,9,164
2923,QN07,2021-10,2021,10,122
2924,QN08,2016-11,2016,11,37
2925,QN08,2016-12,2016,12,28
2926,QN08,2017-01,2017,1,31
2927,QN08,2017-02,2017,2,56
2928,QN08,2017-03,2017,3,46
2929,QN08,2017-04,2017,4,62
2930,QN08,2017-05,2017,5,55
2931,QN08,2017-06,2017,6,46
2932,QN08,2017-07,2017,7,44
2933,QN08,2017-08,2017,8,58
2934,QN08,2017-09,2017,9,47
2935,QN08,2017-10,2017,10,38
2936,QN08,2017-11,2017,11,27
2937,QN08,2017-12,2017,12,24
2938,QN08,2018-01,2018,1,31
2939,QN08,2018-02,2018,2,36
2940,QN08,2018-03,2018,3,39
2941,QN08,2018-04,2018,4,44
2942,QN08,2018-05,2018,5,43
2943,QN08,2018-06,2018,6,45
2944,QN08,2018-07,2018,7,59
2945,QN08,2018-08,2018,8,54
2946,QN08,2018-09,2018,9,45
2947,QN08,2018-10,2018,10,50
2948,QN08,2018-11,2018,11,26
2949,QN08,2018-12,2018,12,28
2950,QN08,2019-01,2019,1,36
2951,QN08,2019-02,2019,2,29
2952,QN08,2019-03,2019,3,37
2953,QN08,2019-04,2019,4,34
2954,QN08,2019-05,2019,5,38
2955,QN08,2019-06,2019,6,47
2956,QN08,2019-08,2019,8,37
2957,QN08,2019-09,2019,9,37
2958,QN08,2019-10,2019,10,22
2959,QN08,2019-11,2019,11,20
2960,QN08,2019-12,2019,12,18
2961,QN08,2020-01,2020,1,21
2962,QN08,2020-02,2020,2,28
2963,QN08,2020-03,2020,3,30
2964,QN08,2020-04,2020,4,19
2965,QN08,2020-05,2020,5,24
2966,QN08,2020-06,2020,6,38
2967,QN08,2020-07,2020,7,39
2968,QN08,2020-08,2020,8,47
2969,QN08,2020-09,2020,9,33
2970,QN08,2020-10,2020,10,23
2971,QN08,2020-11,2020,11,18
2972,QN08,2020-12,2020,12,20
2973,QN08,2021-01,2021,1,31
2974,QN08,2021-02,2021,2,23
2975,QN08,2021-03,2021,3,65
2976,QN08,2021-04,2021,4,35
2977,QN08,2021-05,2021,5,47
2978,QN08,2021-06,2021,6,43
2979,QN08,2021-07,2021,7,66
2980,QN08,2021-08,2021,8,38
2981,QN08,2021-09,2021,9,43
2982,QN08,2021-10,2021,10,27
2983,QN09,2016-11,2016,11,65
2984,QN09,2016-12,2016,12,73
2985,QN09,2017-01,2017,1,72
2986,QN09,2017-02,2017,2,100
2987,QN09,2017-03,2017,3,86
2988,QN09,2017-04,2017,4,113
2989,QN09,2017-05,2017,5,109
2990,QN09,2017-06,2017,6,64
2991,QN09,2017-07,2017,7,92
2992,QN09,2017-08,2017,8,88
2993,QN09,2017-09,2017,9,102
2994,QN09,2017-10,2017,10,82
2995,QN09,2017-11,2017,11,61
2996,QN09,2017-12,2017,12,61
2997,QN09,2018-01,2018,1,80
2998,QN09,2018-02,2018,2,90
2999,QN09,2018-03,2018,3,77
3000,QN09,2018-04,2018,4,85
3001,QN09,2018-05,2018,5,77
3002,QN09,2018-06,2018,6,96
3003,QN09,2018-07,2018,7,119
3004,QN09,2018-08,2018,8,116
3005,QN09,2018-09,2018,9,103
3006,QN09,2018-10,2018,10,50
3007,QN09,2018-11,2018,11,46
3008,QN09,2018-12,2018,12,58
3009,QN09,2019-01,2019,1,64
3010,QN09,2019-02,2019,2,45
3011,QN09,2019-03,2019,3,84
3012,QN09,2019-04,2019,4,63
3013,QN09,2019-05,2019,5,73
3014,QN09,2019-06,2019,6,71
3015,QN09,2019-07,2019,7,1
3016,QN09,2019-08,2019,8,65
3017,QN09,2019-09,2019,9,57
3018,QN09,2019-10,2019,10,29
3019,QN09,2019-11,2019,11,81
3020,QN09,2019-12,2019,12,33
3021,QN09,2020-01,2020,1,35
3022,QN09,2020-02,2020,2,42
3023,QN09,2020-03,2020,3,33
3024,QN09,2020-04,2020,4,31
3025,QN09,2020-05,2020,5,42
3026,QN09,2020-06,2020,6,52
3027,QN09,2020-07,2020,7,59
3028,QN09,2020-08,2020,8,76
3029,QN09,2020-09,2020,9,47
3030,QN09,2020-10,2020,10,40
3031,QN09,2020-11,2020,11,42
3032,QN09,2020-12,2020,12,45
3033,QN09,2021-01,2021,1,55
3034,QN09,2021-02,2021,2,30
3035,QN09,2021-03,2021,3,121
3036,QN09,2021-04,2021,4,66
3037,QN09,2021-05,2021,5,81
3038,QN09,2021-06,2021,6,84
3039,QN09,2021-07,2021,7,110
3040,QN09,2021-08,2021,8,83
3041,QN09,2021-09,2021,9,50
3042,QN09,2021-10,2021,10,79
3043,QN10,2016-11,2016,11,56
3044,QN10,2016-12,2016,12,47
3045,QN10,2017-01,2017,1,30
3046,QN10,2017-02,2017,2,56
3047,QN10,2017-03,2017,3,73
3048,QN10,2017-04,2017,4,93
3049,QN10,2017-05,2017,5,81
3050,QN10,2017-06,2017,6,68
3051,QN10,2017-07,2017,7,75
3052,QN10,2017-08,2017,8,96
3053,QN10,2017-09,2017,9,95
3054,QN10,2017-10,2017,10,51
3055,QN10,2017-11,2017,11,54
3056,QN10,2017-12,2017,12,46
3057,QN10,2018-01,2018,1,50
3058,QN10,2018-02,2018,2,41
3059,QN10,2018-03,2018,3,60
3060,QN10,2018-04,2018,4,62
3061,QN10,2018-05,2018,5,85
3062,QN10,2018-06,2018,6,91
3063,QN10,2018-07,2018,7,82
3064,QN10,2018-08,2018,8,87
3065,QN10,2018-09,2018,9,53
3066,QN10,2018-10,2018,10,50
3067,QN10,2018-11,2018,11,43
3068,QN10,2018-12,2018,12,39
3069,QN10,2019-01,2019,1,49
3070,QN10,2019-02,2019,2,42
3071,QN10,2019-03,2019,3,69
3072,QN10,2019-04,2019,4,60
3073,QN10,2019-05,2019,5,72
3074,QN10,2019-06,2019,6,76
3075,QN10,2019-07,2019,7,4
3076,QN10,2019-08,2019,8,83
3077,QN10,2019-09,2019,9,58
3078,QN10,2019-10,2019,10,48
3079,QN10,2019-11,2019,11,35
3080,QN10,2019-12,2019,12,34
3081,QN10,2020-01,2020,1,40
3082,QN10,2020-02,2020,2,43
3083,QN10,2020-03,2020,3,36
3084,QN10,2020-04,2020,4,31
3085,QN10,2020-05,2020,5,28
3086,QN10,2020-06,2020,6,53
3087,QN10,2020-07,2020,7,78
3088,QN10,2020-08,2020,8,98
3089,QN10,2020-09,2020,9,60
3090,QN10,2020-10,2020,10,41
3091,QN10,2020-11,2020,11,27
3092,QN10,2020-12,2020,12,36
3093,QN10,2021-01,2021,1,44
3094,QN10,2021-02,2021,2,31
3095,QN10,2021-03,2021,3,87
3096,QN10,2021-04,2021,4,64
3097,QN10,2021-05,2021,5,73
3098,QN10,2021-06,2021,6,71
3099,QN10,2021-07,2021,7,84
3100,QN10,2021-08,2021,8,97
3101,QN10,2021-09,2021,9,65
3102,QN10,2021-10,2021,10,52
3103,QN11,2016-11,2016,11,29
3104,QN11,2016-12,2016,12,21
3105,QN11,2017-01,2017,1,32
3106,QN11,2017-02,2017,2,28
3107,QN11,2017-03,2017,3,33
3108,QN11,2017-04,2017,4,43
3109,QN11,2017-05,2017,5,37
3110,QN11,2017-06,2017,6,34
3111,QN11,2017-07,2017,7,48
3112,QN11,2017-08,2017,8,48
3113,QN11,2017-09,2017,9,35
3114,QN11,2017-10,2017,10,23
3115,QN11,2017-11,2017,11,28
3116,QN11,2017-12,2017,12,8
3117,QN11,2018-01,2018,1,24
3118,QN11,2018-02,2018,2,22
3119,QN11,2018-03,2018,3,41
3120,QN11,2018-04,2018,4,28
3121,QN11,2018-05,2018,5,31
3122,QN11,2018-06,2018,6,45
3123,QN11,2018-07,2018,7,32
3124,QN11,2018-08,2018,8,59
3125,QN11,2018-09,2018,9,40
3126,QN11,2018-10,2018,10,39
3127,QN11,2018-11,2018,11,23
3128,QN11,2018-12,2018,12,29
3129,QN11,2019-01,2019,1,28
3130,QN11,2019-02,2019,2,29
3131,QN11,2019-03,2019,3,29
3132,QN11,2019-04,2019,4,29
3133,QN11,2019-05,2019,5,30
3134,QN11,2019-06,2019,6,23
3135,QN11,2019-07,2019,7,2
3136,QN11,2019-08,2019,8,22
3137,QN11,2019-09,2019,9,20
3138,QN11,2019-10,2019,10,26
3139,QN11,2019-11,2019,11,22
3140,QN11,2019-12,2019,12,25
3141,QN11,2020-01,2020,1,25
3142,QN11,2020-02,2020,2,27
3143,QN11,2020-03,2020,3,20
3144,QN11,2020-04,2020,4,21
3145,QN11,2020-05,2020,5,26
3146,QN11,2020-06,2020,6,23
3147,QN11,2020-07,2020,7,41
3148,QN11,2020-08,2020,8,41
3149,QN11,2020-09,2020,9,26
3150,QN11,2020-10,2020,10,23
3151,QN11,2020-11,2020,11,15
3152,QN11,2020-12,2020,12,9
3153,QN11,2021-01,2021,1,26
3154,QN11,2021-02,2021,2,12
3155,QN11,2021-03,2021,3,35
3156,QN11,2021-04,2021,4,28
3157,QN11,2021-05,2021,5,50
3158,QN11,2021-06,2021,6,40
3159,QN11,2021-07,2021,7,42
3160,QN11,2021-08,2021,8,39
3161,QN11,2021-09,2021,9,44
3162,QN11,2021-10,2021,10,25
3163,QN12,2016-11,2016,11,88
3164,QN12,2016-12,2016,12,99
3165,QN12,2017-01,2017,1,98
3166,QN12,2017-02,2017,2,109
3167,QN12,2017-03,2017,3,111
3168,QN12,2017-04,2017,4,140
3169,QN12,2017-05,2017,5,146
3170,QN12,2017-06,2017,6,121
3171,QN12,2017-07,2017,7,202
3172,QN12,2017-08,2017,8,153
3173,QN12,2017-09,2017,9,162
3174,QN12,2017-10,2017,10,108
3175,QN12,2017-11,2017,11,70
3176,QN12,2017-12,2017,12,75
3177,QN12,2018-01,2018,1,67
3178,QN12,2018-02,2018,2,89
3179,QN12,2018-03,2018,3,107
3180,QN12,2018-04,2018,4,96
3181,QN12,2018-05,2018,5,131
3182,QN12,2018-06,2018,6,134
3183,QN12,2018-07,2018,7,165
3184,QN12,2018-08,2018,8,756
3185,QN12,2018-09,2018,9,164
3186,QN12,2018-10,2018,10,117
3187,QN12,2018-11,2018,11,65
3188,QN12,2018-12,2018,12,90
3189,QN12,2019-01,2019,1,101
3190,QN12,2019-02,2019,2,69
3191,QN12,2019-03,2019,3,88
3192,QN12,2019-04,2019,4,97
3193,QN12,2019-05,2019,5,120
3194,QN12,2019-06,2019,6,103
3195,QN12,2019-07,2019,7,2
3196,QN12,2019-08,2019,8,122
3197,QN12,2019-09,2019,9,92
3198,QN12,2019-10,2019,10,63
3199,QN12,2019-11,2019,11,39
3200,QN12,2019-12,2019,12,78
3201,QN12,2020-01,2020,1,54
3202,QN12,2020-02,2020,2,58
3203,QN12,2020-03,2020,3,48
3204,QN12,2020-04,2020,4,25
3205,QN12,2020-05,2020,5,99
3206,QN12,2020-06,2020,6,119
3207,QN12,2020-07,2020,7,154
3208,QN12,2020-08,2020,8,151
3209,QN12,2020-09,2020,9,316
3210,QN12,2020-10,2020,10,84
3211,QN12,2020-11,2020,11,47
3212,QN12,2020-12,2020,12,52
3213,QN12,2021-01,2021,1,77
3214,QN12,2021-02,2021,2,40
3215,QN12,2021-03,2021,3,164
3216,QN12,2021-04,2021,4,119
3217,QN12,2021-05,2021,5,141
3218,QN12,2021-06,2021,6,159
3219,QN12,2021-07,2021,7,228
3220,QN12,2021-08,2021,8,205
3221,QN12,2021-09,2021,9,104
3222,QN12,2021-10,2021,10,114
3223,QN13,2016-11,2016,11,50
3224,QN13,2016-12,2016,12,54
3225,QN13,2017-01,2017,1,66
3226,QN13,2017-02,2017,2,64
3227,QN13,2017-03,2017,3,57
3228,QN13,2017-04,2017,4,88
3229,QN13,2017-05,2017,5,75
3230,QN13,2017-06,2017,6,90
3231,QN13,2017-07,2017,7,104
3232,QN13,2017-08,2017,8,99
3233,QN13,2017-09,2017,9,109
3234,QN13,2017-10,2017,10,80
3235,QN13,2017-11,2017,11,46
3236,QN13,2017-12,2017,12,46
3237,QN13,2018-01,2018,1,59
3238,QN13,2018-02,2018,2,46
3239,QN13,2018-03,2018,3,67
3240,QN13,2018-04,2018,4,63
3241,QN13,2018-05,2018,5,82
3242,QN13,2018-06,2018,6,113
3243,QN13,2018-07,2018,7,115
3244,QN13,2018-08,2018,8,153
3245,QN13,2018-09,2018,9,124
3246,QN13,2018-10,2018,10,82
3247,QN13,2018-11,2018,11,49
3248,QN13,2018-12,2018,12,52
3249,QN13,2019-01,2019,1,79
3250,QN13,2019-02,2019,2,56
3251,QN13,2019-03,2019,3,72
3252,QN13,2019-04,2019,4,83
3253,QN13,2019-05,2019,5,87
3254,QN13,2019-06,2019,6,102
3255,QN13,2019-07,2019,7,1
3256,QN13,2019-08,2019,8,88
3257,QN13,2019-09,2019,9,79
3258,QN13,2019-10,2019,10,51
3259,QN13,2019-11,2019,11,30
3260,QN13,2019-12,2019,12,46
3261,QN13,2020-01,2020,1,55
3262,QN13,2020-02,2020,2,46
3263,QN13,2020-03,2020,3,36
3264,QN13,2020-04,2020,4,43
3265,QN13,2020-05,2020,5,50
3266,QN13,2020-06,2020,6,75
3267,QN13,2020-07,2020,7,76
3268,QN13,2020-08,2020,8,74
3269,QN13,2020-09,2020,9,66
3270,QN13,2020-10,2020,10,36
3271,QN13,2020-11,2020,11,39
3272,QN13,2020-12,2020,12,23
3273,QN13,2021-01,2021,1,59
3274,QN13,2021-02,2021,2,20
3275,QN13,2021-03,2021,3,95
3276,QN13,2021-04,2021,4,59
3277,QN13,2021-05,2021,5,78
3278,QN13,2021-06,2021,6,101
3279,QN13,2021-07,2021,7,115
3280,QN13,2021-08,2021,8,99
3281,QN13,2021-09,2021,9,98
3282,QN13,2021-10,2021,10,54
3283,QN14,2016-11,2016,11,33
3284,QN14,2016-12,2016,12,34
3285,QN14,2017-01,2017,1,40
3286,QN14,2017-02,2017,2,32
3287,QN14,2017-03,2017,3,27
3288,QN14,2017-04,2017,4,33
3289,QN14,2017-05,2017,5,28
3290,QN14,2017-06,2017,6,34
3291,QN14,2017-07,2017,7,38
3292,QN14,2017-08,2017,8,56
3293,QN14,2017-09,2017,9,33
3294,QN14,2017-10,2017,10,23
3295,QN14,2017-11,2017,11,23
3296,QN14,2017-12,2017,12,20
3297,QN14,2018-01,2018,1,17
3298,QN14,2018-02,2018,2,20
3299,QN14,2018-03,2018,3,24
3300,QN14,2018-04,2018,4,27
3301,QN14,2018-05,2018,5,27
3302,QN14,2018-06,2018,6,39
3303,QN14,2018-07,2018,7,52
3304,QN14,2018-08,2018,8,30
3305,QN14,2018-09,2018,9,40
3306,QN14,2018-10,2018,10,27
3307,QN14,2018-11,2018,11,19
3308,QN14,2018-12,2018,12,31
3309,QN14,2019-01,2019,1,26
3310,QN14,2019-02,2019,2,33
3311,QN14,2019-03,2019,3,35
3312,QN14,2019-04,2019,4,37
