NYC DEPARTMENT OF SANITATION PUBLIC SPACE RECYCLING SITE LIST,,,,,,,,,
SITE INFORMATION AND RECEPTACLE COUNT IS CURRENT AS OF THE FOLLOWING DATE,,,,,,,9/5/2018,,
,,,,,PUBLIC SPACE RECYCLING RECEPTACLE TOTAL (DSNY+PRIVATE),,2602,,
,,,,,PUBLIC SPACE RECYCLING RECEPTACLE TOTAL (DSNY ONLY),,2153,,
,,,,,PUBLIC SPACE RECYCLING PAPER RECEPTACLE TOTAL (DSNY ONLY),,1064,,
,,,,,PUBLIC SPACE RECYCLING MGP RECEPTACLE TOTAL (DSNY ONLY),,1089,,
,,,,,PRIVATE PUBLIC SPACE RECYCLING RECEPTACLES,,449,,
BOROUGH,,,,,"# DSNY RECEPTACLE SITES
(PRIVATE LOCATIONS NOT INCLUDED)",,# OF RECEPTACLES,,
MANHATTAN,,,,,241,,714,,
BRONX,,,,,50,,256,,
BROOKLYN NORTH,,,,,66,,194,,
BROOKLYN SOUTH,,,,,115,,307,,
QUEENS WEST,,,,,57,,152,,
QUEENS EAST,,,,,101,,267,,
STATEN ISLAND,,,,,74,,263,,
CITYWIDE TOTAL,,,,,704,,2153,,
,,,,,"Locations Highlighted in Yellow Are the ""New Style Silve Bullet"" Style Receptacles",,,,
,,,,,MANHATTAN DSNY PUBLIC SPACE RECYCLING SITES,,,,
,ZONE,DISTRICT,TYPE,STYLE,PLACED,SITE NAME/ BASKET LOCATION,PARTNER (IF ANY),P#A POEFR,#M OGFP
213,MAN,M07,DISTRICT,NEW,2014,S/W/C OF WEST 70TH STREET AND BROADWAY,N/A,1,1
220,MAN,M07,DISTRICT,NEW,2014,S/W/C COLUMBUS AVE & 71ST ST,N/A,1,1
221,MAN,M07,DISTRICT,NEW,2014,S/W/C COLUMBUS AVE & 75TH ST,N/A,1,1
222,MAN,M07,DISTRICT,NEW,2014,N/E/C COLUMBUS AVE & 75TH ST,N/A,1,1
223,MAN,M07,DISTRICT,OLD,2014,S/W/C COLUMBUS AVE & 74TH ST,N/A,1,1
224,MAN,M07,DISTRICT,OLD,2014,N/E/C COLUMBUS AVE & 74TH ST,N/A,1,1
225,MAN,M07,DISTRICT,NEW,2014,S/W/C COLUMBUS AVE & 73RD ST,N/A,1,1
226,MAN,M07,DISTRICT,NEW,2014,N/E/C COLUMBUS AVE & 73RD ST,N/A,1,1
227,MAN,M07,DISTRICT,NEW,2014,N/E/C COLUMBUS AVE & 71ST ST,N/A,1,1
228,MAN,M07,DISTRICT,NEW,2014,S/E BROADWAY AND 99TH ST,N/A,1,1
231,MAN,M07,DISTRICT,NEW,2014,N/W BROADWAY AND 98TH ST,N/A,1,1
232,MAN,M07,DISTRICT,NEW,2014,N/E BROADWAY AND 92ND ST,N/A,1,1
233,MAN,M07,DISTRICT,NEW,2014,S/W BROADWAY AND 92ND ST,N/A,1,1
234,MAN,M07,DISTRICT,NEW,2014,S/E BROADWAY AND 91ST ST,N/A,1,1
235,MAN,M07,DISTRICT,NEW,2014,N/W BROADWAY AND 91ST ST,N/A,1,1
236,MAN,M07,DISTRICT,NEW,2014,S/W BROADWAY AND 90TH ST,N/A,1,1
237,MAN,M07,DISTRICT,NEW,2014,N/W BROADWAY AND 89TH ST,N/A,1,1
238,MAN,M07,DISTRICT,NEW,2014,N/E BROADWAY AND 88TH ST,N/A,1,1
239,MAN,M07,DISTRICT,NEW,2014,S/W BROADWAY AND 88TH ST,N/A,1,1
241,MAN,M07,DISTRICT,NEW,2014,S/W BROADWAY AND 87TH ST,N/A,1,1
242,MAN,M08,NON-PROFIT,OLD,2012,70TH ST AND PARK AVE,ASIA SOCIETY,0,1
243,MAN,M08,DISTRICT,NEW,2014,N/E LEXINGTON AVE AND 76TH ST,N/A,1,1
244,MAN,M08,DISTRICT,NEW,2014,S/W LEXINGTON AVE AND 76TH ST,N/A,1,1
245,MAN,M08,DISTRICT,NEW,2014,N/E LEXINGTON AVE AND 75TH ST,N/A,1,1
246,MAN,M08,DISTRICT,NEW,2014,S/W LEXINGTON AVE AND 75TH ST,N/A,1,1
247,MAN,M08,DISTRICT,NEW,2014,S/E LEXINGTON AVE AND 74TH ST,N/A,1,1
248,MAN,M08,DISTRICT,NEW,2014,N/W LEXINGTON AVE AND 74TH ST,N/A,1,1
249,MAN,M08,DISTRICT,NEW,2014,N/E LEXINGTON AVE AND 73RD ST,N/A,1,1
250,MAN,M08,DISTRICT,NEW,2014,S/W LEXINGTON AVE AND 73RD ST,N/A,1,1
251,MAN,M08,DISTRICT,NEW,2014,N/E LEXINGTON AVE AND 72ND ST,N/A,1,1
252,MAN,M08,DISTRICT,NEW,2014,S/W LEXINGTON AVE AND 72ND ST,N/A,1,1
253,MAN,M08,DISTRICT,NEW,2014,N/E LEXINGTON AVE AND 71ST ST,N/A,1,1
254,MAN,M08,DISTRICT,NEW,2014,S/W LEXINGTON AVE AND 71ST ST,N/A,1,1
255,MAN,M08,DISTRICT,NEW,2014,N/E LEXINGTON AVE AND 70TH ST,N/A,1,1
256,MAN,M08,DISTRICT,NEW,2014,S/W LEXINGTON AVE AND 70TH ST,N/A,1,1
257,MAN,M08,DISTRICT,NEW,2014,N/E LEXINGTON AVE AND 69TH ST,N/A,1,1
258,MAN,M08,DISTRICT,NEW,2014,S/W LEXINGTON AVE AND 69TH ST,N/A,1,1
259,MAN,M08,DISTRICT,NEW,2014,N/E LEXINGTON AVE AND 68TH ST,N/A,1,1
260,MAN,M08,DISTRICT,NEW,2014,S/W LEXINGTON AVE AND 68TH ST,N/A,1,1
261,MAN,M08,DISTRICT,NEW,2014,N/E LEXINGTON AVE AND 67TH ST,N/A,1,1
262,MAN,M08,DISTRICT,NEW,2014,N/E LEXINGTON AVE AND 66TH ST,N/A,1,1
263,MAN,M08,DISTRICT,NEW,2014,S/W LEXINGTON AVE AND 66TH ST,N/A,1,1
264,MAN,M08,DISTRICT,NEW,2014,S/E LEXINGTON AVE AND 65TH ST,N/A,1,1
265,MAN,M08,DISTRICT,NEW,2014,N/W LEXINGTON AVE AND 65TH ST,N/A,1,1
266,MAN,M08,DISTRICT,NEW,2014,S/E LEXINGTON AVE AND 64TH ST,N/A,1,0
267,MAN,M08,DISTRICT,NEW,2015,N/W LEXINGTON AVE AND 64TH ST,N/A,1,1
274,MAN,M09,DISTRICT,NEW,2013,NE 116TH ST AND AMSTERDAM AVE,N/A,1,1
275,MAN,M09,DISTRICT,NEW,2013,SW 116TH ST AND AMSTERDAM AVE,N/A,1,1
276,MAN,M09,DISTRICT,NEW,2013,S/E/C BROADWAY AND 118 ST.,N/A,1,1
278,MAN,M09,DISTRICT,NEW,2013,S/E/C BROADWAY AND 125 ST.,N/A,1,1
279,MAN,M09,DISTRICT,NEW,2013,S/W/C BROADWAY AND 125 ST.,N/A,1,1
280,MAN,M09,DISTRICT,NEW,2013,N/E/C BROADWAY AND 136 ST.,N/A,1,1
282,MAN,M09,DISTRICT,NEW,2013,N/E/C AMSTERDAM AVE. AND 112 ST.,N/A,1,1
290,MAN,M09,DISTRICT,NEW,2015,NW BROADWAY AND 114TH ST,N/A,1,1
291,MAN,M09,DISTRICT,NEW,2015,SE BROADWAY AND 114TH ST,N/A,1,1
292,MAN,M09,DISTRICT,NEW,2015,NW BROADWAY AND 115TH ST,N/A,1,1
293,MAN,M09,DISTRICT,NEW,2015,SE BROADWAY AND 115TH ST,N/A,1,1
294,MAN,M09,DISTRICT,NEW,2015,NW BROADWAY AND 116TH ST,N/A,1,1
295,MAN,M09,DISTRICT,NEW,2015,SE BROADWAY AND 116TH ST,N/A,1,1
297,MAN,M10,PARK,OLD,2011,S/W West 123rd Street & Morningside Avenue,NYC PARKS - MORNINGSIDE PARK,1,1
298,MAN,M10,PARK,OLD,2011,W/S of Morningside Avenue & West 114th Street,NYC PARKS - MORNINGSIDE PARK,1,1
299,MAN,M10,PARK,OLD,2011,W/S of Morningside Avenue & West 113th Street,NYC PARKS - MORNINGSIDE PARK,1,1
300,MAN,M10,PARK,OLD,2011,135TH ST AND ST NICHOLAS AVE,NYC PARKS -ST. NICHOLAS PARK,1,1
302,MAN,M10,PARK,OLD,2013,35 WEST 134TH ST - HANSBOROUGH RECREATION CENTER,NYC PARKS - HANSBOROUGH RECREATION CENTER,1,1
303,MAN,M10,BID,NEW,2012,NWC 125TH ST AND ADAM CLAYTON POWELL BLVD,125TH ST BID,1,1
304,MAN,M10,DISTRICT,NEW,2013,NE FREDRICK DOUGLAS BLVD (8TH AVE) AND 111TH ST,N/A,1,1
305,MAN,M10,DISTRICT,NEW,2013,SW FREDRICK DOUGLAS BLVD (8TH AVE) AND 111TH ST,N/A,1,1
306,MAN,M10,DISTRICT,NEW,2013,NW FREDRICK DOUGLAS BLVD (8TH AVE) AND 112TH ST,N/A,1,1
307,MAN,M10,DISTRICT,NEW,2013,NE FREDRICK DOUGLAS BLVD (8TH AVE) AND 113TH ST,N/A,1,1
308,MAN,M10,DISTRICT,NEW,2013,SW FREDRICK DOUGLAS BLVD (8TH AVE) AND 113TH ST,N/A,1,1
309,MAN,M10,DISTRICT,NEW,2013,NE FREDRICK DOUGLAS BLVD (8TH AVE) AND 114TH ST,N/A,1,1
310,MAN,M10,DISTRICT,NEW,2013,SW FREDRICK DOUGLAS BLVD (8TH AVE) AND 114TH ST,N/A,1,1
311,MAN,M10,DISTRICT,NEW,2013,NE FREDRICK DOUGLAS BLVD (8TH AVE) AND 115TH ST,N/A,1,1
315,MAN,M10,DISTRICT,NEW,2014,N/W 112 & ST. NICHOLAS AVE.,N/A,1,1
316,MAN,M10,DISTRICT,NEW,2014,N/E 112 & ST. NICHOLAS AVE.,N/A,1,1
317,MAN,M10,DISTRICT,NEW,2014,S/W 113 & ST. NICHOLAS AVE.,N/A,1,1
318,MAN,M10,DISTRICT,NEW,2014,S/W 114 & ST. NICHOLAS AVE.,N/A,1,1
369,MAN,M11,PARK,OLD,2011,"1 AVE BET. E. 111 ST. AND E. 114 ST. (TRACK, BBQ, BALL FIELD)",NYC PARKS - THOMAS JEFFERSON PARK,0,3
370,MAN,M11,PARK,OLD,2011,1 RANDALLS ISLAND PARK,NYC PARKS - RANDALLS ISLAND,24,24
385,MAN,M11,PARK,NEW,2015,RANDALLS ISLAND,NYC PARKS - RANDALLS ISLAND,50,50
386,MAN,M12,PARK,OLD,2011,"RIVERSIDE DR TO BROADWAY, W 192 ST TO DYCKMAN ST - (JAKOB JAVITZPLAYGROUND, CORBIN CIRCLE)",NYC PARKS - FORT TRYON PARK,5,5
387,MAN,M12,PARK,OLD,2011,BROADWAY AND RIVERSIDE DRIVE,NYC PARKS - FORT TRYON PARK,1,1
388,MAN,M12,PARK,OLD,2011,BROADWAY AND ARDEN,NYC PARKS - FORT TRYON PARK,1,1
389,MAN,M12,PARK,OLD,2012,"DYKMAN ST AND HUDSON RIVER -BASEBALL FIELDS(2), MAIN ENTRANCE, VENDOR",NYC PARKS - DYKMAN FIELDS,5,5
390,MAN,M12,PARK,OLD,2013,2301 AMSTERDAM AVE,NYC PARKS - HIGHBRIDGE RECREATION CENTER,1,1
391,MAN,M12,PARK,OLD,2013,351 FORT WASHINGTON AVE,NYC PARKS - J HOOK RIGHT CENTER,1,1
392,MAN,M12,DISTRICT,NEW,2015,S/W/C 165TH ST AND BROADWAY,N/A,1,1
393,BX,BX01,PARK,OLD,2013,450 ST. ANNS AVE - ST MARYS RECREATION CENTER,NYC PARKS- ST. MARYS RECREATION CENTER,1,1
394,BX,BX02,PARK,OLD,2012,812 EDGEWATER RD - HUNTS POINT RIVERSIDE PARK,ROCKING THE BOAT,3,3
395,BX,BX02,PARK,OLD,2012,765 MANIDA ST - HUNTS POINT RECREATION CENTER,NYC PARKS - HUNTS POINT RECREATION CENTER,1,1
396,BX,BX03,PARK,OLD,2013,1700 FULTON AVE - CROTNA RECREATION CENTER,NYC PARKS - CROTNA RECREATION CENTER,1,1
397,BX,BX04,BID,NEW,2010,S/E/C 161ST ST/GRAND CONCOURSE,161ST BID,1,1
398,BX,BX04,BID,NEW,2011,N/E/C 161ST ST/GRAND CONCOURSE,161ST BID,1,1
399,BX,BX04,PARK,NEW,2015,161-164 WALTON AVE - JOYCE KILMER PARK,NYC PARKS - JOYCE KILMER PARK,10,10
400,BX,BX04,DISTRICT,NEW,2015,N/W 161ST ST AND SHERIDAN AVE,N/A,1,1
401,BX,BX04,DISTRICT,NEW,2015,S/E 161ST ST AND SHERIDAN AVE,N/A,1,1
415,BX,BX06,NON-PROFIT,OLD,2008,2900 SOUTHERN BLVD - VISITORS SERVICE CENTER,BRONX BOTANICAL GARDENS,6,6
416,BX,BX06,NON-PROFIT,NEW,2010,BRONX ZOO - THROUGHOUT THE ZOO,BRONX ZOO,36,36
417,BX,BX06,SCHOOL,OLD,2010,441 EAST FORDHAM RD - SIDE ENTRANCE / MAIN ENTRANCE,FORDHAM UNIVERSITY,2,2
418,BX,BX06,DISTRICT,NEW,2011,ARTHUR AVE AND E 187TH ST,N/A,1,1
419,BX,BX06,DISTRICT,NEW,2012,800 EAST 176TH ST - BRONX BOROUGH OFFICE,N/A,1,1
422,BX,BX06,DISTRICT,NEW,2015,2300 SOUTHERN BLVD - BRONX ZOO MAIN ENTRANCE,N/A,1,1
404,BX,BX08,PARK,OLD,2008,BROADWAY AND MANHATTAN COLLEGE PKWY - VAN CORTLANDT PARK,NYC PARKS - VAN CORTLANDT PARK,1,1
405,BX,BX08,PARK,OLD,2008,IN FRONT OF PARK ENTRANCE BETWEEN 250TH AND 251ST ST - VAN CORTLANDT PARK,NYC PARKS - VAN CORTLANDT PARK,2,2
432,BX,BX08,NON-PROFIT,NEW,2012,5521 MOSHOLU AVE,RIVERDALE NEIGHBORHOOD HOUSE,1,1
433,BX,BX08,SCHOOL,OLD,2012,6301 RIVERDALE AVE - CAMPUS WIDE,COLLEGE OF MT ST VINCENT,24,24
434,BX,BX08,SCHOOL,NEW,2017,6301 RIVERDALE AVE - FRONT ENTRANCE,COLLEGE OF MT ST VINCENT,3,3
435,BX,BX08,DISTRICT,NEW,2015,S/W BROADWAY AND W. 225TH ST,N/A,1,1
436,BX,BX08,DISTRICT,NEW,2015,N/E BROADWAY AND W. 225TH ST,N/A,1,1
437,BX,BX08,DISTRICT,NEW,2015,S/E BROADWAY AND W. 230TH ST,N/A,1,1
438,BX,BX08,DISTRICT,NEW,2015,S/W BROADWAY AND KIMBERLY PL,N/A,1,1
439,BX,BX08,DISTRICT,NEW,2015,N/E BROADWAY AND KIMBERLY PL,N/A,1,1
440,BX,BX08,DISTRICT,NEW,2015,S/E BROADWAY AND VERVEELEN PL,N/A,1,1
441,BX,BX08,DISTRICT,NEW,2015,S/E BROADWAY AND W. 231ST ST,N/A,1,1
442,BX,BX08,DISTRICT,NEW,2015,N/W BROADWAY AND W. 231ST ST,N/A,1,1
443,BX,BX08,DISTRICT,NEW,2015,S/W BROADWAY AND W. 232ND ST,N/A,1,1
444,BX,BX08,DISTRICT,NEW,2015,N/W BROADWAY AND W. 233RD ST,N/A,1,1
445,BX,BX08,DISTRICT,NEW,2015,S/E BROADWAY AND W. 233RD ST,N/A,1,1
446,BX,BX08,DISTRICT,NEW,2015,N/E BROADWAY AND W. 234TH ST,N/A,1,1
447,BX,BX08,DISTRICT,NEW,2015,S/W BROADWAY AND W. 234TH ST,N/A,1,1
448,BX,BX08,DISTRICT,NEW,2015,S/E BROADWAY AND W. 238TH ST,N/A,1,1
449,BX,BX08,DISTRICT,NEW,2015,N/W BROADWAY AND W. 238TH ST,N/A,1,1
450,BX,BX08,DISTRICT,NEW,2015,N/E BROADWAY AND W. 240TH ST,N/A,1,1
451,BX,BX08,DISTRICT,NEW,2015,S/W BROADWAY AND W. 240TH ST,N/A,1,1
454,BX,BX09,DISTRICT,NEW,2015,N/W WESTCHESTER AVE AND CASTLEHILL AVE.,N/A,1,1
455,BX,BX09,DISTRICT,NEW,2015,S/E WHITEPLAINS RD AND STORY AVE.,N/A,1,1
456,BX,BX09,DISTRICT,NEW,2015,S/E CROSS BRONX AND HUGH GRANT CIRCLE,N/A,1,1
459,BX,BX10,PARK,OLD,2011,ORCHARD BEACH ROAD - ORCHARD BEACH PICNIC AREA,NYC PARKS - ORCHARD BEACH,1,1
460,BX,BX10,PARK,OLD,2011,ORCHARD BEACH ROAD - ORCHARD BEACH BOATHOUSE,NYC PARKS - ORCHARD BEACH,1,1
461,BX,BX10,PARK,OLD,2011,ORCHARD BEACH ROAD - PELHAM PLAYGROUND,NYC PARKS - ORCHARD BEACH,1,1
462,BX,BX10,PARK,OLD,2011,ORCHARD BEACH ROAD - BASKETBALL COURT AREA,NYC PARKS - ORCHARD BEACH,1,1
463,BX,BX10,PARK,OLD,2011,ORCHARD BEACH ROAD - ORCHARD BEACH NATURE CENTER,NYC PARKS - ORCHARD BEACH,1,1
464,BX,BX10,PARK,OLD,2011,2551 WESTCHESTER AVE - OWEN DOLEN RECREATION CENTER,NYC PARKS -OWEN DOLEN RECREATION CENTER,1,1
470,BX,BX11,DISTRICT,NEW,2015,S/W/C MORRIS PARK AVE AND HAIGHT AVE.,N/A,1,1
471,BX,BX11,DISTRICT,NEW,2015,S/W MORRIS PARK AVE AND WILLIAMSBRIDGE RD.,N/A,1,1
473,BX,BX11,DISTRICT,NEW,2015,N/E WHITEPLAINS RD AND LYDIG AVE.,N/A,1,1
474,BX,BX12,DISTRICT,NEW,2012,N/E/C GUN HILL RD AND BRONXWOOD AVE,N/A,1,1
475,BKN,BK01,PARK,NEW,2008,MC CARREN PARK,NYC PARKS,8,8
476,BKN,BK01,PARK,OLD,2013,MCCARREN PLAY CENTER,NYC PARKS,1,1
477,BKN,BK02,PARK,OLD,2008,WASHINGTON PARK AND DEKALB AVENUE,NYC PARKS - FORT GREENE,1,1
478,BKN,BK02,PARK,OLD,2008,GREENE AVENUE BETWEEN FULTON ST AND CUMBERLAND ST,NYC PARKS -CUYLER GORE PARK,1,1
479,BKN,BK02,PARK,OLD,2008,LAFAYETTE AVENUE BETWEEN WAVERLY AVE AND WASHINGTON AVE,NYC PARKS - UNDERWOOD PARK,1,1
480,BKN,BK02,BID,OLD,2008,FRONT ST AND WASHINGTON ST,BID - DUMBO BROOKLYN HEIGHTS,1,1
481,BKN,BK02,BID,OLD,2008,FRONT ST AND JAY ST,BID - DUMBO BROOKLYN HEIGHTS,1,1
482,BKN,BK02,BID,OLD,2011,MYRTLE AVE AND ASHLAND PL,BID - MYRTLE AVE BID,1,1
483,BKN,BK02,BID,OLD,2011,MYRTLE AVE AND ADELPHI ST,BID - MYRTLE AVE BID,1,1
484,BKN,BK02,BID,OLD,2011,MYRTLE AVE AND CLINTON AVE,BID - MYRTLE AVE BID,1,1
485,BKN,BK02,BID,NEW,2017,S/E MYRTLE AVE AND HALL ST,BID - MYRTLE AVE BID,1,1
486,BKN,BK02,BID,NEW,2017,N/E MYRTLE AVE AND GRAND ST,BID - MYRTLE AVE BID,1,1
487,BKN,BK02,BID,NEW,2017,S/E MYRTLE AVE AND STEUBEN ST,BID - MYRTLE AVE BID,1,1
488,BKN,BK02,BID,NEW,2017,S/W MYRTLE AVE AND EMERSON PL,BID - MYRTLE AVE BID,1,1
489,BKN,BK02,BID,NEW,2017,S/W MYRTLE AVE AND EMERSON PL,BID - MYRTLE AVE BID,1,1
490,BKN,BK02,BID,OLD,2011,LAFAYETTE & FULTON ST,BID - FAB,1,1
491,BKN,BK02,BID,OLD,2011,FULTON ST & LAFAYETTE/GREENE/S OXFORD,BID - FAB,1,1
492,BKN,BK02,BID,OLD,2011,FULTON ST & CLINTON AVE,BID - FAB,1,1
493,BKN,BK02,BID,OLD,2011,FULTON ST & WASHINGTON AVE,BID - FAB,2,2
494,BKN,BK02,BID,OLD,2011,PUTNAM TRIANGLE,BID - FAB,2,2
495,BKN,BK02,BID,OLD,2011,727 FULTON ST @ NE CORNER OF S. ELLIOTT PL,BID - FAB,1,1
496,BKN,BK02,CITY AGENCY,NEW,2012,360 ADAMS ST - INSIDE BUILDING,DCAS,2,2
497,BKN,BK02,CITY AGENCY,NEW,2012,345 ADAMS ST - INSIDE BUILDING,DCAS,1,1
498,BKN,BK02,CITY AGENCY,NEW,2012,210 JORALEMON ST - INSIDE BUILDING,DCAS,3,3
499,BKN,BK02,CITY AGENCY,NEW,2012,141 LIVINGSTON ST - INSIDE BUILDING,DCAS,1,1
500,BKN,BK02,CITY AGENCY,NEW,2012,120 SCHERMERHORN ST - INSIDE BUILDING,DCAS,1,1
501,BKN,BK02,DISTRICT,OLD,2012,DEKALB AVE AND CLERMONT AVE,N/A,1,1
502,BKN,BK02,DISTRICT,OLD,2012,N/E ATLANTIC AVE AND CLINTON ST,N/A,1,1
503,BKN,BK02,DISTRICT,OLD,2012,S/W ATLANTIC AVE AND CLINTON ST,N/A,1,1
508,BKN,BK02,DISTRICT,OLD,2012,S/E ATLANTIC AVE AND HOYT ST,N/A,1,1
509,BKN,BK02,DISTRICT,OLD,2012,N/W ATLANTIC AVE AND HOYT ST,N/A,1,1
510,BKN,BK02,SPORTS ARENA,OLD,2012,6TH AVE AND ATLANTIC AVE,BARCLAY CENTER,1,1
511,BKN,BK02,SPORTS ARENA,OLD,2012,6TH AVE AND DEAN ST,BARCLAY CENTER,1,1
512,BKN,BK02,DISTRICT,NEW,2014,N/W CADMAN PL AND PIERPONT,N/A,1,1
513,BKN,BK02,DISTRICT,NEW,2014,S/WCADMAN PL AND PIERPONT,N/A,1,1
514,BKN,BK02,DISTRICT,NEW,2014,S/W CADMAN PL AND CLINTON,N/A,1,1
515,BKN,BK02,DISTRICT,NEW,2014,N/E CADMAN PL AND CLINTON,N/A,1,1
516,BKN,BK02,DISTRICT,NEW,2014,S/E CADMAN PL AND JOHNSON ST,N/A,1,1
517,BKN,BK02,DISTRICT,NEW,2014,N/E CADMAN PL AND JOHNSON,N/A,1,1
518,BKN,BK02,DISTRICT,NEW,2014,N/W MONTAGUE ST AND COURT ST,N/A,1,1
519,BKN,BK02,DISTRICT,NEW,2014,N/E MONTAGUE ST AND COURT ST,N/A,1,1
520,BKN,BK02,DISTRICT,NEW,2014,N/W MONTAGUE ST AND CLINTON ST,N/A,1,1
521,BKN,BK02,DISTRICT,NEW,2014,N/E MONTAGUE ST AND CLINTON ST,N/A,1,1
522,BKN,BK02,DISTRICT,NEW,2014,N/E MONTAGUE ST AND HENRY ST,N/A,1,1
523,BKN,BK02,DISTRICT,NEW,2014,S/W MONTAGUE ST AND HENRY ST,N/A,1,1
524,BKN,BK02,DISTRICT,NEW,2014,N/W MONTAGUE ST AND HICKS ST,N/A,1,1
525,BKN,BK02,DISTRICT,NEW,2014,S/E MONTAGUE ST AND HICKS ST,N/A,1,1
526,BKN,BK02,DISTRICT,NEW,2014,N/W HENRY ST AND ORANGE ST,N/A,1,1
527,BKN,BK02,DISTRICT,NEW,2014,N/W HENRY ST AND PINEAPPLE ST,N/A,1,1
528,BKN,BK02,DISTRICT,NEW,2014,S/W HENRY ST AND CLARK ST,N/A,1,1
529,BKN,BK02,DISTRICT,NEW,2014,BROOKLYN BRIDGE PARK - PIER 6,N/A,2,2
530,BKN,BK02,DISTRICT,NEW,2014,BROOKLYN BRIDGE PARK - JORALEMON ST/FURMAN ST,N/A,1,1
531,BKN,BK02,DISTRICT,NEW,2014,BROOKLYN BRIDGE PARK - PIER 1,N/A,1,1
532,BKN,BK02,DISTRICT,NEW,2014,BROOKLYN BRIDGE PARK - PIER 1,N/A,1,1
533,BKN,BK02,DISTRICT,NEW,2014,PEARL STREET TRIANGLE,N/A,1,1
534,BKN,BK02,BID,NEW,2017,WATER STREET BETWEEN ADAMS ST AND ANCHORAGE PL,BID - DUMBO BROOKLYN HEIGHTS,1,1
535,BKN,BK03,BID,OLD,2013,670 LAFAYETTE AVE,NYC PARKS - VON KING REC CENTER,3,3
536,BKN,BK05,BID,OLD,2010,1334 PENNSYLVANIA AVE,STARRET CITY MGT,3,3
537,BKN,BK08,DISTRICT,NEW,2012,WASHINGTON AND EASTERN PARKWAY,N/A,1,1
537,BKN,BK08,DISTRICT,NEW,2012,N/W FRANKLIN AND EASTERN PARKWAY,N/A,1,1
538,BKN,BK08,PARK,OLD,2013,1251 PROSPECT PLACE,NYC PARKS - ST JOHNS REC CENTER,4,4
539,BKN,BK08,DISTRICT,NEW,2015,S/E KINGSTON AVE AND ST JOHNS PL,N/A,1,1
540,BKN,BK09,ZOO,OLD,2012,450 FLATBUSH AVE - PP ZOO,PROSPECT PARK ZOO,6,6
541,BKN,BK09,NON-PROFIT,OLD,2012,10 GRAND ARMY PLAZA,NYC PARKS - BK PUBLIC LIBRARY,3,3
542,BKN,BK09,NON-PROFIT,OLD,2013,990 WASHINGTON AVE - BBG,BROOKLYN BOTANICAL GARDENS,4,4
543,BKN,BK16,PARK,OLD,2013,1555 LINDEN BLVD,NYC PARKS - BROWNSVILL REC CENTER,2,2
544,BKS,BK06,PARK,OLD,2008,9TH ST AND PPW,NYC PARKS - PROSPECT PARK,1,1
545,BKS,BK06,BID,OLD,2008,7TH AVE AND 6TH ST,BID - PARK SLOPE,1,1
546,BKS,BK06,PARK,OLD,2010,PPSW AND 15TH ST,NYC PARKS - PROSPECT PARK,1,1
547,BKS,BK06,PARK,NEW,2010,PPSW AND 15TH ST,NYC PARKS - PROSPECT PARK,2,2
548,BKS,BK06,PARK,OLD,2010,5TH AVE AND 4TH ST,NYC PARKS - JJ BYRNE PARK,2,2
549,BKS,BK06,PARK,OLD,2010,BERKLEY PL (BTW 5TH AVE AND 6TH AVE),NYC PARKS - PARK SLOPE PLAYGROUND,1,1
550,BKS,BK06,PARK,NEW,2010,SMITH ST AND PRESIDENT ST,NYC PARKS - CARROLL PARK,1,1
551,BKS,BK06,PARK,OLD,2010,CLINTON ST (BTW VERANDAH AND CONGRESS),NYC PARKS - COBBLE HILL PARK,1,1
552,BKS,BK06,DISTRICT,OLD,2012,N/W 5TH AVE AND 5TH ST,N/A,1,1
553,BKS,BK06,DISTRICT,NEW,2014,SW 7TH AVENUE AND 6TH ST,N/A,1,1
554,BKS,BK06,DISTRICT,NEW,2014,NE 7TH AVENUE AND 6TH ST,N/A,1,1
555,BKS,BK06,DISTRICT,NEW,2014,SW 7TH AVENUE AND 5TH ST,N/A,1,1
556,BKS,BK06,DISTRICT,NEW,2014,NW 7TH AVENUE AND 5TH ST,N/A,1,1
557,BKS,BK06,DISTRICT,NEW,2014,NW 7TH AVENUE AND 4TH ST,N/A,1,1
558,BKS,BK06,DISTRICT,NEW,2014,SE 7TH AVENUE AND 4TH ST,N/A,1,1
559,BKS,BK06,DISTRICT,NEW,2014,NE 7TH AVENUE AND 3RD ST,N/A,1,1
560,BKS,BK06,DISTRICT,NEW,2014,SW 7TH AVENUE AND 3RD ST,N/A,1,1
561,BKS,BK06,DISTRICT,NEW,2014,SE 7TH AVENUE AND 2ND ST,N/A,1,1
562,BKS,BK06,DISTRICT,NEW,2014,NW 7TH AVENUE AND 2ND ST,N/A,1,1
563,BKS,BK06,DISTRICT,NEW,2014,SE 7TH AVENUE AND 1ST ST,N/A,1,1
564,BKS,BK06,DISTRICT,NEW,2014,NW 7TH AVENUE AND 1ST ST,N/A,1,1
565,BKS,BK06,DISTRICT,NEW,2014,SW 7TH AVENUE AND GARFIELD PL,N/A,1,1
566,BKS,BK06,DISTRICT,NEW,2014,SE 7TH AVENUE AND GARFIELD PL,N/A,1,1
567,BKS,BK06,DISTRICT,NEW,2014,SE 7TH AVENUE AND CARROLL ST,N/A,1,1
568,BKS,BK06,DISTRICT,NEW,2014,NW 7TH AVENUE AND CARROLL ST,N/A,1,1
569,BKS,BK06,DISTRICT,NEW,2014,SW 7TH AVENUE AND PRESIDENT ST,N/A,1,1
