,cd,boro,date,year,month,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,fs_openhours,fs_open,trs_permits,paper_baskets,mgp_baskets,total_number_of_households,hh_compost_num,hh_compost_percent,shape_area,wfr_avg_recycling,wfr_avg_refuse,wfr_avg_bulk,bigbelly,seasonal_wire_litter_basket,highend_basket,publicspacereceptacle,wire_basket,total_litter_baskets
1045,BK18,BK,2018-12-01,2018,12,5379.6,655.6,588.7,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1046,BK18,BK,2019-01-01,2019,1,4937.8,596.6,612.6,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1047,BK18,BK,2019-02-01,2019,2,4275.3,463.5,476.0,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1048,BK18,BK,2019-03-01,2019,3,4799.9,518.3,535.4,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1049,BK18,BK,2019-04-01,2019,4,5531.0,537.5,559.7,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1050,BK18,BK,2019-05-01,2019,5,6118.8,556.3,654.8,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1051,BK18,BK,2019-06-01,2019,6,6038.7,584.1,654.8,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1052,BK18,BK,2019-07-01,2019,7,6280.9,578.2,665.0,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1053,BK18,BK,2019-08-01,2019,8,5912.6,552.0,668.3,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1054,BK18,BK,2019-09-01,2019,9,5561.0,510.8,593.4,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1055,BK18,BK,2019-10-01,2019,10,5634.5,542.8,605.3,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1056,BK18,BK,2019-11-01,2019,11,5132.6,497.6,541.5,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1057,BK18,BK,2019-12-01,2019,12,5595.3,715.3,662.9,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1058,BK18,BK,2020-01-01,2020,1,5060.7,591.8,644.6,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1059,BK18,BK,2020-02-01,2020,2,4388.2,461.7,525.5,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1060,BK18,BK,2020-03-01,2020,3,4845.4,526.4,609.2,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1061,BK18,BK,2020-04-01,2020,4,5367.7,549.5,690.3,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1062,BK18,BK,2020-05-01,2020,5,6168.7,599.6,767.5,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1063,BK18,BK,2020-06-01,2020,6,6653.2,662.1,842.6,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1064,BK18,BK,2020-07-01,2020,7,6732.9,679.8,857.7,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1065,BK18,BK,2020-08-01,2020,8,6639.9,588.2,776.9,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1066,BK18,BK,2020-09-01,2020,9,6346.2,607.0,737.0,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1067,BK18,BK,2020-10-01,2020,10,6102.5,635.0,732.8,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1068,BK18,BK,2020-11-01,2020,11,6116.7,562.4,609.5,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1069,BK18,BK,2020-12-01,2020,12,5894.8,756.5,756.6,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1070,BK18,BK,2021-01-01,2021,1,5213.7,612.6,677.7,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1071,BK18,BK,2021-02-01,2021,2,4257.7,426.6,542.2,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1072,BK18,BK,2021-03-01,2021,3,5901.4,585.5,666.2,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1073,BK18,BK,2021-04-01,2021,4,5397.3,540.3,632.1,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1074,BK18,BK,2021-05-01,2021,5,6067.6,550.4,660.9,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1075,BK18,BK,2021-06-01,2021,6,6866.0,623.3,717.2,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1076,BK18,BK,2021-07-01,2021,7,6844.4,595.6,739.5,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1077,BK18,BK,2021-08-01,2021,8,6259.8,534.4,660.4,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1078,BK18,BK,2021-09-01,2021,9,6335.7,564.2,692.2,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1079,BK18,BK,2021-10-01,2021,10,6214.0,521.1,600.5,0.0,146.2,2.0,0.0,9.0,9.0,65610,0,0.0,0.0023271431846609344,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0
1080,BX01,BX,2016-11-01,2016,11,1972.8,110.2,132.5,0.0,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1081,BX01,BX,2016-12-01,2016,12,1937.4,125.1,127.8,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1082,BX01,BX,2017-01-01,2017,1,1884.9,129.2,151.0,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1083,BX01,BX,2017-02-01,2017,2,1666.6,88.4,117.0,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1084,BX01,BX,2017-03-01,2017,3,1873.9,105.0,123.5,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1085,BX01,BX,2017-04-01,2017,4,1856.1,106.2,130.6,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1086,BX01,BX,2017-05-01,2017,5,2018.0,118.7,144.0,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1087,BX01,BX,2017-06-01,2017,6,1946.3,119.4,142.5,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1088,BX01,BX,2017-07-01,2017,7,1920.6,110.8,137.5,0.0,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1089,BX01,BX,2017-08-01,2017,8,1978.0,114.5,141.2,0.0,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1090,BX01,BX,2017-09-01,2017,9,1870.6,105.1,131.2,0.0,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1091,BX01,BX,2017-10-01,2017,10,1903.1,113.5,137.4,0.0,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1092,BX01,BX,2017-11-01,2017,11,1911.1,99.2,115.6,0.0,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1093,BX01,BX,2017-12-01,2017,12,1818.6,116.4,133.0,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1094,BX01,BX,2018-01-01,2018,1,1869.9,133.7,147.1,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1095,BX01,BX,2018-02-01,2018,2,1689.0,100.1,118.1,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1096,BX01,BX,2018-03-01,2018,3,1811.3,112.3,122.0,1.6,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1097,BX01,BX,2018-04-01,2018,4,1832.8,114.0,127.9,2.9,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1098,BX01,BX,2018-05-01,2018,5,1975.9,109.9,128.0,5.2,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1099,BX01,BX,2018-06-01,2018,6,1939.7,118.4,141.4,2.4,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1100,BX01,BX,2018-07-01,2018,7,2024.4,127.5,155.9,3.1,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1101,BX01,BX,2018-08-01,2018,8,2026.7,116.3,142.8,4.9,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1102,BX01,BX,2018-09-01,2018,9,1855.3,115.3,133.9,3.4,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1103,BX01,BX,2018-10-01,2018,10,1928.3,121.5,151.9,3.7,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1104,BX01,BX,2018-11-01,2018,11,1961.3,120.7,140.1,5.9,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1105,BX01,BX,2018-12-01,2018,12,1918.8,123.2,127.1,9.1,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1106,BX01,BX,2019-01-01,2019,1,1874.3,146.1,162.6,7.2,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1107,BX01,BX,2019-02-01,2019,2,1674.3,102.1,126.7,5.9,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1108,BX01,BX,2019-03-01,2019,3,1876.6,116.0,133.6,9.8,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1109,BX01,BX,2019-04-01,2019,4,1995.2,133.3,158.0,9.2,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1110,BX01,BX,2019-05-01,2019,5,1987.2,109.4,131.7,10.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1111,BX01,BX,2019-06-01,2019,6,1952.2,122.7,146.2,8.1,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1112,BX01,BX,2019-07-01,2019,7,2143.2,127.8,167.2,7.6,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1113,BX01,BX,2019-08-01,2019,8,2096.0,115.5,142.3,4.9,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1114,BX01,BX,2019-09-01,2019,9,1959.3,111.1,135.1,4.0,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1115,BX01,BX,2019-10-01,2019,10,2022.5,115.9,144.7,4.8,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1116,BX01,BX,2019-11-01,2019,11,1915.8,116.7,134.0,4.9,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1117,BX01,BX,2019-12-01,2019,12,2030.1,164.9,176.5,3.4,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1118,BX01,BX,2020-01-01,2020,1,1973.9,118.8,142.0,5.8,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1119,BX01,BX,2020-02-01,2020,2,1793.6,101.9,122.4,5.2,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1120,BX01,BX,2020-03-01,2020,3,1971.0,130.1,160.7,4.7,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1121,BX01,BX,2020-04-01,2020,4,1923.2,105.3,139.6,3.4,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1122,BX01,BX,2020-05-01,2020,5,2225.8,150.9,159.2,0.4,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1123,BX01,BX,2020-06-01,2020,6,2430.3,207.1,209.4,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1124,BX01,BX,2020-07-01,2020,7,2411.0,166.2,182.3,0.0,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1125,BX01,BX,2020-08-01,2020,8,2430.6,164.8,182.7,0.0,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1126,BX01,BX,2020-09-01,2020,9,2354.1,184.0,190.4,0.0,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1127,BX01,BX,2020-10-01,2020,10,2307.4,167.6,170.0,0.0,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1128,BX01,BX,2020-11-01,2020,11,2244.8,166.2,157.7,0.0,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1129,BX01,BX,2020-12-01,2020,12,2275.7,177.0,181.3,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1130,BX01,BX,2021-01-01,2021,1,2092.5,164.5,172.2,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1131,BX01,BX,2021-02-01,2021,2,1904.4,132.1,130.8,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1132,BX01,BX,2021-03-01,2021,3,2324.2,176.0,183.1,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1133,BX01,BX,2021-04-01,2021,4,2026.2,141.5,137.0,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1134,BX01,BX,2021-05-01,2021,5,2152.2,147.8,150.8,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1135,BX01,BX,2021-06-01,2021,6,2415.0,172.2,176.4,0.0,107.5,3.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1136,BX01,BX,2021-07-01,2021,7,2354.7,146.2,151.2,0.0,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1137,BX01,BX,2021-08-01,2021,8,2298.3,166.8,177.0,0.0,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1138,BX01,BX,2021-09-01,2021,9,2412.1,148.5,153.0,0.0,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1139,BX01,BX,2021-10-01,2021,10,2328.3,143.1,137.1,0.0,124.69999999999999,4.0,6.0,1.0,1.0,43509,0,0.0,0.0005989244929491321,1.0,3.0000000000000004,3.0000000000000004,0.0,0.0,0.0,3.0,13.0,16.0
1140,BX02,BX,2016-11-01,2016,11,1553.5,71.5,107.9,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1141,BX02,BX,2016-12-01,2016,12,1554.1,145.5,190.7,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1142,BX02,BX,2017-01-01,2017,1,1467.7,89.1,139.3,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1143,BX02,BX,2017-02-01,2017,2,1314.5,77.1,122.0,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1144,BX02,BX,2017-03-01,2017,3,1474.1,103.4,159.1,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1145,BX02,BX,2017-04-01,2017,4,1456.9,89.0,137.5,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1146,BX02,BX,2017-05-01,2017,5,1596.2,83.9,134.8,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1147,BX02,BX,2017-06-01,2017,6,1519.8,111.1,170.9,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1148,BX02,BX,2017-07-01,2017,7,1507.2,84.6,135.2,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1149,BX02,BX,2017-08-01,2017,8,1569.4,97.0,153.6,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1150,BX02,BX,2017-09-01,2017,9,1495.8,97.7,153.7,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1151,BX02,BX,2017-10-01,2017,10,1495.4,81.1,124.3,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1152,BX02,BX,2017-11-01,2017,11,1536.4,88.9,145.7,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1153,BX02,BX,2017-12-01,2017,12,1473.0,115.3,155.9,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1154,BX02,BX,2018-01-01,2018,1,1494.6,81.3,122.6,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1155,BX02,BX,2018-02-01,2018,2,1315.9,82.5,133.3,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1156,BX02,BX,2018-03-01,2018,3,1477.0,113.5,169.1,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1157,BX02,BX,2018-04-01,2018,4,1404.4,91.4,135.3,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
1158,BX02,BX,2018-05-01,2018,5,1571.3,99.1,155.1,0.0,8.6,1.0,8.0,4.0,4.0,20628,0,0.0,0.0006043821046397634,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0
